조사연도,응답자ID,응답자키
2021,10931002,P21-009250
2021,10931003,P21-003756
2021,10931004,P21-004038
2021,10931005,P21-005655
2021,10931006,P21-006326
2021,10931007,P21-008105
2021,10931008,P21-006409
2021,10931009,P21-007975
2021,10931010,P21-008582
2021,10931011,P21-000039
2021,10931012,P21-005261
2021,10931013,P21-009074
2021,10931014,P21-007959
2021,10931015,P21-000921
2021,10931016,P21-000706
2021,10931017,P21-000213
2021,10931018,P21-004523
2021,10931019,P21-005174
2021,10931020,P21-004194
2021,10931021,P21-006488
2021,10931022,P21-004860
2021,10931023,P21-009203
2021,10931024,P21-001077
2021,10931025,P21-008563
2021,10931026,P21-001195
2021,10931027,P21-007693
2021,10931028,P21-002308
2021,10931029,P21-008497
2021,10931030,P21-000797
2021,10931031,P21-002301
2021,10931032,P21-002423
2021,10931033,P21-006228
2021,10931034,P21-008726
2021,10931035,P21-000663
2021,10931036,P21-002556
2021,10931037,P21-001046
2021,10931038,P21-002715
2021,10931039,P21-004323
2021,10931040,P21-003789
2021,10931041,P21-008663
2021,10931042,P21-008366
2021,10931043,P21-003885
2021,10931044,P21-000136
2021,10931045,P21-009016
2021,10931046,P21-004562
2021,10931047,P21-007008
2021,10931048,P21-001935
2021,10931049,P21-006854
2021,10931050,P21-006036
2021,10931051,P21-004962
2021,10931052,P21-004809
2021,10931053,P21-004070
2021,10931054,P21-001622
2021,10931055,P21-001286
2021,10941001,P21-004203
2021,10941002,P21-005586
2021,10941003,P21-001365
2021,10941004,P21-001451
2021,10941005,P21-007852
2021,10941006,P21-009309
2021,10941007,P21-005758
2021,10941008,P21-004871
2021,10941009,P21-004148
2021,10941010,P21-000238
2021,10941011,P21-003773
2021,10941012,P21-001497
2021,10941013,P21-001199
2021,10941014,P21-002669
2021,10941015,P21-005763
2021,10941016,P21-009216
2021,10941017,P21-000548
2021,10941018,P21-006721
2021,10941019,P21-004746
2021,10941020,P21-008046
2021,10941021,P21-008604
2021,10941022,P21-009249
2021,10941023,P21-008707
2021,10941024,P21-001875
2021,10941025,P21-008463
2021,10941026,P21-003721
2021,10941027,P21-000160
2021,10941028,P21-000922
2021,10941029,P21-003560
2021,10941030,P21-007495
2021,10941031,P21-006290
2021,10941032,P21-004535
2021,10941033,P21-001948
2021,10941034,P21-001442
2021,10941035,P21-006476
2021,10941036,P21-004817
2021,10941037,P21-002146
2021,10941038,P21-003417
2021,10941039,P21-003962
2021,10941040,P21-006322
2021,10941041,P21-007682
2021,10941042,P21-003887
2021,10941043,P21-001020
2021,10941044,P21-002239
2021,10941045,P21-001763
2021,10941046,P21-005069
2021,10941047,P21-004485
2021,10941048,P21-001142
2021,10941049,P21-008217
2021,10941050,P21-000694
2021,10941051,P21-007070
2021,10941052,P21-007566
2021,10941053,P21-005760
2021,10941054,P21-000689
2021,10941055,P21-003170
2021,10941056,P21-005489
2021,10941057,P21-008982
2021,10941058,P21-003518
2021,10941059,P21-001651
2021,10941060,P21-006022
2021,10941061,P21-005400
2021,10951001,P21-006519
2021,10951002,P21-009226
2021,10951003,P21-006332
2021,10951004,P21-001134
2021,10951005,P21-007565
2021,10951006,P21-005797
2021,10951007,P21-000418
2021,10951008,P21-008377
2021,10951009,P21-005330
2021,10951010,P21-005525
2021,10951011,P21-009319
2021,10951012,P21-001556
2021,10951013,P21-009320
2021,10951014,P21-003832
2021,10951015,P21-006908
2021,10951016,P21-007792
2021,10951017,P21-006396
2021,10951018,P21-003830
2021,10951019,P21-004169
2021,10951020,P21-007238
2021,10951021,P21-003017
2021,10951022,P21-008337
2021,10951023,P21-005359
2021,10951024,P21-009055
2021,10951025,P21-005881
2021,10951026,P21-005517
2021,10951027,P21-003556
2021,10951028,P21-004033
2021,10951029,P21-002429
2021,10951030,P21-007676
2021,10951031,P21-004859
2021,10951032,P21-005361
2021,10951033,P21-002645
2021,10951034,P21-000508
2021,10951035,P21-002968
2021,10951036,P21-000236
2021,10951037,P21-004096
2021,10951038,P21-009231
2021,10951039,P21-001324
2021,10951040,P21-003526
2021,10951041,P21-005590
2021,10951042,P21-008126
2021,10951043,P21-000618
2021,10951044,P21-007410
2021,10951045,P21-007225
2021,10951046,P21-002620
2021,10951047,P21-004460
2021,10951048,P21-000715
2021,10951049,P21-004633
2021,10951050,P21-007151
2021,10951051,P21-000121
2021,10951052,P21-005940
2021,10951053,P21-007671
2021,10951054,P21-001236
2021,10951055,P21-003894
2021,10951056,P21-006478
2021,10951057,P21-005984
2021,10961001,P21-006072
2021,10961002,P21-001797
2021,10961003,P21-004947
2021,10961004,P21-003433
2021,10961005,P21-005428
2021,10961006,P21-000709
2021,10961007,P21-008733
2021,10961008,P21-001545
2021,10961009,P21-001592
2021,10961010,P21-006713
2021,10961011,P21-006356
2021,10961012,P21-007608
2021,10961013,P21-005801
2021,10961014,P21-005783
2021,10961015,P21-002853
2021,10961016,P21-007022
2021,10961017,P21-005730
2021,10961018,P21-000410
2021,10961019,P21-005690
2021,10961020,P21-006937
2021,10961021,P21-009066
2021,10961022,P21-001504
2021,10961023,P21-000953
2021,10961024,P21-006946
2021,10961025,P21-007985
2021,10961026,P21-007568
2021,10961027,P21-002068
2021,10961028,P21-008321
2021,10961029,P21-002605
2021,10961030,P21-004570
2021,10961031,P21-006193
2021,10961032,P21-008342
2021,10961033,P21-004363
2021,10961034,P21-006879
2021,10961035,P21-003705
2021,10961036,P21-009272
2021,10961037,P21-000387
2021,10961038,P21-002642
2021,10961039,P21-005004
2021,10961040,P21-008171
2021,10961041,P21-006200
2021,10961042,P21-007765
2021,10961043,P21-000620
2021,10971001,P21-003440
2021,10971002,P21-001927
2021,10971003,P21-005304
2021,10971004,P21-001861
2021,10971005,P21-009157
2021,10971006,P21-007317
2021,10971007,P21-000594
2021,10971008,P21-007722
2021,10971009,P21-006422
2021,10971010,P21-002016
2021,10971011,P21-007618
2021,10971012,P21-000279
2021,10971013,P21-009371
2021,10971014,P21-008651
2021,10971015,P21-001920
2021,10971016,P21-004005
2021,10971017,P21-008641
2021,10971018,P21-006442
2021,10971019,P21-007348
2021,10971020,P21-001654
2021,10971021,P21-003321
2021,10971022,P21-006578
2021,10971023,P21-003240
2021,10971024,P21-001370
2021,10971025,P21-006769
2021,10971026,P21-003765
2021,10971027,P21-007525
2021,10971028,P21-006407
2021,10971029,P21-000644
2021,10971030,P21-001123
2021,10971031,P21-004337
2021,10971032,P21-006773
2021,10971033,P21-003912
2021,10971034,P21-007049
2021,10971035,P21-005460
2021,10971036,P21-001422
2021,10971037,P21-009201
2021,10971038,P21-005220
2021,10971039,P21-000666
2021,10971040,P21-002839
2021,10971041,P21-001596
2021,10971042,P21-000742
2021,10971043,P21-008988
2021,10971044,P21-002278
2021,10981001,P21-008195
2021,10981002,P21-006168
2021,10981003,P21-000392
2021,10981004,P21-003161
2021,10981005,P21-006175
2021,10981006,P21-005538
2021,10981007,P21-000029
2021,10981008,P21-008278
2021,10981009,P21-001837
2021,10981010,P21-003304
2021,10981011,P21-003833
2021,10981012,P21-000828
2021,10981013,P21-006425
2021,10981014,P21-004306
2021,10981015,P21-001636
2021,10981016,P21-000145
2021,10981017,P21-006517
2021,10981018,P21-005630
2021,10981019,P21-007201
2021,10981020,P21-008511
2021,10981021,P21-005238
2021,10981022,P21-002160
2021,10981023,P21-007153
2021,10981024,P21-008736
2021,10981025,P21-009348
2021,10981026,P21-004423
2021,10981027,P21-007445
2021,10981028,P21-009245
2021,10981029,P21-004292
2021,10981030,P21-004651
2021,10981031,P21-004751
2021,10981032,P21-006703
2021,10981033,P21-007028
2021,10981034,P21-007777
2021,10981035,P21-002414
2021,10981036,P21-006406
2021,10981037,P21-002746
2021,10981038,P21-005013
2021,10981039,P21-001918
2021,10981040,P21-006180
2021,10981041,P21-000657
2021,10981042,P21-007328
2021,10981043,P21-001956
2021,10981044,P21-006214
2021,10981045,P21-005171
2021,10981046,P21-000312
2021,10981047,P21-002594
2021,10981048,P21-007485
2021,10981049,P21-004339
2021,10981050,P21-002927
2021,10981051,P21-002157
2021,10981052,P21-004589
2021,10981053,P21-004841
2021,10981054,P21-001888
2021,10981055,P21-006975
2021,10991001,P21-002375
2021,10991002,P21-008550
2021,10991003,P21-004112
2021,10991004,P21-009253
2021,10991005,P21-002749
2021,10991006,P21-007532
2021,10991007,P21-002437
2021,10991008,P21-000345
2021,10991009,P21-003958
2021,10991010,P21-000857
2021,10991011,P21-007637
2021,10991012,P21-003971
2021,10991013,P21-006776
2021,10991014,P21-004021
2021,10991015,P21-003493
2021,10991016,P21-000564
2021,10991017,P21-009360
2021,10991018,P21-006037
2021,10991019,P21-002787
2021,10991020,P21-005357
2021,10991021,P21-007245
2021,10991022,P21-006323
2021,10991023,P21-003222
2021,10991024,P21-000186
2021,10991025,P21-001495
2021,10991026,P21-007480
2021,10991027,P21-000373
2021,10991028,P21-001656
2021,10991029,P21-008075
2021,10991030,P21-006436
2021,10991031,P21-001498
2021,10991032,P21-002325
2021,10991033,P21-006820
2021,10991034,P21-000092
2021,10991035,P21-006184
2021,10991036,P21-001000
2021,10991037,P21-003936
2021,10991038,P21-001536
2021,10991039,P21-009366
2021,10991040,P21-002318
2021,10991041,P21-004422
2021,10991042,P21-003385
2021,10991043,P21-003107
2021,10991044,P21-000343
2021,10991045,P21-008999
2021,10991046,P21-008521
2021,10991047,P21-007446
2021,10991048,P21-003972
2021,10991049,P21-006362
2021,10991050,P21-004699
2021,11001001,P21-002564
2021,11001002,P21-008035
2021,11001003,P21-009084
2021,11001004,P21-008349
2021,11001005,P21-002599
2021,11001006,P21-006169
2021,11001007,P21-003457
2021,11001008,P21-002976
2021,11001009,P21-008628
2021,11001010,P21-006096
2021,11001011,P21-001506
2021,11001012,P21-007958
2021,11001013,P21-009223
2021,11001014,P21-007905
2021,11001015,P21-001607
2021,11001016,P21-004909
2021,11001017,P21-001439
2021,11001018,P21-003622
2021,11001019,P21-002801
2021,11001020,P21-003391
2021,11001021,P21-006040
2021,11001022,P21-003991
2021,11001023,P21-008363
2021,11001024,P21-006771
2021,11001025,P21-007194
2021,11001026,P21-004886
2021,11001027,P21-008031
2021,11001028,P21-005293
2021,11001029,P21-005537
2021,11001030,P21-006400
2021,11001031,P21-004738
2021,11001032,P21-005385
2021,11001033,P21-007193
2021,11001034,P21-004811
2021,11001035,P21-002221
2021,11001036,P21-002686
2021,11001037,P21-003060
2021,11001038,P21-001943
2021,11001039,P21-004544
2021,11001040,P21-003163
2021,11001041,P21-006064
2021,11001042,P21-000875
2021,11001043,P21-009093
2021,11001044,P21-008128
2021,11001045,P21-005684
2021,11001046,P21-003117
2021,11001047,P21-008820
2021,11001048,P21-002442
2021,11011001,P21-009227
2021,11011002,P21-007756
2021,11011003,P21-006297
2021,11011004,P21-003305
2021,11011005,P21-006671
2021,11011006,P21-004924
2021,11011007,P21-004256
2021,11011008,P21-002981
2021,11011009,P21-003826
2021,11011010,P21-000557
2021,11011011,P21-008042
2021,11011012,P21-006053
2021,11011013,P21-003549
2021,11011014,P21-007706
2021,11011015,P21-008077
2021,11011016,P21-003102
2021,11011017,P21-001509
2021,11011018,P21-001169
2021,11011019,P21-008903
2021,11011020,P21-000371
2021,11011021,P21-002516
2021,11011022,P21-002178
2021,11011023,P21-006567
2021,11011024,P21-001845
2021,11011025,P21-003151
2021,11011026,P21-006251
2021,11011027,P21-005448
2021,11011028,P21-005349
2021,11011029,P21-004417
2021,11011030,P21-002180
2021,11011031,P21-003004
2021,11021001,P21-003681
2021,11021002,P21-000226
2021,11021003,P21-004140
2021,11021004,P21-007554
2021,11021005,P21-001894
2021,11021006,P21-006163
2021,11021007,P21-004308
2021,11021008,P21-008518
2021,11021009,P21-004304
2021,11021010,P21-008753
2021,11021011,P21-008837
2021,11021012,P21-009359
2021,11021013,P21-005298
2021,11021014,P21-001188
2021,11021015,P21-006218
2021,11021016,P21-001799
2021,11021017,P21-006389
2021,11021018,P21-007147
2021,11021019,P21-003279
2021,11021020,P21-003382
2021,11021021,P21-002232
2021,11021022,P21-007717
2021,11021023,P21-000514
2021,11021024,P21-008858
2021,11021025,P21-007122
2021,11021026,P21-001473
2021,11021027,P21-003011
2021,11021028,P21-004552
2021,11021029,P21-006603
2021,11021030,P21-001870
2021,11021031,P21-000058
2021,11021032,P21-001304
2021,11021033,P21-004772
2021,11021034,P21-004549
2021,11021035,P21-002406
2021,11021036,P21-008333
2021,11021037,P21-007896
2021,11021038,P21-004029
2021,11021039,P21-002403
2021,11021040,P21-001933
2021,11021041,P21-004990
2021,11021042,P21-001063
2021,11021043,P21-006815
2021,11021044,P21-001464
2021,11021045,P21-001353
2021,11021046,P21-004016
2021,11021047,P21-007968
2021,11031001,P21-004419
2021,11031002,P21-002797
2021,11031003,P21-001477
2021,11031004,P21-005693
2021,11031005,P21-002967
2021,11031006,P21-003251
2021,11031007,P21-001415
2021,11031008,P21-007516
2021,11031009,P21-002144
2021,11031010,P21-003602
2021,11031011,P21-004902
2021,11031012,P21-008712
2021,11031013,P21-001712
2021,11031014,P21-007195
2021,11031015,P21-007352
2021,11031016,P21-008025
2021,11031017,P21-001107
2021,11031018,P21-005799
2021,11031019,P21-009252
2021,11031020,P21-007166
2021,11031021,P21-002723
2021,11031022,P21-008503
2021,11031023,P21-005842
2021,11031024,P21-004018
2021,11031025,P21-004400
2021,11031026,P21-006189
2021,11031027,P21-006755
2021,11031028,P21-008829
2021,11031029,P21-004272
2021,11031030,P21-006658
2021,11031031,P21-006408
2021,11031032,P21-007347
2021,11031033,P21-009263
2021,11031034,P21-006624
2021,11031035,P21-007943
2021,11031036,P21-003474
2021,11031037,P21-007894
2021,11031038,P21-000141
2021,11031039,P21-005302
2021,11031040,P21-002137
2021,11031041,P21-008843
2021,11031042,P21-002138
2021,11031043,P21-004566
2021,11031044,P21-008869
2021,11031045,P21-005587
2021,11031046,P21-001575
2021,11031047,P21-001953
2021,11031048,P21-007024
2021,11031049,P21-008912
2021,11031050,P21-000436
2021,11031051,P21-008861
2021,11031052,P21-003444
2021,11031053,P21-005161
2021,11031054,P21-008728
2021,11031055,P21-007312
2021,11031056,P21-000614
2021,11041001,P21-003451
2021,11041002,P21-001925
2021,11041003,P21-000602
2021,11041004,P21-004108
2021,11041005,P21-003855
2021,11041006,P21-002940
2021,11041007,P21-009406
2021,11041008,P21-003667
2021,11041009,P21-000122
2021,11041010,P21-003012
2021,11041011,P21-001186
2021,11041012,P21-002159
2021,11041013,P21-008844
2021,11041014,P21-005090
2021,11041015,P21-000430
2021,11041016,P21-008964
2021,11041017,P21-003589
2021,11041018,P21-003914
2021,11041019,P21-000754
2021,11041020,P21-001900
2021,11041021,P21-008933
2021,11041022,P21-003192
2021,11041023,P21-002681
2021,11041024,P21-001605
2021,11041025,P21-007297
2021,11041026,P21-006481
2021,11041027,P21-003715
2021,11041028,P21-006922
2021,11041029,P21-008345
2021,11041030,P21-006078
2021,11041031,P21-004578
2021,11041032,P21-003058
2021,11041033,P21-008249
2021,11041034,P21-004602
2021,11041035,P21-007172
2021,11041036,P21-003983
2021,11041037,P21-008923
2021,11041038,P21-008207
2021,11041039,P21-006853
2021,11041040,P21-004972
2021,11041041,P21-003979
2021,11041042,P21-001274
2021,11041043,P21-007848
2021,11041044,P21-001436
2021,11041045,P21-005676
2021,11041046,P21-006888
2021,11041047,P21-007038
2021,11041048,P21-003349
2021,11041049,P21-000659
2021,11041050,P21-001793
2021,11051001,P21-007935
2021,11051002,P21-004908
2021,11051003,P21-007357
2021,11051004,P21-001531
2021,11051005,P21-006714
2021,11051006,P21-005049
2021,11051007,P21-004653
2021,11051008,P21-009113
2021,11051009,P21-008924
2021,11051010,P21-005880
2021,11051011,P21-003392
2021,11051012,P21-001144
2021,11051013,P21-008710
2021,11051014,P21-005224
2021,11051015,P21-005225
2021,11051016,P21-006582
2021,11051017,P21-002808
2021,11051018,P21-008496
2021,11051019,P21-005611
2021,11051020,P21-008165
2021,11051021,P21-008353
2021,11051022,P21-003397
2021,11051023,P21-002692
2021,11051024,P21-001525
2021,11051025,P21-006794
2021,11051026,P21-006355
2021,11051027,P21-007514
2021,11051028,P21-000719
2021,11051029,P21-008190
2021,11051030,P21-004936
2021,11051031,P21-009258
2021,11051032,P21-005554
2021,11051033,P21-009107
2021,11051034,P21-006233
2021,11051035,P21-004829
2021,11051036,P21-000223
2021,11051037,P21-003185
2021,11051038,P21-003253
2021,11051039,P21-005515
2021,11051040,P21-005437
2021,11051041,P21-008269
2021,11051042,P21-009041
2021,11051043,P21-002046
2021,11051044,P21-007995
2021,11051045,P21-006512
2021,11051046,P21-007899
2021,11051047,P21-008106
2021,11051048,P21-006136
2021,11051049,P21-004110
2021,11051050,P21-003077
2021,11051051,P21-006637
2021,11051052,P21-003050
2021,11051053,P21-006600
2021,11051054,P21-007045
2021,11051055,P21-000549
2021,11051056,P21-000795
2021,11051057,P21-006642
2021,11051058,P21-004714
2021,11061001,P21-008893
2021,11061002,P21-006197
2021,11061003,P21-000671
2021,11061004,P21-000789
2021,11061005,P21-000307
2021,11061006,P21-003129
2021,11061007,P21-008613
2021,11061008,P21-009383
2021,11061009,P21-003671
2021,11061010,P21-005800
2021,11061011,P21-001076
2021,11061012,P21-001480
2021,11061013,P21-009296
2021,11061014,P21-001238
2021,11061015,P21-008900
2021,11061016,P21-004690
2021,11061017,P21-008236
2021,11061018,P21-006613
2021,11061019,P21-001081
2021,11061020,P21-004764
2021,11061021,P21-003690
2021,11061022,P21-005580
2021,11061023,P21-009274
2021,11061024,P21-007286
2021,11061025,P21-003032
2021,11061026,P21-003892
2021,11061027,P21-005019
2021,11061028,P21-004645
2021,11061029,P21-006744
2021,11061030,P21-003432
2021,11061031,P21-007784
2021,11061032,P21-000822
2021,11061033,P21-006133
2021,11061034,P21-007645
2021,11061035,P21-005294
2021,11061036,P21-007007
2021,11061037,P21-007790
2021,11061038,P21-007808
2021,11061039,P21-000259
2021,11061040,P21-008682
2021,11061041,P21-001317
2021,11061042,P21-008996
2021,11061043,P21-007116
2021,11061044,P21-007635
2021,11061045,P21-006686
2021,11061046,P21-004364
2021,11061047,P21-002576
2021,11061048,P21-001281
2021,11061049,P21-003509
2021,11061050,P21-006990
2021,11061051,P21-008940
2021,11061052,P21-001773
2021,11061053,P21-003119
2021,11061054,P21-001348
2021,11061055,P21-004243
2021,11061056,P21-008840
2021,11061057,P21-005704
2021,11071001,P21-004212
2021,11071002,P21-002091
2021,11071003,P21-002730
2021,11071004,P21-003312
2021,11071005,P21-005995
2021,11071006,P21-001725
2021,11071007,P21-004192
2021,11071008,P21-006361
2021,11071009,P21-007631
2021,11071010,P21-001968
2021,11071011,P21-008652
2021,11071012,P21-000475
2021,11071013,P21-008259
2021,11071014,P21-007789
2021,11071015,P21-005471
2021,11071016,P21-003098
2021,11071017,P21-004430
2021,11071018,P21-003081
2021,11071019,P21-008187
2021,11071020,P21-007550
2021,11071021,P21-005572
2021,11071022,P21-001237
2021,11071023,P21-006059
2021,11071024,P21-000102
2021,11071025,P21-002956
2021,11071026,P21-002712
2021,11071027,P21-006226
2021,11071028,P21-005205
2021,11071029,P21-003401
2021,11071030,P21-008768
2021,11071031,P21-003214
2021,11071032,P21-004411
2021,11071033,P21-000130
2021,11071034,P21-007721
2021,11071035,P21-003423
2021,11071036,P21-001227
2021,11071037,P21-007686
2021,11071038,P21-008044
2021,11071039,P21-003134
2021,11071040,P21-001966
2021,11071041,P21-006418
2021,11071042,P21-008776
2021,11071043,P21-001938
2021,11071044,P21-007466
2021,11071045,P21-005701
2021,11071046,P21-005949
2021,11071047,P21-005360
2021,11071048,P21-007247
2021,11071049,P21-003036
2021,11071050,P21-004023
2021,11071051,P21-004072
2021,11071052,P21-007181
2021,11071053,P21-006055
2021,11071054,P21-001111
2021,11071055,P21-005319
2021,11071056,P21-008852
2021,11071057,P21-006438
2021,11071058,P21-003665
2021,11081001,P21-001670
2021,11081002,P21-000266
2021,11081003,P21-006224
2021,11081004,P21-008298
2021,11081005,P21-008385
2021,11081006,P21-007086
2021,11081007,P21-001994
2021,11081008,P21-001767
2021,11081009,P21-007926
2021,11081010,P21-004477
2021,11081011,P21-005826
2021,11081012,P21-000577
2021,11081013,P21-001643
2021,11081014,P21-004681
2021,11081015,P21-004834
2021,11081016,P21-008486
2021,11081017,P21-008805
2021,11081018,P21-008148
2021,11081019,P21-002524
2021,11081020,P21-002531
2021,11081021,P21-005663
2021,11081022,P21-006620
2021,11081023,P21-001621
2021,11081024,P21-008448
2021,11081025,P21-007006
2021,11081026,P21-001983
2021,11081027,P21-006597
2021,11081028,P21-003543
2021,11081029,P21-004392
2021,11081030,P21-004263
2021,11081031,P21-009040
2021,11081032,P21-001455
2021,11081033,P21-003750
2021,11081034,P21-002861
2021,11081035,P21-000884
2021,11081036,P21-003904
2021,11081037,P21-009064
2021,11081038,P21-008162
2021,11081039,P21-006999
2021,11081040,P21-001537
2021,11081041,P21-003363
2021,11081042,P21-002326
2021,11081043,P21-006010
2021,11081044,P21-005183
2021,11081045,P21-009051
2021,11081046,P21-007772
2021,11081047,P21-003272
2021,11081048,P21-007707
2021,11081049,P21-001851
2021,11081050,P21-009119
2021,11081051,P21-006003
2021,11081052,P21-007704
2021,11081053,P21-001019
2021,11081054,P21-002440
2021,11081055,P21-000060
2021,11081056,P21-003806
2021,11081057,P21-006331
2021,11081058,P21-005827
2021,11091001,P21-005771
2021,11091002,P21-004448
2021,11091003,P21-002499
2021,11091004,P21-006318
2021,11091005,P21-001581
2021,11091006,P21-008908
2021,11091007,P21-002262
2021,11091008,P21-000152
2021,11091009,P21-000446
2021,11091010,P21-004322
2021,11091011,P21-000652
2021,11091012,P21-003925
2021,11091013,P21-002780
2021,11091014,P21-004862
2021,11091015,P21-007372
2021,11091016,P21-000969
2021,11091017,P21-003465
2021,11091018,P21-008502
2021,11091019,P21-007559
2021,11091020,P21-006370
2021,11091021,P21-001434
2021,11091022,P21-006661
2021,11091023,P21-003229
2021,11091024,P21-005492
2021,11091025,P21-004674
2021,11091026,P21-003088
2021,11091027,P21-007010
2021,11091028,P21-000275
2021,11091029,P21-007104
2021,11091030,P21-004403
2021,11091031,P21-009313
2021,11091032,P21-005847
2021,11091033,P21-001146
2021,11091034,P21-007542
2021,11091035,P21-005333
2021,11091036,P21-000732
2021,11091037,P21-004542
2021,11091038,P21-002095
2021,11091039,P21-006928
2021,11091040,P21-001998
2021,11091041,P21-006561
2021,11091042,P21-002339
2021,11091043,P21-004766
2021,11091044,P21-001814
2021,11091045,P21-006473
2021,11091046,P21-006151
2021,11091047,P21-004240
2021,11091048,P21-006499
2021,11091049,P21-004684
2021,11091050,P21-008527
2021,11091051,P21-005475
2021,11091052,P21-009181
2021,11091053,P21-005897
2021,11091054,P21-007942
2021,11091055,P21-000775
2021,11091056,P21-007770
2021,11091057,P21-007702
2021,11091058,P21-001826
2021,11091059,P21-003673
2021,11101001,P21-001741
2021,11101002,P21-001897
2021,11101003,P21-006038
2021,11101004,P21-002714
2021,11101005,P21-006629
2021,11101006,P21-000905
2021,11101007,P21-004588
2021,11101008,P21-007129
2021,11101009,P21-008399
2021,11101010,P21-003952
2021,11101011,P21-003540
2021,11101012,P21-001217
2021,11101013,P21-003677
2021,11101014,P21-004926
2021,11101015,P21-008301
2021,11101016,P21-007832
2021,11101017,P21-008621
2021,11101018,P21-006893
2021,11101019,P21-003239
2021,11101020,P21-006402
2021,11101021,P21-002317
2021,11101022,P21-002725
2021,11101023,P21-007073
2021,11101024,P21-000510
2021,11101025,P21-001289
2021,11101026,P21-005733
2021,11101027,P21-008806
2021,11101028,P21-005250
2021,11101029,P21-008315
2021,11101030,P21-004625
2021,11101031,P21-000498
2021,11101032,P21-006227
2021,11101033,P21-003565
2021,11101034,P21-006577
2021,11101035,P21-001087
2021,11101036,P21-003627
2021,11101037,P21-004409
2021,11101038,P21-007644
2021,11101039,P21-002008
2021,11101040,P21-004257
2021,11101041,P21-005356
2021,11101042,P21-001393
2021,11101043,P21-006137
2021,11101044,P21-005957
2021,11101045,P21-006622
2021,11101046,P21-002991
2021,11101047,P21-005609
2021,11101048,P21-002456
2021,11101049,P21-002463
2021,11101050,P21-001249
2021,11101051,P21-006911
2021,11101052,P21-009256
2021,11101053,P21-008452
2021,11101054,P21-005507
2021,11101055,P21-005603
2021,11101056,P21-004352
2021,11101057,P21-004426
2021,11111001,P21-002791
2021,11111002,P21-004606
2021,11111003,P21-007847
2021,11111004,P21-006485
2021,11111005,P21-002965
2021,11111006,P21-006558
2021,11111007,P21-007690
2021,11111008,P21-003942
2021,11111009,P21-005131
2021,11111010,P21-002811
2021,11111011,P21-006652
2021,11121001,P21-003954
2021,11121002,P21-007715
2021,11121003,P21-004828
2021,11121004,P21-005303
2021,11121005,P21-006687
2021,11121006,P21-003489
2021,11121007,P21-005777
2021,11121008,P21-009326
2021,11121009,P21-004627
2021,11121010,P21-007870
2021,11121011,P21-004332
2021,11121012,P21-005208
2021,11121013,P21-006732
2021,11121014,P21-007547
2021,11121015,P21-006475
2021,11121016,P21-004716
2021,11121017,P21-008163
2021,11121018,P21-001750
2021,11121019,P21-006638
2021,11121020,P21-000135
2021,11121021,P21-003978
2021,11121022,P21-002924
2021,11121023,P21-007974
2021,11121024,P21-002038
2021,11121025,P21-001823
2021,11121026,P21-005128
2021,11121027,P21-006830
2021,11121028,P21-002890
2021,11121029,P21-006918
2021,11121030,P21-009071
2021,11121031,P21-003858
2021,11121032,P21-009202
2021,11121033,P21-001921
2021,11121034,P21-005494
2021,11121035,P21-001644
2021,11121036,P21-001800
2021,11121037,P21-007433
2021,11121038,P21-000735
2021,11121039,P21-000658
2021,11121040,P21-009195
2021,11121041,P21-008150
2021,11121042,P21-009207
2021,11121043,P21-004784
2021,11121044,P21-007148
2021,11121045,P21-006222
2021,11121046,P21-001097
2021,11121047,P21-001542
2021,11121048,P21-003824
2021,11121049,P21-005745
2021,11121050,P21-001140
2021,11121051,P21-002080
2021,11121052,P21-000488
2021,11121053,P21-003982
2021,11121054,P21-000745
2021,11121055,P21-002069
2021,11121056,P21-001769
2021,11131001,P21-004573
2021,11131002,P21-004320
2021,11131003,P21-007957
2021,11131004,P21-007069
2021,11131005,P21-002372
2021,11131006,P21-001320
2021,11131007,P21-006866
2021,11131008,P21-003033
2021,11131009,P21-003725
2021,11131010,P21-003022
2021,11131011,P21-008200
2021,11131012,P21-000197
2021,11131013,P21-008847
2021,11131014,P21-003155
2021,11131015,P21-005531
2021,11131016,P21-006595
2021,11131017,P21-007749
2021,11131018,P21-009323
2021,11131019,P21-008515
2021,11131020,P21-000845
2021,11131021,P21-008685
2021,11131022,P21-005459
2021,11131023,P21-007501
2021,11131024,P21-007060
2021,11131025,P21-007754
2021,11131026,P21-008875
2021,11131027,P21-003582
2021,11131028,P21-003031
2021,11131029,P21-000984
2021,11131030,P21-008532
2021,11131031,P21-007163
2021,11131032,P21-006992
2021,11131033,P21-004051
2021,11131034,P21-005592
2021,11131035,P21-000494
2021,11131036,P21-001014
2021,11131037,P21-008098
2021,11131038,P21-007571
2021,11131039,P21-002534
2021,11131040,P21-001363
2021,11131041,P21-002603
2021,11131042,P21-003733
2021,11131043,P21-001706
2021,11131044,P21-002331
2021,11131045,P21-007508
2021,11131046,P21-007728
2021,11131047,P21-001703
2021,11131048,P21-007620
2021,11131049,P21-001533
2021,11131050,P21-007457
2021,11131051,P21-005440
2021,11131052,P21-007948
2021,11131053,P21-004217
2021,11131054,P21-007791
2021,11131055,P21-007902
2021,11131056,P21-005973
2021,11141001,P21-000440
2021,11141002,P21-007855
2021,11141003,P21-005695
2021,11141004,P21-003819
2021,11141005,P21-007521
2021,11141006,P21-001547
2021,11141007,P21-001774
2021,11141008,P21-002763
2021,11141009,P21-001816
