조사명,학교급,조사연도,주기,지역규모코드,지역규모,대분류코드,대분류,소주제코드,소주제,응답주체,indicator_id,지표명,통계유형,시계열비교가능,대표값,대표값유형,응답수,결측수,평균,표준편차,중앙값,백분위25,백분위75,환산100,구인환산100,상위2선지비율,긍정응답률,절사평균,지출자수,지출참여율,지출자평균,지출자중앙값,화면표시,발생건수합계,분모학생수합계,발생률산출학교수
경기학교교육실태조사,중학교,2021,1주기,2.0,읍면지역,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_04,디지털 리터러시 - 4)나는 필요한 정보를 찾기 위해 다양한 검색엔진이나 AI 도구를 활용할 수 있다,likert,조건부,65.55,환산100점,1899,0,3.6219,1.0282,4.0,3.0,4.0,65.55,65.55,56.87,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2025,2주기,1.0,중소도시,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_04,디지털 리터러시 - 4)나는 필요한 정보를 찾기 위해 다양한 검색엔진이나 AI 도구를 활용할 수 있다,likert,조건부,68.26,환산100점,4351,0,3.7304,0.9994,4.0,3.0,4.0,68.26,68.26,61.37,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2025,2주기,2.0,읍면지역,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_04,디지털 리터러시 - 4)나는 필요한 정보를 찾기 위해 다양한 검색엔진이나 AI 도구를 활용할 수 있다,likert,조건부,66.42,환산100점,822,0,3.6569,1.0111,4.0,3.0,4.0,66.42,66.42,58.76,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2021,1주기,1.0,중소도시,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_05,디지털 리터러시 - 5)나는 필요한 정보를 찾기 위해 관련된 키워드를 다양하게 생각해낼 수 있다,likert,Y,65.27,환산100점,6985,0,3.6109,0.9801,4.0,3.0,4.0,65.27,65.27,55.45,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2021,1주기,2.0,읍면지역,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_05,디지털 리터러시 - 5)나는 필요한 정보를 찾기 위해 관련된 키워드를 다양하게 생각해낼 수 있다,likert,Y,63.6,환산100점,1899,0,3.544,1.0061,4.0,3.0,4.0,63.6,63.6,51.76,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2025,2주기,1.0,중소도시,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_05,디지털 리터러시 - 5)나는 필요한 정보를 찾기 위해 관련된 키워드를 다양하게 생각해낼 수 있다,likert,Y,66.14,환산100점,4351,0,3.6456,0.9596,4.0,3.0,4.0,66.14,66.14,56.56,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2025,2주기,2.0,읍면지역,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_05,디지털 리터러시 - 5)나는 필요한 정보를 찾기 위해 관련된 키워드를 다양하게 생각해낼 수 있다,likert,Y,64.48,환산100점,822,0,3.5791,0.9812,4.0,3.0,4.0,64.48,64.48,54.74,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2021,1주기,1.0,중소도시,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_06,디지털 리터러시 - 6)과제를 해결하기 위해 필요한 정보를 다양하게 선택할 수 있다,likert,Y,66.48,환산100점,6985,0,3.6593,0.9408,4.0,3.0,4.0,66.48,66.48,58.2,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2021,1주기,2.0,읍면지역,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_06,디지털 리터러시 - 6)과제를 해결하기 위해 필요한 정보를 다양하게 선택할 수 있다,likert,Y,64.73,환산100점,1899,0,3.5893,0.9689,4.0,3.0,4.0,64.73,64.73,54.5,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2025,2주기,1.0,중소도시,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_06,디지털 리터러시 - 6)과제를 해결하기 위해 필요한 정보를 다양하게 선택할 수 있다,likert,Y,66.95,환산100점,4351,0,3.678,0.9218,4.0,3.0,4.0,66.95,66.95,59.46,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2025,2주기,2.0,읍면지역,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_06,디지털 리터러시 - 6)과제를 해결하기 위해 필요한 정보를 다양하게 선택할 수 있다,likert,Y,66.21,환산100점,822,0,3.6484,0.9335,4.0,3.0,4.0,66.21,66.21,56.93,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2021,1주기,1.0,중소도시,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_07,디지털 리터러시 - 7)나는 디지털 기기 사용 시간을 스스로 정한다,likert,조건부,51.41,환산100점,6985,0,3.0564,1.1179,3.0,2.0,4.0,51.41,51.41,33.87,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2021,1주기,2.0,읍면지역,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_07,디지털 리터러시 - 7)나는 디지털 기기 사용 시간을 스스로 정한다,likert,조건부,50.75,환산100점,1899,0,3.03,1.1351,3.0,2.0,4.0,50.75,50.75,33.65,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2025,2주기,1.0,중소도시,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_07,디지털 리터러시 - 7)나는 디지털 기기 사용 시간을 스스로 정한다,likert,조건부,54.3,환산100점,4351,0,3.1721,1.13,3.0,2.0,4.0,54.3,54.3,38.5,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2025,2주기,2.0,읍면지역,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_07,디지털 리터러시 - 7)나는 디지털 기기 사용 시간을 스스로 정한다,likert,조건부,55.35,환산100점,822,0,3.2141,1.1332,3.0,2.0,4.0,55.35,55.35,40.15,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2021,1주기,1.0,중소도시,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_08,디지털 리터러시 - 8)나는 놀 때와 공부할 때를 구분해서 디지털 기기를 사용한다,likert,조건부,57.04,환산100점,6985,0,3.2817,1.0482,3.0,3.0,4.0,57.04,57.04,42.09,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2021,1주기,2.0,읍면지역,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_08,디지털 리터러시 - 8)나는 놀 때와 공부할 때를 구분해서 디지털 기기를 사용한다,likert,조건부,56.54,환산100점,1899,0,3.2617,1.065,3.0,3.0,4.0,56.54,56.54,40.44,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2025,2주기,1.0,중소도시,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_08,디지털 리터러시 - 8)나는 놀 때와 공부할 때를 구분해서 디지털 기기를 사용한다,likert,조건부,59.09,환산100점,4351,0,3.3636,1.0527,3.0,3.0,4.0,59.09,59.09,45.74,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2025,2주기,2.0,읍면지역,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_08,디지털 리터러시 - 8)나는 놀 때와 공부할 때를 구분해서 디지털 기기를 사용한다,likert,조건부,59.22,환산100점,822,0,3.3686,1.0605,3.0,3.0,4.0,59.22,59.22,46.11,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2021,1주기,1.0,중소도시,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_09,디지털 리터러시 - 9)나는 디지털 기기를 활용하여 정보를 얻을 때 나에게 필요한 정보를 골라 읽는다,likert,조건부,65.82,환산100점,6985,0,3.6329,0.9374,4.0,3.0,4.0,65.82,65.82,57.7,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2021,1주기,2.0,읍면지역,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_09,디지털 리터러시 - 9)나는 디지털 기기를 활용하여 정보를 얻을 때 나에게 필요한 정보를 골라 읽는다,likert,조건부,65.26,환산100점,1899,0,3.6103,0.9546,4.0,3.0,4.0,65.26,65.26,56.29,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2025,2주기,1.0,중소도시,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_09,디지털 리터러시 - 9)나는 디지털 기기를 활용하여 정보를 얻을 때 나에게 필요한 정보를 골라 읽는다,likert,조건부,66.85,환산100점,4351,0,3.6741,0.9155,4.0,3.0,4.0,66.85,66.85,59.8,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2025,2주기,2.0,읍면지역,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_09,디지털 리터러시 - 9)나는 디지털 기기를 활용하여 정보를 얻을 때 나에게 필요한 정보를 골라 읽는다,likert,조건부,64.93,환산100점,822,0,3.5973,0.9453,4.0,3.0,4.0,64.93,64.93,55.96,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2021,1주기,1.0,중소도시,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_10,디지털 리터러시 - 10)나는 불법 사이트에 접속하지 않는다,likert,Y,74.42,환산100점,6985,0,3.977,1.1086,4.0,3.0,5.0,74.42,74.42,69.69,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2021,1주기,2.0,읍면지역,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_10,디지털 리터러시 - 10)나는 불법 사이트에 접속하지 않는다,likert,Y,72.5,환산100점,1899,0,3.8999,1.1706,4.0,3.0,5.0,72.5,72.5,66.93,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2025,2주기,1.0,중소도시,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_10,디지털 리터러시 - 10)나는 불법 사이트에 접속하지 않는다,likert,Y,78.84,환산100점,4351,0,4.1538,1.0952,5.0,4.0,5.0,78.84,78.84,75.89,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2025,2주기,2.0,읍면지역,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_10,디지털 리터러시 - 10)나는 불법 사이트에 접속하지 않는다,likert,Y,78.35,환산100점,822,0,4.1338,1.1359,5.0,4.0,5.0,78.35,78.35,75.79,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2021,1주기,1.0,중소도시,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_11,디지털 리터러시 - 11)나는 온라인 공간에 있는 정보를 무단으로 사용하지 않는다,likert,Y,72.06,환산100점,6985,0,3.8825,0.9698,4.0,3.0,5.0,72.06,72.06,66.96,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2021,1주기,2.0,읍면지역,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_11,디지털 리터러시 - 11)나는 온라인 공간에 있는 정보를 무단으로 사용하지 않는다,likert,Y,69.92,환산100점,1899,0,3.7967,1.0192,4.0,3.0,5.0,69.92,69.92,63.56,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2025,2주기,1.0,중소도시,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_11,디지털 리터러시 - 11)나는 온라인 공간에 있는 정보를 무단으로 사용하지 않는다,likert,Y,74.87,환산100점,4351,0,3.9949,0.9644,4.0,3.0,5.0,74.87,74.87,72.31,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2025,2주기,2.0,읍면지역,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_11,디지털 리터러시 - 11)나는 온라인 공간에 있는 정보를 무단으로 사용하지 않는다,likert,Y,74.73,환산100점,822,0,3.9891,0.9576,4.0,3.0,5.0,74.73,74.73,72.02,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2021,1주기,1.0,중소도시,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_12,디지털 리터러시 - 12)나는 온라인 공간에서 모욕적인 언어를 사용하지 않는다,likert,Y,71.42,환산100점,6985,0,3.8568,1.1133,4.0,3.0,5.0,71.42,71.42,64.08,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2021,1주기,2.0,읍면지역,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_12,디지털 리터러시 - 12)나는 온라인 공간에서 모욕적인 언어를 사용하지 않는다,likert,Y,69.91,환산100점,1899,0,3.7962,1.1417,4.0,3.0,5.0,69.91,69.91,60.72,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2025,2주기,1.0,중소도시,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_12,디지털 리터러시 - 12)나는 온라인 공간에서 모욕적인 언어를 사용하지 않는다,likert,Y,74.7,환산100점,4351,0,3.988,1.0578,4.0,3.0,5.0,74.7,74.7,70.9,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2025,2주기,2.0,읍면지역,C03,디지털 리터러시,S0301,디지털 리터러시,학생,ST_DIGI_LIT_12,디지털 리터러시 - 12)나는 온라인 공간에서 모욕적인 언어를 사용하지 않는다,likert,Y,74.24,환산100점,822,0,3.9696,1.0248,4.0,3.0,5.0,74.24,74.24,69.1,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2021,1주기,1.0,중소도시,C03,디지털 리터러시,S0302,디지털 기기 활용 교육,학생,ST_DIGI_EDU_01,"디지털 기기 활용 교육(구:디지털 리터러시 활용 교육) - 1)나는 학교에서 디지털 기기(PC, 스마트기기 등)를 활용한 온라인 쌍방향 소통 방법을 배운 적이 있다",likert,조건부,72.25,환산100점,6985,0,3.8899,1.0074,4.0,3.0,5.0,72.25,72.25,69.63,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2021,1주기,2.0,읍면지역,C03,디지털 리터러시,S0302,디지털 기기 활용 교육,학생,ST_DIGI_EDU_01,"디지털 기기 활용 교육(구:디지털 리터러시 활용 교육) - 1)나는 학교에서 디지털 기기(PC, 스마트기기 등)를 활용한 온라인 쌍방향 소통 방법을 배운 적이 있다",likert,조건부,71.6,환산100점,1899,0,3.8641,1.0247,4.0,3.0,5.0,71.6,71.6,68.14,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2025,2주기,1.0,중소도시,C03,디지털 리터러시,S0302,디지털 기기 활용 교육,학생,ST_DIGI_EDU_01,"디지털 기기 활용 교육(구:디지털 리터러시 활용 교육) - 1)나는 학교에서 디지털 기기(PC, 스마트기기 등)를 활용한 온라인 쌍방향 소통 방법을 배운 적이 있다",likert,조건부,61.89,환산100점,4351,0,3.4755,1.0416,4.0,3.0,4.0,61.89,61.89,51.11,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2025,2주기,2.0,읍면지역,C03,디지털 리터러시,S0302,디지털 기기 활용 교육,학생,ST_DIGI_EDU_01,"디지털 기기 활용 교육(구:디지털 리터러시 활용 교육) - 1)나는 학교에서 디지털 기기(PC, 스마트기기 등)를 활용한 온라인 쌍방향 소통 방법을 배운 적이 있다",likert,조건부,64.17,환산100점,822,0,3.5669,0.9981,4.0,3.0,4.0,64.17,64.17,53.41,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2021,1주기,1.0,중소도시,C03,디지털 리터러시,S0302,디지털 기기 활용 교육,학생,ST_DIGI_EDU_02,"디지털 기기 활용 교육(구:디지털 리터러시 활용 교육) - 2)나는 학교에서 디지털 기기(PC, 테블릿 등)에서 필요한 정보를 읽고 선택하는 방법을 배운 적이 있다",likert,조건부,64.39,환산100점,6985,0,3.5757,1.0301,4.0,3.0,4.0,64.39,64.39,55.58,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2021,1주기,2.0,읍면지역,C03,디지털 리터러시,S0302,디지털 기기 활용 교육,학생,ST_DIGI_EDU_02,"디지털 기기 활용 교육(구:디지털 리터러시 활용 교육) - 2)나는 학교에서 디지털 기기(PC, 테블릿 등)에서 필요한 정보를 읽고 선택하는 방법을 배운 적이 있다",likert,조건부,64.61,환산100점,1899,0,3.5845,1.0325,4.0,3.0,4.0,64.61,64.61,54.71,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2025,2주기,1.0,중소도시,C03,디지털 리터러시,S0302,디지털 기기 활용 교육,학생,ST_DIGI_EDU_02,"디지털 기기 활용 교육(구:디지털 리터러시 활용 교육) - 2)나는 학교에서 디지털 기기(PC, 테블릿 등)에서 필요한 정보를 읽고 선택하는 방법을 배운 적이 있다",likert,조건부,64.24,환산100점,4351,0,3.5698,0.9922,4.0,3.0,4.0,64.24,64.24,56.68,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2025,2주기,2.0,읍면지역,C03,디지털 리터러시,S0302,디지털 기기 활용 교육,학생,ST_DIGI_EDU_02,"디지털 기기 활용 교육(구:디지털 리터러시 활용 교육) - 2)나는 학교에서 디지털 기기(PC, 테블릿 등)에서 필요한 정보를 읽고 선택하는 방법을 배운 적이 있다",likert,조건부,65.66,환산100점,822,0,3.6265,0.9393,4.0,3.0,4.0,65.66,65.66,58.52,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2021,1주기,1.0,중소도시,C03,디지털 리터러시,S0302,디지털 기기 활용 교육,학생,ST_DIGI_EDU_03,"디지털 기기 활용 교육(구:디지털 리터러시 활용 교육) - 3)나는 학교에서 디지털 기기(PC, 테블릿 등)을 올바르게(도덕적으로) 사용하는 방법을 배운 적이 있다",likert,조건부,68.17,환산100점,6985,0,3.727,0.9686,4.0,3.0,4.0,68.17,68.17,62.65,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2021,1주기,2.0,읍면지역,C03,디지털 리터러시,S0302,디지털 기기 활용 교육,학생,ST_DIGI_EDU_03,"디지털 기기 활용 교육(구:디지털 리터러시 활용 교육) - 3)나는 학교에서 디지털 기기(PC, 테블릿 등)을 올바르게(도덕적으로) 사용하는 방법을 배운 적이 있다",likert,조건부,68.14,환산100점,1899,0,3.7256,0.9619,4.0,3.0,4.0,68.14,68.14,61.93,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2025,2주기,1.0,중소도시,C03,디지털 리터러시,S0302,디지털 기기 활용 교육,학생,ST_DIGI_EDU_03,"디지털 기기 활용 교육(구:디지털 리터러시 활용 교육) - 3)나는 학교에서 디지털 기기(PC, 테블릿 등)을 올바르게(도덕적으로) 사용하는 방법을 배운 적이 있다",likert,조건부,67.59,환산100점,4351,0,3.7035,0.9509,4.0,3.0,4.0,67.59,67.59,61.96,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2025,2주기,2.0,읍면지역,C03,디지털 리터러시,S0302,디지털 기기 활용 교육,학생,ST_DIGI_EDU_03,"디지털 기기 활용 교육(구:디지털 리터러시 활용 교육) - 3)나는 학교에서 디지털 기기(PC, 테블릿 등)을 올바르게(도덕적으로) 사용하는 방법을 배운 적이 있다",likert,조건부,68.34,환산100점,822,0,3.7336,0.9434,4.0,3.0,4.0,68.34,68.34,62.04,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2021,1주기,1.0,중소도시,C03,디지털 리터러시,S0302,디지털 기기 활용 교육,학생,ST_DIGI_EDU_04,"디지털 기기 활용 교육(구:디지털 리터러시 활용 교육) - 4)나는 학교에서 디지털 기기(PC, 테블릿 등)에서 제공하는 정보가 믿을 수 있는지 확인하는 방법을 배운 적이 있다",likert,조건부,64.47,환산100점,6985,0,3.579,1.0015,4.0,3.0,4.0,64.47,64.47,54.72,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2021,1주기,2.0,읍면지역,C03,디지털 리터러시,S0302,디지털 기기 활용 교육,학생,ST_DIGI_EDU_04,"디지털 기기 활용 교육(구:디지털 리터러시 활용 교육) - 4)나는 학교에서 디지털 기기(PC, 테블릿 등)에서 제공하는 정보가 믿을 수 있는지 확인하는 방법을 배운 적이 있다",likert,조건부,64.74,환산100점,1899,0,3.5898,0.9983,4.0,3.0,4.0,64.74,64.74,54.19,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2025,2주기,1.0,중소도시,C03,디지털 리터러시,S0302,디지털 기기 활용 교육,학생,ST_DIGI_EDU_04,"디지털 기기 활용 교육(구:디지털 리터러시 활용 교육) - 4)나는 학교에서 디지털 기기(PC, 테블릿 등)에서 제공하는 정보가 믿을 수 있는지 확인하는 방법을 배운 적이 있다",likert,조건부,66.23,환산100점,4351,0,3.6493,0.9669,4.0,3.0,4.0,66.23,66.23,58.63,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2025,2주기,2.0,읍면지역,C03,디지털 리터러시,S0302,디지털 기기 활용 교육,학생,ST_DIGI_EDU_04,"디지털 기기 활용 교육(구:디지털 리터러시 활용 교육) - 4)나는 학교에서 디지털 기기(PC, 테블릿 등)에서 제공하는 정보가 믿을 수 있는지 확인하는 방법을 배운 적이 있다",likert,조건부,67.24,환산100점,822,0,3.6898,0.9351,4.0,3.0,4.0,67.24,67.24,59.61,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2025,2주기,1.0,중소도시,C03,디지털 리터러시,S0303,교사 디지털 활용 역량,교사,TR_DIGITAL_01,디지털 활용 역량_1)교과 내용의 특성을 고려하여 적절한 디지털 도구를 선택한다,likert,N,65.27,환산100점,2286,0,3.6107,0.8377,4.0,3.0,4.0,65.27,65.27,53.76,,,,,,,단년도,,,
경기학교교육실태조사,중학교,2025,2주기,2.0,읍면지역,C03,디지털 리터러시,S0303,교사 디지털 활용 역량,교사,TR_DIGITAL_01,디지털 활용 역량_1)교과 내용의 특성을 고려하여 적절한 디지털 도구를 선택한다,likert,N,67.56,환산100점,514,0,3.7023,0.7867,4.0,3.0,4.0,67.56,67.56,60.12,,,,,,,단년도,,,
경기학교교육실태조사,중학교,2025,2주기,1.0,중소도시,C03,디지털 리터러시,S0303,교사 디지털 활용 역량,교사,TR_DIGITAL_02,디지털 활용 역량_2)수업 목표 달성을 위해 테크놀로지를 활용한 교수 전략을 설계한다,likert,N,61.81,환산100점,2286,0,3.4724,0.8973,3.0,3.0,4.0,61.81,61.81,48.03,,,,,,,단년도,,,
경기학교교육실태조사,중학교,2025,2주기,2.0,읍면지역,C03,디지털 리터러시,S0303,교사 디지털 활용 역량,교사,TR_DIGITAL_02,디지털 활용 역량_2)수업 목표 달성을 위해 테크놀로지를 활용한 교수 전략을 설계한다,likert,N,64.2,환산100점,514,0,3.5681,0.8653,4.0,3.0,4.0,64.2,64.2,53.7,,,,,,,단년도,,,
경기학교교육실태조사,중학교,2025,2주기,1.0,중소도시,C03,디지털 리터러시,S0303,교사 디지털 활용 역량,교사,TR_DIGITAL_03,디지털 활용 역량_3)학생 수준과 교과 특성에 맞는 디지털 도구를 활용하여 수업을 운영한다,likert,N,64.09,환산100점,2286,0,3.5634,0.8797,4.0,3.0,4.0,64.09,64.09,52.93,,,,,,,단년도,,,
경기학교교육실태조사,중학교,2025,2주기,2.0,읍면지역,C03,디지털 리터러시,S0303,교사 디지털 활용 역량,교사,TR_DIGITAL_03,디지털 활용 역량_3)학생 수준과 교과 특성에 맞는 디지털 도구를 활용하여 수업을 운영한다,likert,N,66.49,환산100점,514,0,3.6595,0.8463,4.0,3.0,4.0,66.49,66.49,56.42,,,,,,,단년도,,,
경기학교교육실태조사,중학교,2025,2주기,1.0,중소도시,C03,디지털 리터러시,S0303,교사 디지털 활용 역량,교사,TR_DIGITAL_04,디지털 활용 역량_4)AI 기반 교수학습 플랫폼을 활용하여 학생의 학습 과정을 관리하고 피드백을 제공한다,likert,N,51.64,환산100점,2286,0,3.0656,1.0643,3.0,2.0,4.0,51.64,51.64,33.95,,,,,,,단년도,,,
경기학교교육실태조사,중학교,2025,2주기,2.0,읍면지역,C03,디지털 리터러시,S0303,교사 디지털 활용 역량,교사,TR_DIGITAL_04,디지털 활용 역량_4)AI 기반 교수학습 플랫폼을 활용하여 학생의 학습 과정을 관리하고 피드백을 제공한다,likert,N,52.72,환산100점,514,0,3.1089,1.0125,3.0,2.0,4.0,52.72,52.72,33.85,,,,,,,단년도,,,
경기학교교육실태조사,중학교,2021,1주기,1.0,중소도시,C04,학교생활·관계,S0401,또래·교사 관계,학부모,PR_RELATION_01,학교생활(친구·선생님과의 관계) - 1)내 아이는 학교 친구들과 있는 것을 좋아한다,likert,Y,76.28,환산100점,4657,0,4.0513,0.8213,4.0,4.0,5.0,76.28,76.28,77.35,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2021,1주기,2.0,읍면지역,C04,학교생활·관계,S0401,또래·교사 관계,학부모,PR_RELATION_01,학교생활(친구·선생님과의 관계) - 1)내 아이는 학교 친구들과 있는 것을 좋아한다,likert,Y,77.17,환산100점,1291,0,4.0868,0.8251,4.0,4.0,5.0,77.17,77.17,78.7,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2025,2주기,1.0,중소도시,C04,학교생활·관계,S0401,또래·교사 관계,학부모,PR_RELATION_01,학교생활(친구·선생님과의 관계) - 1)내 아이는 학교 친구들과 있는 것을 좋아한다,likert,Y,74.69,환산100점,1222,0,3.9877,0.8862,4.0,3.0,5.0,74.69,74.69,73.32,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2025,2주기,2.0,읍면지역,C04,학교생활·관계,S0401,또래·교사 관계,학부모,PR_RELATION_01,학교생활(친구·선생님과의 관계) - 1)내 아이는 학교 친구들과 있는 것을 좋아한다,likert,Y,75.77,환산100점,260,0,4.0308,0.8096,4.0,4.0,5.0,75.77,75.77,75.38,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2021,1주기,1.0,중소도시,C04,학교생활·관계,S0401,또래·교사 관계,학부모,PR_RELATION_02,학교생활(친구·선생님과의 관계) - 2)학교 친구들이 내 아이에게 상처를 준 적이 있다,likert,Y,31.26,환산100점,4657,0,2.2506,1.0343,2.0,1.0,3.0,31.26,68.74,15.14,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2021,1주기,2.0,읍면지역,C04,학교생활·관계,S0401,또래·교사 관계,학부모,PR_RELATION_02,학교생활(친구·선생님과의 관계) - 2)학교 친구들이 내 아이에게 상처를 준 적이 있다,likert,Y,32.44,환산100점,1291,0,2.2974,1.0645,2.0,2.0,3.0,32.44,67.56,17.2,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2025,2주기,1.0,중소도시,C04,학교생활·관계,S0401,또래·교사 관계,학부모,PR_RELATION_02,학교생활(친구·선생님과의 관계) - 2)학교 친구들이 내 아이에게 상처를 준 적이 있다,likert,Y,41.28,환산100점,1222,0,2.6514,1.1338,3.0,2.0,4.0,41.28,58.72,26.6,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2025,2주기,2.0,읍면지역,C04,학교생활·관계,S0401,또래·교사 관계,학부모,PR_RELATION_02,학교생활(친구·선생님과의 관계) - 2)학교 친구들이 내 아이에게 상처를 준 적이 있다,likert,Y,40.19,환산100점,260,0,2.6077,1.139,2.0,2.0,4.0,40.19,59.81,28.46,,,,,,,시계열,,,
경기학교교육실태조사,중학교,2021,1주기,1.0,중소도시,C04,학교생활·관계,S0401,또래·교사 관계,학부모,PR_RELATION_03,학교생활(친구·선생님과의 관계) - 3)학교 친구들은 내 아이가 어려움에 처해있을 때 도와준다,likert,Y,70.35,환산100점,4657,0,3.814,0.7112,4.0,3.0,4.0,70.35,70.35,70.6,,,,,,,시계열,,,
