조사연도,학교ID,지역규모코드,설립구분코드,남녀공학코드,지역규모,설립구분,남녀공학,학생응답,학부모응답,교사응답,학교응답,학생수
2025,1163,1.0,1.0,3.0,중소도시,공립,남여공학,Y,Y,Y,Y,1298.0
2025,1164,1.0,1.0,3.0,중소도시,공립,남여공학,Y,Y,Y,Y,451.0
2025,1165,1.0,1.0,3.0,중소도시,공립,남여공학,Y,Y,Y,Y,1263.0
2025,1166,1.0,1.0,2.0,중소도시,공립,여학교,Y,Y,Y,Y,1078.0
2025,1167,2.0,1.0,1.0,읍면지역,공립,남학교,Y,Y,Y,Y,413.0
2025,1168,1.0,1.0,3.0,중소도시,공립,남여공학,Y,Y,Y,Y,987.0
2025,1169,1.0,1.0,3.0,중소도시,공립,남여공학,Y,Y,Y,N,738.0
2025,1170,1.0,2.0,3.0,중소도시,사립,남여공학,N,Y,Y,Y,409.0
2025,1171,1.0,1.0,3.0,중소도시,공립,남여공학,N,Y,Y,N,1100.0
2025,1172,1.0,1.0,3.0,중소도시,공립,남여공학,N,N,Y,N,454.0
2025,1173,1.0,2.0,3.0,중소도시,사립,남여공학,N,Y,Y,N,170.0
2025,1174,1.0,1.0,3.0,중소도시,공립,남여공학,N,N,Y,N,757.0
2025,1175,1.0,1.0,3.0,중소도시,공립,남여공학,N,N,N,N,1009.0
2025,1176,1.0,1.0,3.0,중소도시,공립,남여공학,Y,Y,Y,Y,819.0
2025,1177,2.0,1.0,3.0,읍면지역,공립,남여공학,Y,Y,Y,Y,615.0
2025,1178,1.0,1.0,3.0,중소도시,공립,남여공학,N,Y,Y,N,840.0
2025,1179,1.0,1.0,3.0,중소도시,공립,남여공학,Y,Y,Y,N,875.0
2025,1180,2.0,2.0,3.0,읍면지역,사립,남여공학,Y,Y,Y,Y,498.0
2025,1181,2.0,1.0,3.0,읍면지역,공립,남여공학,N,N,N,N,638.0
2025,1182,1.0,2.0,3.0,중소도시,사립,남여공학,Y,Y,Y,Y,374.0
