indicator_id,조사연도,코드,라벨
ST_DIGI_EDU_02,2021,5.0,매우 그렇다
ST_DIGI_EDU_02,2025,1.0,전혀그렇지않다
ST_DIGI_EDU_02,2025,2.0,그렇지않다
ST_DIGI_EDU_02,2025,3.0,보통이다
ST_DIGI_EDU_02,2025,4.0,그렇다
ST_DIGI_EDU_02,2025,5.0,매우그렇다
ST_DIGI_EDU_03,2021,1.0,전혀 그렇지 않다
ST_DIGI_EDU_03,2021,2.0,그렇지 않다
ST_DIGI_EDU_03,2021,3.0,보통이다
ST_DIGI_EDU_03,2021,4.0,그렇다
ST_DIGI_EDU_03,2021,5.0,매우 그렇다
ST_DIGI_EDU_03,2025,1.0,전혀그렇지않다
ST_DIGI_EDU_03,2025,2.0,그렇지않다
ST_DIGI_EDU_03,2025,3.0,보통이다
ST_DIGI_EDU_03,2025,4.0,그렇다
ST_DIGI_EDU_03,2025,5.0,매우그렇다
ST_DIGI_EDU_04,2021,1.0,전혀 그렇지 않다
ST_DIGI_EDU_04,2021,2.0,그렇지 않다
ST_DIGI_EDU_04,2021,3.0,보통이다
ST_DIGI_EDU_04,2021,4.0,그렇다
ST_DIGI_EDU_04,2021,5.0,매우 그렇다
ST_DIGI_EDU_04,2025,1.0,전혀그렇지않다
ST_DIGI_EDU_04,2025,2.0,그렇지않다
ST_DIGI_EDU_04,2025,3.0,보통이다
ST_DIGI_EDU_04,2025,4.0,그렇다
ST_DIGI_EDU_04,2025,5.0,매우그렇다
ST_DIGI_LIT_01,2021,1.0,전혀 그렇지 않다
ST_DIGI_LIT_01,2021,2.0,그렇지 않다
ST_DIGI_LIT_01,2021,3.0,보통이다
ST_DIGI_LIT_01,2021,4.0,그렇다
ST_DIGI_LIT_01,2021,5.0,매우 그렇다
ST_DIGI_LIT_01,2025,1.0,전혀그렇지않다
ST_DIGI_LIT_01,2025,2.0,그렇지않다
ST_DIGI_LIT_01,2025,3.0,보통이다
ST_DIGI_LIT_01,2025,4.0,그렇다
ST_DIGI_LIT_01,2025,5.0,매우그렇다
ST_DIGI_LIT_02,2021,1.0,전혀 그렇지 않다
ST_DIGI_LIT_02,2021,2.0,그렇지 않다
ST_DIGI_LIT_02,2021,3.0,보통이다
ST_DIGI_LIT_02,2021,4.0,그렇다
ST_DIGI_LIT_02,2021,5.0,매우 그렇다
ST_DIGI_LIT_02,2025,1.0,전혀그렇지않다
ST_DIGI_LIT_02,2025,2.0,그렇지않다
ST_DIGI_LIT_02,2025,3.0,보통이다
ST_DIGI_LIT_02,2025,4.0,그렇다
ST_DIGI_LIT_02,2025,5.0,매우그렇다
ST_DIGI_LIT_03,2021,1.0,전혀 그렇지 않다
ST_DIGI_LIT_03,2021,2.0,그렇지 않다
ST_DIGI_LIT_03,2021,3.0,보통이다
ST_DIGI_LIT_03,2021,4.0,그렇다
ST_DIGI_LIT_03,2021,5.0,매우 그렇다
ST_DIGI_LIT_03,2025,1.0,전혀그렇지않다
ST_DIGI_LIT_03,2025,2.0,그렇지않다
ST_DIGI_LIT_03,2025,3.0,보통이다
ST_DIGI_LIT_03,2025,4.0,그렇다
ST_DIGI_LIT_03,2025,5.0,매우그렇다
ST_DIGI_LIT_04,2021,1.0,전혀 그렇지 않다
ST_DIGI_LIT_04,2021,2.0,그렇지 않다
ST_DIGI_LIT_04,2021,3.0,보통이다
ST_DIGI_LIT_04,2021,4.0,그렇다
ST_DIGI_LIT_04,2021,5.0,매우 그렇다
ST_DIGI_LIT_04,2025,1.0,전혀그렇지않다
ST_DIGI_LIT_04,2025,2.0,그렇지않다
ST_DIGI_LIT_04,2025,3.0,보통이다
ST_DIGI_LIT_04,2025,4.0,그렇다
ST_DIGI_LIT_04,2025,5.0,매우그렇다
ST_DIGI_LIT_05,2021,1.0,전혀 그렇지 않다
ST_DIGI_LIT_05,2021,2.0,그렇지 않다
ST_DIGI_LIT_05,2021,3.0,보통이다
ST_DIGI_LIT_05,2021,4.0,그렇다
ST_DIGI_LIT_05,2021,5.0,매우 그렇다
ST_DIGI_LIT_05,2025,1.0,전혀그렇지않다
ST_DIGI_LIT_05,2025,2.0,그렇지않다
ST_DIGI_LIT_05,2025,3.0,보통이다
ST_DIGI_LIT_05,2025,4.0,그렇다
ST_DIGI_LIT_05,2025,5.0,매우그렇다
ST_DIGI_LIT_06,2021,1.0,전혀 그렇지 않다
ST_DIGI_LIT_06,2021,2.0,그렇지 않다
ST_DIGI_LIT_06,2021,3.0,보통이다
ST_DIGI_LIT_06,2021,4.0,그렇다
ST_DIGI_LIT_06,2021,5.0,매우 그렇다
ST_DIGI_LIT_06,2025,1.0,전혀그렇지않다
ST_DIGI_LIT_06,2025,2.0,그렇지않다
ST_DIGI_LIT_06,2025,3.0,보통이다
ST_DIGI_LIT_06,2025,4.0,그렇다
ST_DIGI_LIT_06,2025,5.0,매우그렇다
ST_DIGI_LIT_07,2021,1.0,전혀 그렇지 않다
ST_DIGI_LIT_07,2021,2.0,그렇지 않다
ST_DIGI_LIT_07,2021,3.0,보통이다
ST_DIGI_LIT_07,2021,4.0,그렇다
ST_DIGI_LIT_07,2021,5.0,매우 그렇다
ST_DIGI_LIT_07,2025,1.0,전혀그렇지않다
ST_DIGI_LIT_07,2025,2.0,그렇지않다
ST_DIGI_LIT_07,2025,3.0,보통이다
ST_DIGI_LIT_07,2025,4.0,그렇다
ST_DIGI_LIT_07,2025,5.0,매우그렇다
ST_DIGI_LIT_08,2021,1.0,전혀 그렇지 않다
ST_DIGI_LIT_08,2021,2.0,그렇지 않다
ST_DIGI_LIT_08,2021,3.0,보통이다
ST_DIGI_LIT_08,2021,4.0,그렇다
ST_DIGI_LIT_08,2021,5.0,매우 그렇다
ST_DIGI_LIT_08,2025,1.0,전혀그렇지않다
ST_DIGI_LIT_08,2025,2.0,그렇지않다
ST_DIGI_LIT_08,2025,3.0,보통이다
ST_DIGI_LIT_08,2025,4.0,그렇다
ST_DIGI_LIT_08,2025,5.0,매우그렇다
ST_DIGI_LIT_09,2021,1.0,전혀 그렇지 않다
ST_DIGI_LIT_09,2021,2.0,그렇지 않다
ST_DIGI_LIT_09,2021,3.0,보통이다
ST_DIGI_LIT_09,2021,4.0,그렇다
ST_DIGI_LIT_09,2021,5.0,매우 그렇다
ST_DIGI_LIT_09,2025,1.0,전혀그렇지않다
ST_DIGI_LIT_09,2025,2.0,그렇지않다
ST_DIGI_LIT_09,2025,3.0,보통이다
ST_DIGI_LIT_09,2025,4.0,그렇다
ST_DIGI_LIT_09,2025,5.0,매우그렇다
ST_DIGI_LIT_10,2021,1.0,전혀 그렇지 않다
ST_DIGI_LIT_10,2021,2.0,그렇지 않다
ST_DIGI_LIT_10,2021,3.0,보통이다
ST_DIGI_LIT_10,2021,4.0,그렇다
ST_DIGI_LIT_10,2021,5.0,매우 그렇다
ST_DIGI_LIT_10,2025,1.0,전혀그렇지않다
ST_DIGI_LIT_10,2025,2.0,그렇지않다
ST_DIGI_LIT_10,2025,3.0,보통이다
ST_DIGI_LIT_10,2025,4.0,그렇다
ST_DIGI_LIT_10,2025,5.0,매우그렇다
ST_DIGI_LIT_11,2021,1.0,전혀 그렇지 않다
ST_DIGI_LIT_11,2021,2.0,그렇지 않다
ST_DIGI_LIT_11,2021,3.0,보통이다
ST_DIGI_LIT_11,2021,4.0,그렇다
ST_DIGI_LIT_11,2021,5.0,매우 그렇다
ST_DIGI_LIT_11,2025,1.0,전혀그렇지않다
ST_DIGI_LIT_11,2025,2.0,그렇지않다
ST_DIGI_LIT_11,2025,3.0,보통이다
ST_DIGI_LIT_11,2025,4.0,그렇다
ST_DIGI_LIT_11,2025,5.0,매우그렇다
ST_DIGI_LIT_12,2021,1.0,전혀 그렇지 않다
ST_DIGI_LIT_12,2021,2.0,그렇지 않다
ST_DIGI_LIT_12,2021,3.0,보통이다
ST_DIGI_LIT_12,2021,4.0,그렇다
ST_DIGI_LIT_12,2021,5.0,매우 그렇다
ST_DIGI_LIT_12,2025,1.0,전혀그렇지않다
ST_DIGI_LIT_12,2025,2.0,그렇지않다
ST_DIGI_LIT_12,2025,3.0,보통이다
ST_DIGI_LIT_12,2025,4.0,그렇다
ST_DIGI_LIT_12,2025,5.0,매우그렇다
ST_RELATION_01,2021,1.0,전혀 그렇지 않다
ST_RELATION_01,2021,2.0,그렇지 않다
ST_RELATION_01,2021,3.0,보통이다
ST_RELATION_01,2021,4.0,그렇다
ST_RELATION_01,2021,5.0,매우 그렇다
ST_RELATION_01,2025,1.0,전혀그렇지않다
ST_RELATION_01,2025,2.0,그렇지않다
ST_RELATION_01,2025,3.0,보통이다
ST_RELATION_01,2025,4.0,그렇다
ST_RELATION_01,2025,5.0,매우그렇다
ST_RELATION_02,2021,1.0,전혀 그렇지 않다
ST_RELATION_02,2021,2.0,그렇지 않다
ST_RELATION_02,2021,3.0,보통이다
ST_RELATION_02,2021,4.0,그렇다
ST_RELATION_02,2021,5.0,매우 그렇다
ST_RELATION_02,2025,1.0,전혀그렇지않다
ST_RELATION_02,2025,2.0,그렇지않다
ST_RELATION_02,2025,3.0,보통이다
ST_RELATION_02,2025,4.0,그렇다
ST_RELATION_02,2025,5.0,매우그렇다
ST_RELATION_03,2021,1.0,전혀 그렇지 않다
ST_RELATION_03,2021,2.0,그렇지 않다
ST_RELATION_03,2021,3.0,보통이다
ST_RELATION_03,2021,4.0,그렇다
ST_RELATION_03,2021,5.0,매우 그렇다
ST_RELATION_03,2025,1.0,전혀그렇지않다
ST_RELATION_03,2025,2.0,그렇지않다
ST_RELATION_03,2025,3.0,보통이다
ST_RELATION_03,2025,4.0,그렇다
ST_RELATION_03,2025,5.0,매우그렇다
ST_RELATION_04,2021,1.0,전혀 그렇지 않다
ST_RELATION_04,2021,2.0,그렇지 않다
ST_RELATION_04,2021,3.0,보통이다
ST_RELATION_04,2021,4.0,그렇다
ST_RELATION_04,2021,5.0,매우 그렇다
ST_RELATION_04,2025,1.0,전혀그렇지않다
ST_RELATION_04,2025,2.0,그렇지않다
ST_RELATION_04,2025,3.0,보통이다
ST_RELATION_04,2025,4.0,그렇다
ST_RELATION_04,2025,5.0,매우그렇다
ST_RELATION_05,2021,1.0,전혀 그렇지 않다
ST_RELATION_05,2021,2.0,그렇지 않다
ST_RELATION_05,2021,3.0,보통이다
ST_RELATION_05,2021,4.0,그렇다
ST_RELATION_05,2021,5.0,매우 그렇다
ST_RELATION_05,2025,1.0,전혀그렇지않다
ST_RELATION_05,2025,2.0,그렇지않다
ST_RELATION_05,2025,3.0,보통이다
ST_RELATION_05,2025,4.0,그렇다
ST_RELATION_05,2025,5.0,매우그렇다
ST_RELATION_06,2021,1.0,전혀 그렇지 않다
ST_RELATION_06,2021,2.0,그렇지 않다
ST_RELATION_06,2021,3.0,보통이다
ST_RELATION_06,2021,4.0,그렇다
ST_RELATION_06,2021,5.0,매우 그렇다
ST_RELATION_06,2025,1.0,전혀그렇지않다
ST_RELATION_06,2025,2.0,그렇지않다
ST_RELATION_06,2025,3.0,보통이다
ST_RELATION_06,2025,4.0,그렇다
ST_RELATION_06,2025,5.0,매우그렇다
ST_RELATION_07,2021,1.0,전혀 그렇지 않다
ST_RELATION_07,2021,2.0,그렇지 않다
ST_RELATION_07,2021,3.0,보통이다
ST_RELATION_07,2021,4.0,그렇다
ST_RELATION_07,2021,5.0,매우 그렇다
ST_RELATION_07,2025,1.0,전혀그렇지않다
ST_RELATION_07,2025,2.0,그렇지않다
ST_RELATION_07,2025,3.0,보통이다
ST_RELATION_07,2025,4.0,그렇다
ST_RELATION_07,2025,5.0,매우그렇다
ST_RELATION_08,2021,1.0,전혀 그렇지 않다
ST_RELATION_08,2021,2.0,그렇지 않다
ST_RELATION_08,2021,3.0,보통이다
ST_RELATION_08,2021,4.0,그렇다
ST_RELATION_08,2021,5.0,매우 그렇다
ST_RELATION_08,2025,1.0,전혀그렇지않다
ST_RELATION_08,2025,2.0,그렇지않다
ST_RELATION_08,2025,3.0,보통이다
ST_RELATION_08,2025,4.0,그렇다
ST_RELATION_08,2025,5.0,매우그렇다
ST_STU_GOV_01,2021,1.0,전혀 그렇지 않다
ST_STU_GOV_01,2021,2.0,그렇지 않다
ST_STU_GOV_01,2021,3.0,보통이다
ST_STU_GOV_01,2021,4.0,그렇다
ST_STU_GOV_01,2021,5.0,매우 그렇다
ST_STU_GOV_01,2025,1.0,전혀그렇지않다
ST_STU_GOV_01,2025,2.0,그렇지않다
ST_STU_GOV_01,2025,3.0,보통이다
ST_STU_GOV_01,2025,4.0,그렇다
ST_STU_GOV_01,2025,5.0,매우그렇다
ST_STU_GOV_02,2021,1.0,전혀 그렇지 않다
ST_STU_GOV_02,2021,2.0,그렇지 않다
ST_STU_GOV_02,2021,3.0,보통이다
ST_STU_GOV_02,2021,4.0,그렇다
ST_STU_GOV_02,2021,5.0,매우 그렇다
ST_STU_GOV_02,2025,1.0,전혀그렇지않다
ST_STU_GOV_02,2025,2.0,그렇지않다
ST_STU_GOV_02,2025,3.0,보통이다
ST_STU_GOV_02,2025,4.0,그렇다
ST_STU_GOV_02,2025,5.0,매우그렇다
ST_STU_GOV_03,2021,1.0,전혀 그렇지 않다
ST_STU_GOV_03,2021,2.0,그렇지 않다
ST_STU_GOV_03,2021,3.0,보통이다
ST_STU_GOV_03,2021,4.0,그렇다
ST_STU_GOV_03,2021,5.0,매우 그렇다
ST_STU_GOV_03,2025,1.0,전혀그렇지않다
ST_STU_GOV_03,2025,2.0,그렇지않다
ST_STU_GOV_03,2025,3.0,보통이다
ST_STU_GOV_03,2025,4.0,그렇다
ST_STU_GOV_03,2025,5.0,매우그렇다
ST_STU_GOV_04,2021,1.0,전혀 그렇지 않다
ST_STU_GOV_04,2021,2.0,그렇지 않다
ST_STU_GOV_04,2021,3.0,보통이다
ST_STU_GOV_04,2021,4.0,그렇다
ST_STU_GOV_04,2021,5.0,매우 그렇다
ST_STU_GOV_04,2025,1.0,전혀그렇지않다
ST_STU_GOV_04,2025,2.0,그렇지않다
ST_STU_GOV_04,2025,3.0,보통이다
ST_STU_GOV_04,2025,4.0,그렇다
ST_STU_GOV_04,2025,5.0,매우그렇다
ST_SAT_TOTAL_01,2021,1.0,전혀 만족하지 않음
ST_SAT_TOTAL_01,2021,2.0,만족하지 않음
ST_SAT_TOTAL_01,2021,3.0,보통임
ST_SAT_TOTAL_01,2021,4.0,만족함
ST_SAT_TOTAL_01,2021,5.0,매우 만족함
ST_SAT_TOTAL_01,2025,1.0,매우 불만족
ST_SAT_TOTAL_01,2025,2.0,불만족
ST_SAT_TOTAL_01,2025,3.0,보통
ST_SAT_TOTAL_01,2025,4.0,만족
ST_SAT_TOTAL_01,2025,5.0,매우만족
ST_SAT_DETAIL_01,2021,1.0,전혀 그렇지 않다
ST_SAT_DETAIL_01,2021,2.0,그렇지 않다
ST_SAT_DETAIL_01,2021,3.0,보통이다
ST_SAT_DETAIL_01,2021,4.0,그렇다
ST_SAT_DETAIL_01,2021,5.0,매우 그렇다
ST_SAT_DETAIL_01,2025,1.0,전혀그렇지않다
ST_SAT_DETAIL_01,2025,2.0,그렇지않다
ST_SAT_DETAIL_01,2025,3.0,보통이다
ST_SAT_DETAIL_01,2025,4.0,그렇다
ST_SAT_DETAIL_01,2025,5.0,매우그렇다
ST_SAT_DETAIL_02,2021,1.0,전혀 그렇지 않다
ST_SAT_DETAIL_02,2021,2.0,그렇지 않다
ST_SAT_DETAIL_02,2021,3.0,보통이다
ST_SAT_DETAIL_02,2021,4.0,그렇다
ST_SAT_DETAIL_02,2021,5.0,매우 그렇다
ST_SAT_DETAIL_02,2025,1.0,전혀그렇지않다
ST_SAT_DETAIL_02,2025,2.0,그렇지않다
ST_SAT_DETAIL_02,2025,3.0,보통이다
ST_SAT_DETAIL_02,2025,4.0,그렇다
ST_SAT_DETAIL_02,2025,5.0,매우그렇다
ST_SAT_DETAIL_03,2021,1.0,전혀 그렇지 않다
ST_SAT_DETAIL_03,2021,2.0,그렇지 않다
ST_SAT_DETAIL_03,2021,3.0,보통이다
ST_SAT_DETAIL_03,2021,4.0,그렇다
ST_SAT_DETAIL_03,2021,5.0,매우 그렇다
ST_SAT_DETAIL_03,2025,1.0,전혀그렇지않다
ST_SAT_DETAIL_03,2025,2.0,그렇지않다
ST_SAT_DETAIL_03,2025,3.0,보통이다
ST_SAT_DETAIL_03,2025,4.0,그렇다
ST_SAT_DETAIL_03,2025,5.0,매우그렇다
ST_SAT_DETAIL_04,2021,1.0,전혀 그렇지 않다
ST_SAT_DETAIL_04,2021,2.0,그렇지 않다
ST_SAT_DETAIL_04,2021,3.0,보통이다
ST_SAT_DETAIL_04,2021,4.0,그렇다
ST_SAT_DETAIL_04,2021,5.0,매우 그렇다
ST_SAT_DETAIL_04,2025,1.0,전혀그렇지않다
ST_SAT_DETAIL_04,2025,2.0,그렇지않다
ST_SAT_DETAIL_04,2025,3.0,보통이다
ST_SAT_DETAIL_04,2025,4.0,그렇다
ST_SAT_DETAIL_04,2025,5.0,매우그렇다
ST_SAT_DETAIL_05,2021,1.0,전혀 그렇지 않다
ST_SAT_DETAIL_05,2021,2.0,그렇지 않다
ST_SAT_DETAIL_05,2021,3.0,보통이다
ST_SAT_DETAIL_05,2021,4.0,그렇다
ST_SAT_DETAIL_05,2021,5.0,매우 그렇다
ST_SAT_DETAIL_05,2025,1.0,전혀그렇지않다
ST_SAT_DETAIL_05,2025,2.0,그렇지않다
ST_SAT_DETAIL_05,2025,3.0,보통이다
ST_SAT_DETAIL_05,2025,4.0,그렇다
ST_SAT_DETAIL_05,2025,5.0,매우그렇다
ST_SAT_DETAIL_06,2021,1.0,전혀 그렇지 않다
ST_SAT_DETAIL_06,2021,2.0,그렇지 않다
ST_SAT_DETAIL_06,2021,3.0,보통이다
ST_SAT_DETAIL_06,2021,4.0,그렇다
ST_SAT_DETAIL_06,2021,5.0,매우 그렇다
ST_SAT_DETAIL_06,2025,1.0,전혀그렇지않다
ST_SAT_DETAIL_06,2025,2.0,그렇지않다
ST_SAT_DETAIL_06,2025,3.0,보통이다
ST_SAT_DETAIL_06,2025,4.0,그렇다
ST_SAT_DETAIL_06,2025,5.0,매우그렇다
PR_TALK_01,2021,1.0,없음
PR_TALK_01,2021,2.0,30분 미만
PR_TALK_01,2021,3.0,30분-1시간 미만
PR_TALK_01,2021,4.0,1시간-2시간 미만
PR_TALK_01,2021,5.0,2시간-3시간 미만
PR_TALK_01,2021,6.0,3시간 이상
PR_TALK_01,2025,1.0,없음
PR_TALK_01,2025,2.0,30분 미만
PR_TALK_01,2025,3.0,30분-1시간 미만
PR_TALK_01,2025,4.0,1시간-2시간 미만
PR_TALK_01,2025,5.0,2시간-3시간 미만
PR_TALK_01,2025,6.0,3시간 이상
PR_TALK_02,2021,1.0,예
PR_TALK_02,2025,0.0,해당없음
PR_TALK_02,2025,1.0,해당
PR_TALK_03,2021,1.0,예
PR_TALK_03,2025,0.0,해당없음
PR_TALK_03,2025,1.0,해당
PR_TALK_04,2021,1.0,예
PR_TALK_04,2025,0.0,해당없음
PR_TALK_04,2025,1.0,해당
PR_TALK_05,2021,1.0,예
PR_TALK_05,2025,0.0,해당없음
PR_TALK_05,2025,1.0,해당
PR_TALK_06,2021,1.0,예
PR_TALK_06,2025,0.0,해당없음
PR_TALK_06,2025,1.0,해당
PR_TALK_07,2021,1.0,예
PR_TALK_07,2025,0.0,해당없음
PR_TALK_07,2025,1.0,해당
PR_CAREER_01,2021,1.0,있다
PR_CAREER_01,2021,2.0,없다
PR_CAREER_01,2025,1.0,경험여부 있다
PR_CAREER_01,2025,2.0,경험여부 없다
PR_CAREER_02,2021,1.0,있다
PR_CAREER_02,2021,2.0,없다
PR_CAREER_02,2025,1.0,경험여부 있다
PR_CAREER_02,2025,2.0,경험여부 없다
PR_CAREER_03,2021,1.0,있다
PR_CAREER_03,2021,2.0,없다
PR_CAREER_03,2025,1.0,경험여부 있다
PR_CAREER_03,2025,2.0,경험여부 없다
PR_CAREER_04,2021,1.0,있다
PR_CAREER_04,2021,2.0,없다
PR_CAREER_04,2025,1.0,경험여부 있다
PR_CAREER_04,2025,2.0,경험여부 없다
PR_CAREER_05,2021,1.0,있다
PR_CAREER_05,2021,2.0,없다
PR_CAREER_05,2025,1.0,경험여부 있다
PR_CAREER_05,2025,2.0,경험여부 없다
PR_CAREER_06,2021,1.0,있다
PR_CAREER_06,2021,2.0,없다
PR_CAREER_06,2025,1.0,경험여부 있다
PR_CAREER_06,2025,2.0,경험여부 없다
PR_CAREER_07,2021,1.0,있다
PR_CAREER_07,2021,2.0,없다
PR_CAREER_07,2025,1.0,경험여부 있다
PR_CAREER_07,2025,2.0,경험여부 없다
PR_CAREER_08,2021,1.0,있다
PR_CAREER_08,2021,2.0,없다
PR_CAREER_08,2025,1.0,경험여부 있다
PR_CAREER_08,2025,2.0,경험여부 없다
PR_CAREER_09,2021,1.0,있다
PR_CAREER_09,2021,2.0,없다
PR_CAREER_09,2025,1.0,경험여부 있다
PR_CAREER_09,2025,2.0,경험여부 없다
PR_CAREER_10,2021,1.0,전혀 도움 되지 않는다
PR_CAREER_10,2021,2.0,도움 되지 않는다
PR_CAREER_10,2021,3.0,보통이다
PR_CAREER_10,2021,4.0,도움 된다
PR_CAREER_10,2021,5.0,매우 도움 된다
PR_CAREER_10,2025,1.0,전혀도움 되지않는다
PR_CAREER_10,2025,2.0,도움 되지않는다
PR_CAREER_10,2025,3.0,보통이다
PR_CAREER_10,2025,4.0,도움된다
PR_CAREER_10,2025,5.0,매우도움된다
PR_CAREER_11,2021,1.0,전혀 도움 되지 않는다
PR_CAREER_11,2021,2.0,도움 되지 않는다
PR_CAREER_11,2021,3.0,보통이다
PR_CAREER_11,2021,4.0,도움 된다
PR_CAREER_11,2021,5.0,매우 도움 된다
PR_CAREER_11,2025,1.0,전혀도움 되지않는다
PR_CAREER_11,2025,2.0,도움 되지않는다
PR_CAREER_11,2025,3.0,보통이다
PR_CAREER_11,2025,4.0,도움된다
PR_CAREER_11,2025,5.0,매우도움된다
PR_CAREER_12,2021,1.0,전혀 도움 되지 않는다
PR_CAREER_12,2021,2.0,도움 되지 않는다
PR_CAREER_12,2021,3.0,보통이다
PR_CAREER_12,2021,4.0,도움 된다
PR_CAREER_12,2021,5.0,매우 도움 된다
PR_CAREER_12,2025,1.0,전혀도움 되지않는다
PR_CAREER_12,2025,2.0,도움 되지않는다
PR_CAREER_12,2025,3.0,보통이다
PR_CAREER_12,2025,4.0,도움된다
PR_CAREER_12,2025,5.0,매우도움된다
PR_CAREER_13,2021,1.0,전혀 도움 되지 않는다
PR_CAREER_13,2021,2.0,도움 되지 않는다
PR_CAREER_13,2021,3.0,보통이다
PR_CAREER_13,2021,4.0,도움 된다
PR_CAREER_13,2021,5.0,매우 도움 된다
PR_CAREER_13,2025,1.0,전혀도움 되지않는다
PR_CAREER_13,2025,2.0,도움 되지않는다
PR_CAREER_13,2025,3.0,보통이다
PR_CAREER_13,2025,4.0,도움된다
PR_CAREER_13,2025,5.0,매우도움된다
PR_CAREER_14,2021,1.0,전혀 도움 되지 않는다
PR_CAREER_14,2021,2.0,도움 되지 않는다
PR_CAREER_14,2021,3.0,보통이다
PR_CAREER_14,2021,4.0,도움 된다
PR_CAREER_14,2021,5.0,매우 도움 된다
PR_CAREER_14,2025,1.0,전혀도움 되지않는다
PR_CAREER_14,2025,2.0,도움 되지않는다
PR_CAREER_14,2025,3.0,보통이다
PR_CAREER_14,2025,4.0,도움된다
PR_CAREER_14,2025,5.0,매우도움된다
PR_CAREER_15,2021,1.0,전혀 도움 되지 않는다
PR_CAREER_15,2021,2.0,도움 되지 않는다
PR_CAREER_15,2021,3.0,보통이다
PR_CAREER_15,2021,4.0,도움 된다
PR_CAREER_15,2021,5.0,매우 도움 된다
PR_CAREER_15,2025,1.0,전혀도움 되지않는다
PR_CAREER_15,2025,2.0,도움 되지않는다
PR_CAREER_15,2025,3.0,보통이다
PR_CAREER_15,2025,4.0,도움된다
PR_CAREER_15,2025,5.0,매우도움된다
PR_CAREER_16,2021,1.0,전혀 도움 되지 않는다
PR_CAREER_16,2021,2.0,도움 되지 않는다
PR_CAREER_16,2021,3.0,보통이다
PR_CAREER_16,2021,4.0,도움 된다
PR_CAREER_16,2021,5.0,매우 도움 된다
PR_CAREER_16,2025,1.0,전혀도움 되지않는다
PR_CAREER_16,2025,2.0,도움 되지않는다
PR_CAREER_16,2025,3.0,보통이다
PR_CAREER_16,2025,4.0,도움된다
PR_CAREER_16,2025,5.0,매우도움된다
PR_CAREER_17,2021,1.0,전혀 도움 되지 않는다
PR_CAREER_17,2021,2.0,도움 되지 않는다
PR_CAREER_17,2021,3.0,보통이다
PR_CAREER_17,2021,4.0,도움 된다
PR_CAREER_17,2021,5.0,매우 도움 된다
PR_CAREER_17,2025,1.0,전혀도움 되지않는다
PR_CAREER_17,2025,2.0,도움 되지않는다
PR_CAREER_17,2025,3.0,보통이다
PR_CAREER_17,2025,4.0,도움된다
PR_CAREER_17,2025,5.0,매우도움된다
PR_CAREER_18,2021,1.0,전혀 도움 되지 않는다
PR_CAREER_18,2021,2.0,도움 되지 않는다
PR_CAREER_18,2021,3.0,보통이다
PR_CAREER_18,2021,4.0,도움 된다
PR_CAREER_18,2021,5.0,매우 도움 된다
PR_CAREER_18,2025,1.0,전혀도움 되지않는다
PR_CAREER_18,2025,2.0,도움 되지않는다
PR_CAREER_18,2025,3.0,보통이다
PR_CAREER_18,2025,4.0,도움된다
PR_CAREER_18,2025,5.0,매우도움된다
PR_ASPIRE_01,2021,1.0,고등학교 졸업
PR_ASPIRE_01,2021,2.0,2~3년제 대학 졸업
PR_ASPIRE_01,2021,3.0,4년제 대학 졸업
PR_ASPIRE_01,2021,4.0,대학원 석사 졸업
PR_ASPIRE_01,2021,5.0,대학원 박사 졸업
PR_ASPIRE_01,2025,1.0,고등학교 졸업
PR_ASPIRE_01,2025,2.0,2~3년제 대학 졸업
PR_ASPIRE_01,2025,3.0,4년제 대학 졸업
PR_ASPIRE_01,2025,4.0,대학원 석사 졸업
PR_ASPIRE_01,2025,5.0,대학원 박사 졸업
PR_PARTICIP_08,2021,1.0,전혀 없음
PR_PARTICIP_08,2021,2.0,1~2회
PR_PARTICIP_08,2021,3.0,3~4회
PR_PARTICIP_08,2021,4.0,5회 이상
PR_PARTICIP_08,2025,1.0,전혀 없음
PR_PARTICIP_08,2025,2.0,1-2회
PR_PARTICIP_08,2025,3.0,3-4회
PR_PARTICIP_08,2025,4.0,5회 이상
PR_OPEN_SAT_01,2021,1.0,전혀 도움이 되지 않는다
PR_OPEN_SAT_01,2021,2.0,도움이 되지 않는다
PR_OPEN_SAT_01,2021,3.0,약간 도움이 된다
PR_OPEN_SAT_01,2021,4.0,매우 도움이 된다
PR_OPEN_SAT_01,2025,1.0,전혀 도움이 되지 않는다
PR_OPEN_SAT_01,2025,2.0,도움이 되지 않는다
PR_OPEN_SAT_01,2025,3.0,약간 도움이 된다
PR_OPEN_SAT_01,2025,4.0,매우 도움이 된다
PR_OPEN_SAT_02,2021,1.0,전혀 도움이 되지 않는다
PR_OPEN_SAT_02,2021,2.0,도움이 되지 않는다
PR_OPEN_SAT_02,2021,3.0,약간 도움이 된다
PR_OPEN_SAT_02,2021,4.0,매우 도움이 된다
PR_OPEN_SAT_02,2025,1.0,전혀 도움이 되지 않는다
PR_OPEN_SAT_02,2025,2.0,도움이 되지 않는다
PR_OPEN_SAT_02,2025,3.0,약간 도움이 된다
PR_OPEN_SAT_02,2025,4.0,매우 도움이 된다
PR_OPEN_SAT_03,2021,1.0,전혀 도움이 되지 않는다
PR_OPEN_SAT_03,2021,2.0,도움이 되지 않는다
PR_OPEN_SAT_03,2021,3.0,약간 도움이 된다
