조사연도,응답주체,응답자ID,학교ID,indicator_id,값,결측보정,지역규모코드
2025,학부모,10944988,1094,PR_EDU_COST_05,,,1.0
2025,학부모,10944995,1094,PR_EDU_COST_05,,,1.0
2025,학부모,10944999,1094,PR_EDU_COST_05,1.0,,1.0
2025,학부모,10955003,1095,PR_EDU_COST_05,,,2.0
2025,학부모,10955007,1095,PR_EDU_COST_05,1.0,,2.0
2025,학부모,10955012,1095,PR_EDU_COST_05,,,2.0
2025,학부모,10955018,1095,PR_EDU_COST_05,,,2.0
2025,학부모,10955031,1095,PR_EDU_COST_05,,,2.0
2025,학부모,10975062,1097,PR_EDU_COST_05,,,1.0
2025,학부모,10975070,1097,PR_EDU_COST_05,35.0,,1.0
2025,학부모,10975071,1097,PR_EDU_COST_05,,,1.0
2025,학부모,10975078,1097,PR_EDU_COST_05,,,1.0
2025,학부모,10975079,1097,PR_EDU_COST_05,,,1.0
2025,학부모,10975080,1097,PR_EDU_COST_05,,,1.0
2025,학부모,10975081,1097,PR_EDU_COST_05,,,1.0
2025,학부모,10975084,1097,PR_EDU_COST_05,,,1.0
2025,학부모,10985090,1098,PR_EDU_COST_05,30.0,,1.0
2025,학부모,10985091,1098,PR_EDU_COST_05,,,1.0
2025,학부모,10985092,1098,PR_EDU_COST_05,,,1.0
2025,학부모,10985093,1098,PR_EDU_COST_05,3.0,,1.0
2025,학부모,10985094,1098,PR_EDU_COST_05,1.0,,1.0
2025,학부모,10985097,1098,PR_EDU_COST_05,20.0,,1.0
2025,학부모,10985098,1098,PR_EDU_COST_05,,,1.0
2025,학부모,10985099,1098,PR_EDU_COST_05,,,1.0
2025,학부모,10985104,1098,PR_EDU_COST_05,30.0,,1.0
2025,학부모,10985106,1098,PR_EDU_COST_05,,,1.0
2025,학부모,10985107,1098,PR_EDU_COST_05,,,1.0
2025,학부모,10985108,1098,PR_EDU_COST_05,,,1.0
2025,학부모,10985109,1098,PR_EDU_COST_05,,,1.0
2025,학부모,10985114,1098,PR_EDU_COST_05,,,1.0
2025,학부모,10985116,1098,PR_EDU_COST_05,,,1.0
2025,학부모,10985118,1098,PR_EDU_COST_05,,,1.0
2025,학부모,10985119,1098,PR_EDU_COST_05,1.0,,1.0
2025,학부모,10985121,1098,PR_EDU_COST_05,1.0,,1.0
2025,학부모,10985122,1098,PR_EDU_COST_05,,,1.0
2025,학부모,10985124,1098,PR_EDU_COST_05,,,1.0
2025,학부모,10985125,1098,PR_EDU_COST_05,,,1.0
2025,학부모,10985128,1098,PR_EDU_COST_05,,,1.0
2025,학부모,10985129,1098,PR_EDU_COST_05,,,1.0
2025,학부모,10985130,1098,PR_EDU_COST_05,,,1.0
2025,학부모,10985133,1098,PR_EDU_COST_05,,,1.0
2025,학부모,10985134,1098,PR_EDU_COST_05,20.0,,1.0
2025,학부모,10985135,1098,PR_EDU_COST_05,,,1.0
2025,학부모,10985136,1098,PR_EDU_COST_05,1.0,,1.0
2025,학부모,10985137,1098,PR_EDU_COST_05,,,1.0
2025,학부모,10985138,1098,PR_EDU_COST_05,,,1.0
2025,학부모,10985139,1098,PR_EDU_COST_05,,,1.0
2025,학부모,10985140,1098,PR_EDU_COST_05,1.0,,1.0
2025,학부모,10985141,1098,PR_EDU_COST_05,,,1.0
2025,학부모,10985142,1098,PR_EDU_COST_05,,,1.0
2025,학부모,10985143,1098,PR_EDU_COST_05,,,1.0
2025,학부모,10985144,1098,PR_EDU_COST_05,,,1.0
2025,학부모,10985147,1098,PR_EDU_COST_05,,,1.0
2025,학부모,11005195,1100,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11005197,1100,PR_EDU_COST_05,,,1.0
2025,학부모,11005200,1100,PR_EDU_COST_05,,,1.0
2025,학부모,11005207,1100,PR_EDU_COST_05,,,1.0
2025,학부모,11005212,1100,PR_EDU_COST_05,,,1.0
2025,학부모,11005213,1100,PR_EDU_COST_05,,,1.0
2025,학부모,11005214,1100,PR_EDU_COST_05,,,1.0
2025,학부모,11005216,1100,PR_EDU_COST_05,,,1.0
2025,학부모,11005220,1100,PR_EDU_COST_05,3.0,,1.0
2025,학부모,11005223,1100,PR_EDU_COST_05,,,1.0
2025,학부모,11005224,1100,PR_EDU_COST_05,,,1.0
2025,학부모,11005226,1100,PR_EDU_COST_05,,,1.0
2025,학부모,11005227,1100,PR_EDU_COST_05,,,1.0
2025,학부모,11005229,1100,PR_EDU_COST_05,,,1.0
2025,학부모,11005234,1100,PR_EDU_COST_05,20.0,,1.0
2025,학부모,11015236,1101,PR_EDU_COST_05,1.5,,1.0
2025,학부모,11015239,1101,PR_EDU_COST_05,,,1.0
2025,학부모,11015241,1101,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11015243,1101,PR_EDU_COST_05,,,1.0
2025,학부모,11015244,1101,PR_EDU_COST_05,,,1.0
2025,학부모,11015248,1101,PR_EDU_COST_05,,,1.0
2025,학부모,11015249,1101,PR_EDU_COST_05,,,1.0
2025,학부모,11015253,1101,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11015255,1101,PR_EDU_COST_05,,,1.0
2025,학부모,11015256,1101,PR_EDU_COST_05,20.0,,1.0
2025,학부모,11015257,1101,PR_EDU_COST_05,,,1.0
2025,학부모,11015259,1101,PR_EDU_COST_05,,,1.0
2025,학부모,11015260,1101,PR_EDU_COST_05,,,1.0
2025,학부모,11015263,1101,PR_EDU_COST_05,,,1.0
2025,학부모,11015264,1101,PR_EDU_COST_05,,,1.0
2025,학부모,11015268,1101,PR_EDU_COST_05,,,1.0
2025,학부모,11015269,1101,PR_EDU_COST_05,10.0,,1.0
2025,학부모,11015271,1101,PR_EDU_COST_05,,,1.0
2025,학부모,11015272,1101,PR_EDU_COST_05,,,1.0
2025,학부모,11015274,1101,PR_EDU_COST_05,,,1.0
2025,학부모,11015276,1101,PR_EDU_COST_05,,,1.0
2025,학부모,11015277,1101,PR_EDU_COST_05,10.0,,1.0
2025,학부모,11015278,1101,PR_EDU_COST_05,3.0,,1.0
2025,학부모,11015279,1101,PR_EDU_COST_05,,,1.0
2025,학부모,11015284,1101,PR_EDU_COST_05,,,1.0
2025,학부모,11015286,1101,PR_EDU_COST_05,,,1.0
2025,학부모,11015288,1101,PR_EDU_COST_05,,,1.0
2025,학부모,11015289,1101,PR_EDU_COST_05,,,1.0
2025,학부모,11015290,1101,PR_EDU_COST_05,,,1.0
2025,학부모,11015291,1101,PR_EDU_COST_05,,,1.0
2025,학부모,11025292,1102,PR_EDU_COST_05,9.0,,1.0
2025,학부모,11025296,1102,PR_EDU_COST_05,,,1.0
2025,학부모,11025300,1102,PR_EDU_COST_05,,,1.0
2025,학부모,11025301,1102,PR_EDU_COST_05,,,1.0
2025,학부모,11025303,1102,PR_EDU_COST_05,,,1.0
2025,학부모,11025305,1102,PR_EDU_COST_05,,,1.0
2025,학부모,11025311,1102,PR_EDU_COST_05,,,1.0
2025,학부모,11025318,1102,PR_EDU_COST_05,,,1.0
2025,학부모,11025319,1102,PR_EDU_COST_05,,,1.0
2025,학부모,11025327,1102,PR_EDU_COST_05,,,1.0
2025,학부모,11025330,1102,PR_EDU_COST_05,,,1.0
2025,학부모,11025333,1102,PR_EDU_COST_05,,,1.0
2025,학부모,11025334,1102,PR_EDU_COST_05,,,1.0
2025,학부모,11025335,1102,PR_EDU_COST_05,,,1.0
2025,학부모,11025339,1102,PR_EDU_COST_05,,,1.0
2025,학부모,11035384,1103,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11045399,1104,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11045401,1104,PR_EDU_COST_05,,,1.0
2025,학부모,11045402,1104,PR_EDU_COST_05,,,1.0
2025,학부모,11045403,1104,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11045404,1104,PR_EDU_COST_05,,,1.0
2025,학부모,11045406,1104,PR_EDU_COST_05,,,1.0
2025,학부모,11045410,1104,PR_EDU_COST_05,,,1.0
2025,학부모,11045411,1104,PR_EDU_COST_05,,,1.0
2025,학부모,11045412,1104,PR_EDU_COST_05,,,1.0
2025,학부모,11045421,1104,PR_EDU_COST_05,8.0,,1.0
2025,학부모,11045427,1104,PR_EDU_COST_05,,,1.0
2025,학부모,11055455,1105,PR_EDU_COST_05,,,2.0
2025,학부모,11055461,1105,PR_EDU_COST_05,,,2.0
2025,학부모,11055463,1105,PR_EDU_COST_05,,,2.0
2025,학부모,11055465,1105,PR_EDU_COST_05,,,2.0
2025,학부모,11055467,1105,PR_EDU_COST_05,,,2.0
2025,학부모,11055472,1105,PR_EDU_COST_05,,,2.0
2025,학부모,11055475,1105,PR_EDU_COST_05,,,2.0
2025,학부모,11055483,1105,PR_EDU_COST_05,,,2.0
2025,학부모,11055489,1105,PR_EDU_COST_05,,,2.0
2025,학부모,11055496,1105,PR_EDU_COST_05,,,2.0
2025,학부모,11055500,1105,PR_EDU_COST_05,,,2.0
2025,학부모,11055501,1105,PR_EDU_COST_05,,,2.0
2025,학부모,11075594,1107,PR_EDU_COST_05,,,1.0
2025,학부모,11075609,1107,PR_EDU_COST_05,,,1.0
2025,학부모,11075611,1107,PR_EDU_COST_05,,,1.0
2025,학부모,11075614,1107,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11085618,1108,PR_EDU_COST_05,,,1.0
2025,학부모,11085623,1108,PR_EDU_COST_05,,,1.0
2025,학부모,11085627,1108,PR_EDU_COST_05,,,1.0
2025,학부모,11085645,1108,PR_EDU_COST_05,,,1.0
2025,학부모,11085658,1108,PR_EDU_COST_05,,,1.0
2025,학부모,11085662,1108,PR_EDU_COST_05,,,1.0
2025,학부모,11105728,1110,PR_EDU_COST_05,,,2.0
2025,학부모,11105737,1110,PR_EDU_COST_05,,,2.0
2025,학부모,11105740,1110,PR_EDU_COST_05,,,2.0
2025,학부모,11105750,1110,PR_EDU_COST_05,,,2.0
2025,학부모,11105751,1110,PR_EDU_COST_05,15.0,,2.0
2025,학부모,11105754,1110,PR_EDU_COST_05,,,2.0
2025,학부모,11105761,1110,PR_EDU_COST_05,,,2.0
2025,학부모,11105763,1110,PR_EDU_COST_05,,,2.0
2025,학부모,11105767,1110,PR_EDU_COST_05,,,2.0
2025,학부모,11105774,1110,PR_EDU_COST_05,,,2.0
2025,학부모,11125814,1112,PR_EDU_COST_05,,,2.0
2025,학부모,11125840,1112,PR_EDU_COST_05,,,2.0
2025,학부모,11135846,1113,PR_EDU_COST_05,,,2.0
2025,학부모,11135878,1113,PR_EDU_COST_05,,,2.0
2025,학부모,11145896,1114,PR_EDU_COST_05,,,1.0
2025,학부모,11145897,1114,PR_EDU_COST_05,14.0,,1.0
2025,학부모,11145906,1114,PR_EDU_COST_05,,,1.0
2025,학부모,11145911,1114,PR_EDU_COST_05,,,1.0
2025,학부모,11145914,1114,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11145920,1114,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11145929,1114,PR_EDU_COST_05,,,1.0
2025,학부모,11145931,1114,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11155969,1115,PR_EDU_COST_05,1.0,,2.0
2025,학부모,11155970,1115,PR_EDU_COST_05,,,2.0
2025,학부모,11155972,1115,PR_EDU_COST_05,,,2.0
2025,학부모,11155973,1115,PR_EDU_COST_05,,,2.0
2025,학부모,11155975,1115,PR_EDU_COST_05,,,2.0
2025,학부모,11155977,1115,PR_EDU_COST_05,,,2.0
2025,학부모,11155978,1115,PR_EDU_COST_05,1.0,,2.0
2025,학부모,11155982,1115,PR_EDU_COST_05,,,2.0
2025,학부모,11155983,1115,PR_EDU_COST_05,,,2.0
2025,학부모,11156021,1115,PR_EDU_COST_05,,,2.0
2025,학부모,11166034,1116,PR_EDU_COST_05,,,1.0
2025,학부모,11166049,1116,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11166052,1116,PR_EDU_COST_05,10.0,,1.0
2025,학부모,11166053,1116,PR_EDU_COST_05,,,1.0
2025,학부모,11166054,1116,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11166071,1116,PR_EDU_COST_05,,,1.0
2025,학부모,11166073,1116,PR_EDU_COST_05,,,1.0
2025,학부모,11186107,1118,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11186124,1118,PR_EDU_COST_05,,,1.0
2025,학부모,11186125,1118,PR_EDU_COST_05,,,1.0
2025,학부모,11186135,1118,PR_EDU_COST_05,,,1.0
2025,학부모,11186136,1118,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11186141,1118,PR_EDU_COST_05,,,1.0
2025,학부모,11186143,1118,PR_EDU_COST_05,,,1.0
2025,학부모,11186145,1118,PR_EDU_COST_05,,,1.0
2025,학부모,11186147,1118,PR_EDU_COST_05,11.0,,1.0
2025,학부모,11186151,1118,PR_EDU_COST_05,,,1.0
2025,학부모,11196196,1119,PR_EDU_COST_05,,,1.0
2025,학부모,11206225,1120,PR_EDU_COST_05,,,1.0
2025,학부모,11206228,1120,PR_EDU_COST_05,100.0,,1.0
2025,학부모,11206242,1120,PR_EDU_COST_05,,,1.0
2025,학부모,11206256,1120,PR_EDU_COST_05,,,1.0
2025,학부모,11206264,1120,PR_EDU_COST_05,,,1.0
2025,학부모,11216272,1121,PR_EDU_COST_05,,,1.0
2025,학부모,11216277,1121,PR_EDU_COST_05,,,1.0
2025,학부모,11216279,1121,PR_EDU_COST_05,,,1.0
2025,학부모,11216281,1121,PR_EDU_COST_05,,,1.0
2025,학부모,11216282,1121,PR_EDU_COST_05,20.0,,1.0
2025,학부모,11216285,1121,PR_EDU_COST_05,,,1.0
2025,학부모,11216292,1121,PR_EDU_COST_05,,,1.0
2025,학부모,11216296,1121,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11216311,1121,PR_EDU_COST_05,,,1.0
2025,학부모,11216313,1121,PR_EDU_COST_05,,,1.0
2025,학부모,11236382,1123,PR_EDU_COST_05,,,1.0
2025,학부모,11236384,1123,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11236385,1123,PR_EDU_COST_05,,,1.0
2025,학부모,11236387,1123,PR_EDU_COST_05,,,1.0
2025,학부모,11236388,1123,PR_EDU_COST_05,,,1.0
2025,학부모,11236389,1123,PR_EDU_COST_05,30.0,,1.0
2025,학부모,11236390,1123,PR_EDU_COST_05,,,1.0
2025,학부모,11236391,1123,PR_EDU_COST_05,,,1.0
2025,학부모,11236392,1123,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11236393,1123,PR_EDU_COST_05,,,1.0
2025,학부모,11236394,1123,PR_EDU_COST_05,,,1.0
2025,학부모,11236395,1123,PR_EDU_COST_05,,,1.0
2025,학부모,11236396,1123,PR_EDU_COST_05,,,1.0
2025,학부모,11236397,1123,PR_EDU_COST_05,,,1.0
2025,학부모,11236398,1123,PR_EDU_COST_05,,,1.0
2025,학부모,11236399,1123,PR_EDU_COST_05,,,1.0
2025,학부모,11236400,1123,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11236401,1123,PR_EDU_COST_05,,,1.0
2025,학부모,11236402,1123,PR_EDU_COST_05,,,1.0
2025,학부모,11236403,1123,PR_EDU_COST_05,,,1.0
2025,학부모,11236405,1123,PR_EDU_COST_05,,,1.0
2025,학부모,11236406,1123,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11236407,1123,PR_EDU_COST_05,20.0,,1.0
2025,학부모,11236408,1123,PR_EDU_COST_05,,,1.0
2025,학부모,11236409,1123,PR_EDU_COST_05,5.0,,1.0
2025,학부모,11236412,1123,PR_EDU_COST_05,,,1.0
2025,학부모,11236419,1123,PR_EDU_COST_05,,,1.0
2025,학부모,11236421,1123,PR_EDU_COST_05,,,1.0
2025,학부모,11236422,1123,PR_EDU_COST_05,,,1.0
2025,학부모,11256430,1125,PR_EDU_COST_05,,,1.0
2025,학부모,11256432,1125,PR_EDU_COST_05,,,1.0
2025,학부모,11256434,1125,PR_EDU_COST_05,,,1.0
2025,학부모,11256435,1125,PR_EDU_COST_05,,,1.0
2025,학부모,11256436,1125,PR_EDU_COST_05,,,1.0
2025,학부모,11256437,1125,PR_EDU_COST_05,,,1.0
2025,학부모,11256439,1125,PR_EDU_COST_05,,,1.0
2025,학부모,11256446,1125,PR_EDU_COST_05,,,1.0
2025,학부모,11256448,1125,PR_EDU_COST_05,,,1.0
2025,학부모,11256459,1125,PR_EDU_COST_05,15.0,,1.0
2025,학부모,11256460,1125,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11256461,1125,PR_EDU_COST_05,,,1.0
2025,학부모,11256462,1125,PR_EDU_COST_05,,,1.0
2025,학부모,11256463,1125,PR_EDU_COST_05,,,1.0
2025,학부모,11256466,1125,PR_EDU_COST_05,,,1.0
2025,학부모,11256467,1125,PR_EDU_COST_05,,,1.0
2025,학부모,11256468,1125,PR_EDU_COST_05,,,1.0
2025,학부모,11256469,1125,PR_EDU_COST_05,,,1.0
2025,학부모,11256474,1125,PR_EDU_COST_05,,,1.0
2025,학부모,11256477,1125,PR_EDU_COST_05,,,1.0
2025,학부모,11256478,1125,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11256480,1125,PR_EDU_COST_05,,,1.0
2025,학부모,11256481,1125,PR_EDU_COST_05,,,1.0
2025,학부모,11256482,1125,PR_EDU_COST_05,,,1.0
2025,학부모,11256485,1125,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11256486,1125,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11256487,1125,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11256488,1125,PR_EDU_COST_05,10.0,,1.0
2025,학부모,11256489,1125,PR_EDU_COST_05,,,1.0
2025,학부모,11256490,1125,PR_EDU_COST_05,30.0,,1.0
2025,학부모,11276495,1127,PR_EDU_COST_05,,,2.0
2025,학부모,11276499,1127,PR_EDU_COST_05,1.0,,2.0
2025,학부모,11276510,1127,PR_EDU_COST_05,,,2.0
2025,학부모,11276516,1127,PR_EDU_COST_05,,,2.0
2025,학부모,11276519,1127,PR_EDU_COST_05,30.0,,2.0
2025,학부모,11276520,1127,PR_EDU_COST_05,,,2.0
2025,학부모,11276541,1127,PR_EDU_COST_05,,,2.0
2025,학부모,11286561,1128,PR_EDU_COST_05,10.0,,2.0
2025,학부모,11286576,1128,PR_EDU_COST_05,,,2.0
2025,학부모,11316687,1131,PR_EDU_COST_05,,,1.0
2025,학부모,11316688,1131,PR_EDU_COST_05,,,1.0
2025,학부모,11316691,1131,PR_EDU_COST_05,,,1.0
2025,학부모,11316695,1131,PR_EDU_COST_05,,,1.0
2025,학부모,11316697,1131,PR_EDU_COST_05,13.0,,1.0
2025,학부모,11316698,1131,PR_EDU_COST_05,,,1.0
2025,학부모,11316701,1131,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11316704,1131,PR_EDU_COST_05,,,1.0
2025,학부모,11316705,1131,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11316710,1131,PR_EDU_COST_05,,,1.0
2025,학부모,11316712,1131,PR_EDU_COST_05,,,1.0
2025,학부모,11316713,1131,PR_EDU_COST_05,,,1.0
2025,학부모,11316718,1131,PR_EDU_COST_05,,,1.0
2025,학부모,11316719,1131,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11316726,1131,PR_EDU_COST_05,,,1.0
2025,학부모,11316728,1131,PR_EDU_COST_05,,,1.0
2025,학부모,11316731,1131,PR_EDU_COST_05,,,1.0
2025,학부모,11316732,1131,PR_EDU_COST_05,,,1.0
2025,학부모,11316734,1131,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11316738,1131,PR_EDU_COST_05,20.0,,1.0
2025,학부모,11316740,1131,PR_EDU_COST_05,,,1.0
2025,학부모,11316742,1131,PR_EDU_COST_05,,,1.0
2025,학부모,11316743,1131,PR_EDU_COST_05,,,1.0
2025,학부모,11316745,1131,PR_EDU_COST_05,,,1.0
2025,학부모,11316747,1131,PR_EDU_COST_05,,,1.0
2025,학부모,11316748,1131,PR_EDU_COST_05,,,1.0
2025,학부모,11326751,1132,PR_EDU_COST_05,,,1.0
2025,학부모,11326755,1132,PR_EDU_COST_05,,,1.0
2025,학부모,11326756,1132,PR_EDU_COST_05,43.0,,1.0
2025,학부모,11326757,1132,PR_EDU_COST_05,,,1.0
2025,학부모,11326759,1132,PR_EDU_COST_05,,,1.0
2025,학부모,11326763,1132,PR_EDU_COST_05,,,1.0
2025,학부모,11326764,1132,PR_EDU_COST_05,,,1.0
2025,학부모,11326767,1132,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11326772,1132,PR_EDU_COST_05,,,1.0
2025,학부모,11326773,1132,PR_EDU_COST_05,,,1.0
2025,학부모,11326776,1132,PR_EDU_COST_05,,,1.0
2025,학부모,11326777,1132,PR_EDU_COST_05,,,1.0
2025,학부모,11326779,1132,PR_EDU_COST_05,,,1.0
2025,학부모,11326780,1132,PR_EDU_COST_05,,,1.0
2025,학부모,11356862,1135,PR_EDU_COST_05,,,1.0
2025,학부모,11376906,1137,PR_EDU_COST_05,,,1.0
2025,학부모,11376908,1137,PR_EDU_COST_05,20.0,,1.0
2025,학부모,11376910,1137,PR_EDU_COST_05,,,1.0
2025,학부모,11376913,1137,PR_EDU_COST_05,20.0,,1.0
2025,학부모,11376914,1137,PR_EDU_COST_05,150.0,,1.0
2025,학부모,11376918,1137,PR_EDU_COST_05,,,1.0
2025,학부모,11376922,1137,PR_EDU_COST_05,,,1.0
2025,학부모,11386928,1138,PR_EDU_COST_05,,,1.0
2025,학부모,11386944,1138,PR_EDU_COST_05,,,1.0
2025,학부모,11386947,1138,PR_EDU_COST_05,,,1.0
2025,학부모,11386956,1138,PR_EDU_COST_05,,,1.0
2025,학부모,11386974,1138,PR_EDU_COST_05,,,1.0
2025,학부모,11396994,1139,PR_EDU_COST_05,,,1.0
2025,학부모,11397003,1139,PR_EDU_COST_05,9.0,,1.0
2025,학부모,11427128,1142,PR_EDU_COST_05,,,1.0
2025,학부모,11427133,1142,PR_EDU_COST_05,15.0,,1.0
2025,학부모,11427135,1142,PR_EDU_COST_05,,,1.0
2025,학부모,11427136,1142,PR_EDU_COST_05,,,1.0
2025,학부모,11427138,1142,PR_EDU_COST_05,,,1.0
2025,학부모,11427139,1142,PR_EDU_COST_05,,,1.0
2025,학부모,11427142,1142,PR_EDU_COST_05,,,1.0
2025,학부모,11427145,1142,PR_EDU_COST_05,,,1.0
2025,학부모,11427147,1142,PR_EDU_COST_05,,,1.0
2025,학부모,11427149,1142,PR_EDU_COST_05,,,1.0
2025,학부모,11427152,1142,PR_EDU_COST_05,,,1.0
2025,학부모,11427157,1142,PR_EDU_COST_05,,,1.0
2025,학부모,11427158,1142,PR_EDU_COST_05,,,1.0
2025,학부모,11427159,1142,PR_EDU_COST_05,,,1.0
2025,학부모,11427162,1142,PR_EDU_COST_05,,,1.0
2025,학부모,11427163,1142,PR_EDU_COST_05,,,1.0
2025,학부모,11427165,1142,PR_EDU_COST_05,3.0,,1.0
2025,학부모,11427166,1142,PR_EDU_COST_05,,,1.0
2025,학부모,11427167,1142,PR_EDU_COST_05,,,1.0
2025,학부모,11427168,1142,PR_EDU_COST_05,,,1.0
2025,학부모,11427171,1142,PR_EDU_COST_05,,,1.0
2025,학부모,11427172,1142,PR_EDU_COST_05,15.0,,1.0
2025,학부모,11427173,1142,PR_EDU_COST_05,,,1.0
2025,학부모,11437174,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437175,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437176,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437177,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437178,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437179,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437180,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437181,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437182,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437183,1143,PR_EDU_COST_05,16.0,,1.0
2025,학부모,11437184,1143,PR_EDU_COST_05,5.0,,1.0
2025,학부모,11437185,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437186,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437187,1143,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11437188,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437189,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437190,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437191,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437192,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437193,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437194,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437195,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437196,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437197,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437198,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437199,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437200,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437201,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437202,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437203,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437204,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437205,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437207,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437209,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437210,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437212,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437215,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437216,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437218,1143,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11437220,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437221,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437223,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437224,1143,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11437226,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437227,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437228,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437229,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437230,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437232,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437233,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437234,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11437235,1143,PR_EDU_COST_05,,,1.0
2025,학부모,11447236,1144,PR_EDU_COST_05,,,2.0
2025,학부모,11447237,1144,PR_EDU_COST_05,,,2.0
2025,학부모,11447238,1144,PR_EDU_COST_05,,,2.0
2025,학부모,11447239,1144,PR_EDU_COST_05,,,2.0
2025,학부모,11447240,1144,PR_EDU_COST_05,,,2.0
2025,학부모,11447241,1144,PR_EDU_COST_05,,,2.0
2025,학부모,11447242,1144,PR_EDU_COST_05,,,2.0
2025,학부모,11447246,1144,PR_EDU_COST_05,,,2.0
2025,학부모,11447247,1144,PR_EDU_COST_05,,,2.0
2025,학부모,11447251,1144,PR_EDU_COST_05,,,2.0
2025,학부모,11447252,1144,PR_EDU_COST_05,,,2.0
2025,학부모,11447254,1144,PR_EDU_COST_05,,,2.0
2025,학부모,11447255,1144,PR_EDU_COST_05,,,2.0
2025,학부모,11447256,1144,PR_EDU_COST_05,,,2.0
2025,학부모,11457331,1145,PR_EDU_COST_05,1.0,,1.0
2025,학부모,11477341,1147,PR_EDU_COST_05,,,2.0
2025,학부모,11477353,1147,PR_EDU_COST_05,,,2.0
2025,학부모,11477356,1147,PR_EDU_COST_05,,,2.0
