조사명,학교급,indicator_id,대분류코드,대분류,소주제코드,소주제,응답주체,지표명,조사연도,주기,코드,응답수,비율,선지라벨
경기학교교육실태조사,중학교,ST_RELATION_06,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 6)학교 선생님들은 나에게 무관심하다",2021,1주기,5.0,119,1.34,매우 그렇다
경기학교교육실태조사,중학교,ST_RELATION_06,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 6)학교 선생님들은 나에게 무관심하다",2025,2주기,1.0,1406,27.18,전혀그렇지않다
경기학교교육실태조사,중학교,ST_RELATION_06,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 6)학교 선생님들은 나에게 무관심하다",2025,2주기,2.0,1887,36.48,그렇지않다
경기학교교육실태조사,중학교,ST_RELATION_06,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 6)학교 선생님들은 나에게 무관심하다",2025,2주기,3.0,1248,24.13,보통이다
경기학교교육실태조사,중학교,ST_RELATION_06,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 6)학교 선생님들은 나에게 무관심하다",2025,2주기,4.0,377,7.29,그렇다
경기학교교육실태조사,중학교,ST_RELATION_06,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 6)학교 선생님들은 나에게 무관심하다",2025,2주기,5.0,255,4.93,매우그렇다
경기학교교육실태조사,중학교,ST_RELATION_07,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 7)학교 선생님들에게 고민 상담을 한다",2021,1주기,1.0,2069,23.29,전혀 그렇지 않다
경기학교교육실태조사,중학교,ST_RELATION_07,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 7)학교 선생님들에게 고민 상담을 한다",2021,1주기,2.0,2306,25.96,그렇지 않다
경기학교교육실태조사,중학교,ST_RELATION_07,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 7)학교 선생님들에게 고민 상담을 한다",2021,1주기,3.0,2727,30.7,보통이다
경기학교교육실태조사,중학교,ST_RELATION_07,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 7)학교 선생님들에게 고민 상담을 한다",2021,1주기,4.0,1272,14.32,그렇다
경기학교교육실태조사,중학교,ST_RELATION_07,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 7)학교 선생님들에게 고민 상담을 한다",2021,1주기,5.0,510,5.74,매우 그렇다
경기학교교육실태조사,중학교,ST_RELATION_07,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 7)학교 선생님들에게 고민 상담을 한다",2025,2주기,1.0,750,14.5,전혀그렇지않다
경기학교교육실태조사,중학교,ST_RELATION_07,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 7)학교 선생님들에게 고민 상담을 한다",2025,2주기,2.0,1202,23.24,그렇지않다
경기학교교육실태조사,중학교,ST_RELATION_07,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 7)학교 선생님들에게 고민 상담을 한다",2025,2주기,3.0,1692,32.71,보통이다
경기학교교육실태조사,중학교,ST_RELATION_07,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 7)학교 선생님들에게 고민 상담을 한다",2025,2주기,4.0,975,18.85,그렇다
경기학교교육실태조사,중학교,ST_RELATION_07,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 7)학교 선생님들에게 고민 상담을 한다",2025,2주기,5.0,554,10.71,매우그렇다
경기학교교육실태조사,중학교,ST_RELATION_08,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 8)학교 선생님은 나를 존중해 주신다",2021,1주기,1.0,138,1.55,전혀 그렇지 않다
경기학교교육실태조사,중학교,ST_RELATION_08,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 8)학교 선생님은 나를 존중해 주신다",2021,1주기,2.0,139,1.56,그렇지 않다
경기학교교육실태조사,중학교,ST_RELATION_08,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 8)학교 선생님은 나를 존중해 주신다",2021,1주기,3.0,2297,25.86,보통이다
경기학교교육실태조사,중학교,ST_RELATION_08,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 8)학교 선생님은 나를 존중해 주신다",2021,1주기,4.0,3959,44.56,그렇다
경기학교교육실태조사,중학교,ST_RELATION_08,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 8)학교 선생님은 나를 존중해 주신다",2021,1주기,5.0,2351,26.46,매우 그렇다
경기학교교육실태조사,중학교,ST_RELATION_08,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 8)학교 선생님은 나를 존중해 주신다",2025,2주기,1.0,81,1.57,전혀그렇지않다
경기학교교육실태조사,중학교,ST_RELATION_08,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 8)학교 선생님은 나를 존중해 주신다",2025,2주기,2.0,115,2.22,그렇지않다
경기학교교육실태조사,중학교,ST_RELATION_08,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 8)학교 선생님은 나를 존중해 주신다",2025,2주기,3.0,1270,24.55,보통이다
경기학교교육실태조사,중학교,ST_RELATION_08,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 8)학교 선생님은 나를 존중해 주신다",2025,2주기,4.0,2247,43.44,그렇다
경기학교교육실태조사,중학교,ST_RELATION_08,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 8)학교 선생님은 나를 존중해 주신다",2025,2주기,5.0,1460,28.22,매우그렇다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_01,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 1)학습능력 신장,2021,1주기,1.0,223,2.51,전혀 그렇지 않다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_01,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 1)학습능력 신장,2021,1주기,2.0,448,5.04,그렇지 않다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_01,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 1)학습능력 신장,2021,1주기,3.0,3677,41.39,보통이다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_01,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 1)학습능력 신장,2021,1주기,4.0,3343,37.63,그렇다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_01,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 1)학습능력 신장,2021,1주기,5.0,1193,13.43,매우 그렇다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_01,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 1)학습능력 신장,2025,2주기,1.0,159,3.07,전혀그렇지않다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_01,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 1)학습능력 신장,2025,2주기,2.0,308,5.95,그렇지않다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_01,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 1)학습능력 신장,2025,2주기,3.0,2018,39.01,보통이다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_01,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 1)학습능력 신장,2025,2주기,4.0,1841,35.59,그렇다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_01,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 1)학습능력 신장,2025,2주기,5.0,847,16.37,매우그렇다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_02,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 2)특기적성 신장,2021,1주기,1.0,325,3.66,전혀 그렇지 않다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_02,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 2)특기적성 신장,2021,1주기,2.0,758,8.53,그렇지 않다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_02,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 2)특기적성 신장,2021,1주기,3.0,3910,44.01,보통이다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_02,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 2)특기적성 신장,2021,1주기,4.0,2782,31.31,그렇다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_02,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 2)특기적성 신장,2021,1주기,5.0,1109,12.48,매우 그렇다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_02,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 2)특기적성 신장,2025,2주기,1.0,244,4.72,전혀그렇지않다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_02,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 2)특기적성 신장,2025,2주기,2.0,420,8.12,그렇지않다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_02,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 2)특기적성 신장,2025,2주기,3.0,2105,40.69,보통이다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_02,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 2)특기적성 신장,2025,2주기,4.0,1627,31.45,그렇다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_02,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 2)특기적성 신장,2025,2주기,5.0,777,15.02,매우그렇다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_03,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 3)진로상담,2021,1주기,1.0,299,3.37,전혀 그렇지 않다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_03,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 3)진로상담,2021,1주기,2.0,559,6.29,그렇지 않다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_03,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 3)진로상담,2021,1주기,3.0,3456,38.9,보통이다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_03,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 3)진로상담,2021,1주기,4.0,3169,35.67,그렇다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_03,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 3)진로상담,2021,1주기,5.0,1401,15.77,매우 그렇다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_03,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 3)진로상담,2025,2주기,1.0,163,3.15,전혀그렇지않다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_03,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 3)진로상담,2025,2주기,2.0,335,6.48,그렇지않다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_03,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 3)진로상담,2025,2주기,3.0,1917,37.06,보통이다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_03,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 3)진로상담,2025,2주기,4.0,1833,35.43,그렇다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_03,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 3)진로상담,2025,2주기,5.0,925,17.88,매우그렇다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_04,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 4)학교급식,2021,1주기,1.0,931,10.48,전혀 그렇지 않다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_04,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 4)학교급식,2021,1주기,2.0,1064,11.98,그렇지 않다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_04,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 4)학교급식,2021,1주기,3.0,2830,31.86,보통이다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_04,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 4)학교급식,2021,1주기,4.0,2429,27.34,그렇다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_04,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 4)학교급식,2021,1주기,5.0,1630,18.35,매우 그렇다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_04,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 4)학교급식,2025,2주기,1.0,221,4.27,전혀그렇지않다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_04,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 4)학교급식,2025,2주기,2.0,347,6.71,그렇지않다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_04,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 4)학교급식,2025,2주기,3.0,1413,27.31,보통이다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_04,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 4)학교급식,2025,2주기,4.0,1680,32.48,그렇다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_04,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 4)학교급식,2025,2주기,5.0,1512,29.23,매우그렇다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_05,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 5)다양한 학습 프로그램,2021,1주기,1.0,333,3.75,전혀 그렇지 않다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_05,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 5)다양한 학습 프로그램,2021,1주기,2.0,669,7.53,그렇지 않다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_05,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 5)다양한 학습 프로그램,2021,1주기,3.0,3826,43.07,보통이다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_05,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 5)다양한 학습 프로그램,2021,1주기,4.0,2881,32.43,그렇다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_05,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 5)다양한 학습 프로그램,2021,1주기,5.0,1175,13.23,매우 그렇다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_05,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 5)다양한 학습 프로그램,2025,2주기,1.0,185,3.58,전혀그렇지않다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_05,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 5)다양한 학습 프로그램,2025,2주기,2.0,282,5.45,그렇지않다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_05,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 5)다양한 학습 프로그램,2025,2주기,3.0,1980,38.28,보통이다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_05,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 5)다양한 학습 프로그램,2025,2주기,4.0,1832,35.41,그렇다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_05,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 5)다양한 학습 프로그램,2025,2주기,5.0,894,17.28,매우그렇다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_06,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 6)교육시설과 환경,2021,1주기,1.0,319,3.59,전혀 그렇지 않다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_06,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 6)교육시설과 환경,2021,1주기,2.0,519,5.84,그렇지 않다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_06,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 6)교육시설과 환경,2021,1주기,3.0,3655,41.14,보통이다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_06,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 6)교육시설과 환경,2021,1주기,4.0,3136,35.3,그렇다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_06,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 6)교육시설과 환경,2021,1주기,5.0,1255,14.13,매우 그렇다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_06,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 6)교육시설과 환경,2025,2주기,1.0,203,3.92,전혀그렇지않다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_06,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 6)교육시설과 환경,2025,2주기,2.0,351,6.79,그렇지않다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_06,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 6)교육시설과 환경,2025,2주기,3.0,1789,34.58,보통이다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_06,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 6)교육시설과 환경,2025,2주기,4.0,1996,38.58,그렇다
경기학교교육실태조사,중학교,ST_SAT_DETAIL_06,C09,만족도,S0902,세부 만족도,학생,세부적인 만족도 - 6)교육시설과 환경,2025,2주기,5.0,834,16.12,매우그렇다
경기학교교육실태조사,중학교,ST_SAT_TOTAL_01,C09,만족도,S0901,전반적 만족도,학생,전반적인 만족도 - 현재 다니는 학교에 어느 정도 만족하는지,2021,1주기,1.0,347,3.91,전혀 만족하지 않음
경기학교교육실태조사,중학교,ST_SAT_TOTAL_01,C09,만족도,S0901,전반적 만족도,학생,전반적인 만족도 - 현재 다니는 학교에 어느 정도 만족하는지,2021,1주기,2.0,657,7.4,만족하지 않음
경기학교교육실태조사,중학교,ST_SAT_TOTAL_01,C09,만족도,S0901,전반적 만족도,학생,전반적인 만족도 - 현재 다니는 학교에 어느 정도 만족하는지,2021,1주기,3.0,2972,33.45,보통임
경기학교교육실태조사,중학교,ST_SAT_TOTAL_01,C09,만족도,S0901,전반적 만족도,학생,전반적인 만족도 - 현재 다니는 학교에 어느 정도 만족하는지,2021,1주기,4.0,3500,39.4,만족함
경기학교교육실태조사,중학교,ST_SAT_TOTAL_01,C09,만족도,S0901,전반적 만족도,학생,전반적인 만족도 - 현재 다니는 학교에 어느 정도 만족하는지,2021,1주기,5.0,1408,15.85,매우 만족함
경기학교교육실태조사,중학교,ST_SAT_TOTAL_01,C09,만족도,S0901,전반적 만족도,학생,전반적인 만족도 - 현재 다니는 학교에 어느 정도 만족하는지,2025,2주기,1.0,277,5.35,매우 불만족
경기학교교육실태조사,중학교,ST_SAT_TOTAL_01,C09,만족도,S0901,전반적 만족도,학생,전반적인 만족도 - 현재 다니는 학교에 어느 정도 만족하는지,2025,2주기,2.0,440,8.51,불만족
경기학교교육실태조사,중학교,ST_SAT_TOTAL_01,C09,만족도,S0901,전반적 만족도,학생,전반적인 만족도 - 현재 다니는 학교에 어느 정도 만족하는지,2025,2주기,3.0,1628,31.47,보통
경기학교교육실태조사,중학교,ST_SAT_TOTAL_01,C09,만족도,S0901,전반적 만족도,학생,전반적인 만족도 - 현재 다니는 학교에 어느 정도 만족하는지,2025,2주기,4.0,1826,35.3,만족
경기학교교육실태조사,중학교,ST_SAT_TOTAL_01,C09,만족도,S0901,전반적 만족도,학생,전반적인 만족도 - 현재 다니는 학교에 어느 정도 만족하는지,2025,2주기,5.0,1002,19.37,매우만족
경기학교교육실태조사,중학교,ST_SDL_01,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,"자기주도학습 - 1)나는 알고 싶은 것이 있을 때, 그것을 어떻게 배워야 할지 알 수 있다",2021,1주기,1.0,520,5.85,전혀 그렇지 않다
경기학교교육실태조사,중학교,ST_SDL_01,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,"자기주도학습 - 1)나는 알고 싶은 것이 있을 때, 그것을 어떻게 배워야 할지 알 수 있다",2021,1주기,2.0,1041,11.72,그렇지 않다
경기학교교육실태조사,중학교,ST_SDL_01,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,"자기주도학습 - 1)나는 알고 싶은 것이 있을 때, 그것을 어떻게 배워야 할지 알 수 있다",2021,1주기,3.0,3425,38.55,보통이다
경기학교교육실태조사,중학교,ST_SDL_01,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,"자기주도학습 - 1)나는 알고 싶은 것이 있을 때, 그것을 어떻게 배워야 할지 알 수 있다",2021,1주기,4.0,2950,33.21,그렇다
경기학교교육실태조사,중학교,ST_SDL_01,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,"자기주도학습 - 1)나는 알고 싶은 것이 있을 때, 그것을 어떻게 배워야 할지 알 수 있다",2021,1주기,5.0,948,10.67,매우 그렇다
경기학교교육실태조사,중학교,ST_SDL_01,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,"자기주도학습 - 1)나는 알고 싶은 것이 있을 때, 그것을 어떻게 배워야 할지 알 수 있다",2025,2주기,1.0,284,5.49,전혀그렇지않다
경기학교교육실태조사,중학교,ST_SDL_01,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,"자기주도학습 - 1)나는 알고 싶은 것이 있을 때, 그것을 어떻게 배워야 할지 알 수 있다",2025,2주기,2.0,564,10.9,그렇지않다
경기학교교육실태조사,중학교,ST_SDL_01,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,"자기주도학습 - 1)나는 알고 싶은 것이 있을 때, 그것을 어떻게 배워야 할지 알 수 있다",2025,2주기,3.0,2035,39.34,보통이다
경기학교교육실태조사,중학교,ST_SDL_01,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,"자기주도학습 - 1)나는 알고 싶은 것이 있을 때, 그것을 어떻게 배워야 할지 알 수 있다",2025,2주기,4.0,1734,33.52,그렇다
경기학교교육실태조사,중학교,ST_SDL_01,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,"자기주도학습 - 1)나는 알고 싶은 것이 있을 때, 그것을 어떻게 배워야 할지 알 수 있다",2025,2주기,5.0,556,10.75,매우그렇다
경기학교교육실태조사,중학교,ST_SDL_02,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,자기주도학습 - 2)내가 알고 싶은 정보를 찾는 방법을 알고 있다,2021,1주기,1.0,342,3.85,전혀 그렇지 않다
경기학교교육실태조사,중학교,ST_SDL_02,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,자기주도학습 - 2)내가 알고 싶은 정보를 찾는 방법을 알고 있다,2021,1주기,2.0,514,5.79,그렇지 않다
경기학교교육실태조사,중학교,ST_SDL_02,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,자기주도학습 - 2)내가 알고 싶은 정보를 찾는 방법을 알고 있다,2021,1주기,3.0,2366,26.63,보통이다
경기학교교육실태조사,중학교,ST_SDL_02,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,자기주도학습 - 2)내가 알고 싶은 정보를 찾는 방법을 알고 있다,2021,1주기,4.0,4007,45.1,그렇다
경기학교교육실태조사,중학교,ST_SDL_02,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,자기주도학습 - 2)내가 알고 싶은 정보를 찾는 방법을 알고 있다,2021,1주기,5.0,1655,18.63,매우 그렇다
경기학교교육실태조사,중학교,ST_SDL_02,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,자기주도학습 - 2)내가 알고 싶은 정보를 찾는 방법을 알고 있다,2025,2주기,1.0,211,4.08,전혀그렇지않다
경기학교교육실태조사,중학교,ST_SDL_02,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,자기주도학습 - 2)내가 알고 싶은 정보를 찾는 방법을 알고 있다,2025,2주기,2.0,315,6.09,그렇지않다
경기학교교육실태조사,중학교,ST_SDL_02,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,자기주도학습 - 2)내가 알고 싶은 정보를 찾는 방법을 알고 있다,2025,2주기,3.0,1351,26.12,보통이다
경기학교교육실태조사,중학교,ST_SDL_02,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,자기주도학습 - 2)내가 알고 싶은 정보를 찾는 방법을 알고 있다,2025,2주기,4.0,2339,45.22,그렇다
경기학교교육실태조사,중학교,ST_SDL_02,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,자기주도학습 - 2)내가 알고 싶은 정보를 찾는 방법을 알고 있다,2025,2주기,5.0,957,18.5,매우그렇다
경기학교교육실태조사,중학교,ST_SDL_03,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,자기주도학습 - 3)나는 사물에 관해 호기심을 갖고 있다,2021,1주기,1.0,582,6.55,전혀 그렇지 않다
경기학교교육실태조사,중학교,ST_SDL_03,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,자기주도학습 - 3)나는 사물에 관해 호기심을 갖고 있다,2021,1주기,2.0,1196,13.46,그렇지 않다
경기학교교육실태조사,중학교,ST_SDL_03,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,자기주도학습 - 3)나는 사물에 관해 호기심을 갖고 있다,2021,1주기,3.0,3162,35.59,보통이다
경기학교교육실태조사,중학교,ST_SDL_03,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,자기주도학습 - 3)나는 사물에 관해 호기심을 갖고 있다,2021,1주기,4.0,2847,32.05,그렇다
경기학교교육실태조사,중학교,ST_SDL_03,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,자기주도학습 - 3)나는 사물에 관해 호기심을 갖고 있다,2021,1주기,5.0,1097,12.35,매우 그렇다
경기학교교육실태조사,중학교,ST_SDL_03,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,자기주도학습 - 3)나는 사물에 관해 호기심을 갖고 있다,2025,2주기,1.0,320,6.19,전혀그렇지않다
경기학교교육실태조사,중학교,ST_SDL_03,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,자기주도학습 - 3)나는 사물에 관해 호기심을 갖고 있다,2025,2주기,2.0,851,16.45,그렇지않다
경기학교교육실태조사,중학교,ST_SDL_03,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,자기주도학습 - 3)나는 사물에 관해 호기심을 갖고 있다,2025,2주기,3.0,1973,38.14,보통이다
경기학교교육실태조사,중학교,ST_SDL_03,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,자기주도학습 - 3)나는 사물에 관해 호기심을 갖고 있다,2025,2주기,4.0,1467,28.36,그렇다
경기학교교육실태조사,중학교,ST_SDL_03,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,자기주도학습 - 3)나는 사물에 관해 호기심을 갖고 있다,2025,2주기,5.0,562,10.86,매우그렇다
경기학교교육실태조사,중학교,ST_SDL_04,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,자기주도학습 - 4)나는 어떤 일을 해내는 특별한 방법을 잘 생각해 낸다,2021,1주기,1.0,529,5.95,전혀 그렇지 않다
경기학교교육실태조사,중학교,ST_SDL_04,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,자기주도학습 - 4)나는 어떤 일을 해내는 특별한 방법을 잘 생각해 낸다,2021,1주기,2.0,1346,15.15,그렇지 않다
경기학교교육실태조사,중학교,ST_SDL_04,C02,학업,S0203A,자기주도학습(주도성·창의성),학생,자기주도학습 - 4)나는 어떤 일을 해내는 특별한 방법을 잘 생각해 낸다,2021,1주기,3.0,3617,40.71,보통이다
