조사명,학교급,indicator_id,대분류코드,대분류,소주제코드,소주제,응답주체,지표명,조사연도,주기,코드,응답수,비율,선지라벨
경기학교교육실태조사,중학교,PR_RELATION_06,C04,학교생활·관계,S0401,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 6)내 아이는 학교 선생님들에게 고민을 잘 털어놓는다,2021,1주기,3.0,2628,44.18,보통이다
경기학교교육실태조사,중학교,PR_RELATION_06,C04,학교생활·관계,S0401,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 6)내 아이는 학교 선생님들에게 고민을 잘 털어놓는다,2021,1주기,4.0,1119,18.81,그렇다
경기학교교육실태조사,중학교,PR_RELATION_06,C04,학교생활·관계,S0401,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 6)내 아이는 학교 선생님들에게 고민을 잘 털어놓는다,2021,1주기,5.0,303,5.09,매우 그렇다
경기학교교육실태조사,중학교,PR_RELATION_06,C04,학교생활·관계,S0401,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 6)내 아이는 학교 선생님들에게 고민을 잘 털어놓는다,2025,2주기,1.0,88,5.94,전혀그렇지않다
경기학교교육실태조사,중학교,PR_RELATION_06,C04,학교생활·관계,S0401,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 6)내 아이는 학교 선생님들에게 고민을 잘 털어놓는다,2025,2주기,2.0,348,23.48,그렇지않다
경기학교교육실태조사,중학교,PR_RELATION_06,C04,학교생활·관계,S0401,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 6)내 아이는 학교 선생님들에게 고민을 잘 털어놓는다,2025,2주기,3.0,682,46.02,보통이다
경기학교교육실태조사,중학교,PR_RELATION_06,C04,학교생활·관계,S0401,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 6)내 아이는 학교 선생님들에게 고민을 잘 털어놓는다,2025,2주기,4.0,291,19.64,그렇다
경기학교교육실태조사,중학교,PR_RELATION_06,C04,학교생활·관계,S0401,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 6)내 아이는 학교 선생님들에게 고민을 잘 털어놓는다,2025,2주기,5.0,73,4.93,매우그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_01,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 1)자녀의 학습능력을 잘 길러주고 있다,2021,1주기,1.0,82,1.38,전혀 그렇지 않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_01,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 1)자녀의 학습능력을 잘 길러주고 있다,2021,1주기,2.0,367,6.17,그렇지 않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_01,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 1)자녀의 학습능력을 잘 길러주고 있다,2021,1주기,3.0,2736,46.0,보통이다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_01,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 1)자녀의 학습능력을 잘 길러주고 있다,2021,1주기,4.0,2312,38.87,그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_01,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 1)자녀의 학습능력을 잘 길러주고 있다,2021,1주기,5.0,451,7.58,매우 그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_01,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 1)자녀의 학습능력을 잘 길러주고 있다,2025,2주기,1.0,14,0.94,전혀그렇지않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_01,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 1)자녀의 학습능력을 잘 길러주고 있다,2025,2주기,2.0,74,4.99,그렇지않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_01,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 1)자녀의 학습능력을 잘 길러주고 있다,2025,2주기,3.0,645,43.52,보통이다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_01,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 1)자녀의 학습능력을 잘 길러주고 있다,2025,2주기,4.0,624,42.11,그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_01,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 1)자녀의 학습능력을 잘 길러주고 있다,2025,2주기,5.0,125,8.43,매우그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_02,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 2)자녀의 특기와 적성을 잘 계발해주고 있다,2021,1주기,1.0,138,2.32,전혀 그렇지 않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_02,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 2)자녀의 특기와 적성을 잘 계발해주고 있다,2021,1주기,2.0,789,13.26,그렇지 않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_02,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 2)자녀의 특기와 적성을 잘 계발해주고 있다,2021,1주기,3.0,3001,50.45,보통이다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_02,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 2)자녀의 특기와 적성을 잘 계발해주고 있다,2021,1주기,4.0,1649,27.72,그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_02,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 2)자녀의 특기와 적성을 잘 계발해주고 있다,2021,1주기,5.0,371,6.24,매우 그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_02,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 2)자녀의 특기와 적성을 잘 계발해주고 있다,2025,2주기,1.0,27,1.82,전혀그렇지않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_02,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 2)자녀의 특기와 적성을 잘 계발해주고 있다,2025,2주기,2.0,132,8.91,그렇지않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_02,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 2)자녀의 특기와 적성을 잘 계발해주고 있다,2025,2주기,3.0,783,52.83,보통이다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_02,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 2)자녀의 특기와 적성을 잘 계발해주고 있다,2025,2주기,4.0,438,29.55,그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_02,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 2)자녀의 특기와 적성을 잘 계발해주고 있다,2025,2주기,5.0,102,6.88,매우그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_03,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 3)자녀의 수준에 맞게 잘 가르치고 있다,2021,1주기,1.0,84,1.41,전혀 그렇지 않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_03,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 3)자녀의 수준에 맞게 잘 가르치고 있다,2021,1주기,2.0,437,7.35,그렇지 않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_03,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 3)자녀의 수준에 맞게 잘 가르치고 있다,2021,1주기,3.0,2742,46.1,보통이다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_03,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 3)자녀의 수준에 맞게 잘 가르치고 있다,2021,1주기,4.0,2276,38.26,그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_03,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 3)자녀의 수준에 맞게 잘 가르치고 있다,2021,1주기,5.0,409,6.88,매우 그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_03,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 3)자녀의 수준에 맞게 잘 가르치고 있다,2025,2주기,1.0,18,1.21,전혀그렇지않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_03,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 3)자녀의 수준에 맞게 잘 가르치고 있다,2025,2주기,2.0,83,5.6,그렇지않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_03,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 3)자녀의 수준에 맞게 잘 가르치고 있다,2025,2주기,3.0,655,44.2,보통이다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_03,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 3)자녀의 수준에 맞게 잘 가르치고 있다,2025,2주기,4.0,606,40.89,그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_03,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 3)자녀의 수준에 맞게 잘 가르치고 있다,2025,2주기,5.0,120,8.1,매우그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_04,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 4)자녀의 학교생활에 대하여 잘 알려준다,2021,1주기,1.0,116,1.95,전혀 그렇지 않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_04,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 4)자녀의 학교생활에 대하여 잘 알려준다,2021,1주기,2.0,625,10.51,그렇지 않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_04,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 4)자녀의 학교생활에 대하여 잘 알려준다,2021,1주기,3.0,2360,39.68,보통이다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_04,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 4)자녀의 학교생활에 대하여 잘 알려준다,2021,1주기,4.0,2282,38.37,그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_04,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 4)자녀의 학교생활에 대하여 잘 알려준다,2021,1주기,5.0,565,9.5,매우 그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_04,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 4)자녀의 학교생활에 대하여 잘 알려준다,2025,2주기,1.0,19,1.28,전혀그렇지않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_04,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 4)자녀의 학교생활에 대하여 잘 알려준다,2025,2주기,2.0,118,7.96,그렇지않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_04,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 4)자녀의 학교생활에 대하여 잘 알려준다,2025,2주기,3.0,607,40.96,보통이다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_04,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 4)자녀의 학교생활에 대하여 잘 알려준다,2025,2주기,4.0,573,38.66,그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_04,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 4)자녀의 학교생활에 대하여 잘 알려준다,2025,2주기,5.0,165,11.13,매우그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_05,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 5)자녀의 평가결과를 학부모에게 잘 전달한다,2021,1주기,1.0,76,1.28,전혀 그렇지 않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_05,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 5)자녀의 평가결과를 학부모에게 잘 전달한다,2021,1주기,2.0,413,6.94,그렇지 않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_05,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 5)자녀의 평가결과를 학부모에게 잘 전달한다,2021,1주기,3.0,1893,31.83,보통이다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_05,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 5)자녀의 평가결과를 학부모에게 잘 전달한다,2021,1주기,4.0,2737,46.02,그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_05,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 5)자녀의 평가결과를 학부모에게 잘 전달한다,2021,1주기,5.0,829,13.94,매우 그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_05,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 5)자녀의 평가결과를 학부모에게 잘 전달한다,2025,2주기,1.0,13,0.88,전혀그렇지않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_05,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 5)자녀의 평가결과를 학부모에게 잘 전달한다,2025,2주기,2.0,75,5.06,그렇지않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_05,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 5)자녀의 평가결과를 학부모에게 잘 전달한다,2025,2주기,3.0,444,29.96,보통이다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_05,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 5)자녀의 평가결과를 학부모에게 잘 전달한다,2025,2주기,4.0,683,46.09,그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_05,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 5)자녀의 평가결과를 학부모에게 잘 전달한다,2025,2주기,5.0,267,18.02,매우그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_06,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 6)자녀의 흥미와 적성에 맞는 교육을 하고 있다,2021,1주기,1.0,132,2.22,전혀 그렇지 않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_06,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 6)자녀의 흥미와 적성에 맞는 교육을 하고 있다,2021,1주기,2.0,776,13.05,그렇지 않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_06,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 6)자녀의 흥미와 적성에 맞는 교육을 하고 있다,2021,1주기,3.0,2928,49.23,보통이다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_06,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 6)자녀의 흥미와 적성에 맞는 교육을 하고 있다,2021,1주기,4.0,1706,28.68,그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_06,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 6)자녀의 흥미와 적성에 맞는 교육을 하고 있다,2021,1주기,5.0,406,6.83,매우 그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_06,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 6)자녀의 흥미와 적성에 맞는 교육을 하고 있다,2025,2주기,1.0,21,1.42,전혀그렇지않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_06,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 6)자녀의 흥미와 적성에 맞는 교육을 하고 있다,2025,2주기,2.0,130,8.77,그렇지않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_06,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 6)자녀의 흥미와 적성에 맞는 교육을 하고 있다,2025,2주기,3.0,768,51.82,보통이다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_06,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 6)자녀의 흥미와 적성에 맞는 교육을 하고 있다,2025,2주기,4.0,457,30.84,그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_06,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 6)자녀의 흥미와 적성에 맞는 교육을 하고 있다,2025,2주기,5.0,106,7.15,매우그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_07,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 7)학교운영위원회는 학부모들의 의견을 잘 수렴한다,2021,1주기,1.0,166,2.79,전혀 그렇지 않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_07,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 7)학교운영위원회는 학부모들의 의견을 잘 수렴한다,2021,1주기,2.0,417,7.01,그렇지 않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_07,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 7)학교운영위원회는 학부모들의 의견을 잘 수렴한다,2021,1주기,3.0,3125,52.54,보통이다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_07,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 7)학교운영위원회는 학부모들의 의견을 잘 수렴한다,2021,1주기,4.0,1877,31.56,그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_07,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 7)학교운영위원회는 학부모들의 의견을 잘 수렴한다,2021,1주기,5.0,363,6.1,매우 그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_07,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 7)학교운영위원회는 학부모들의 의견을 잘 수렴한다,2025,2주기,1.0,33,2.23,전혀그렇지않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_07,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 7)학교운영위원회는 학부모들의 의견을 잘 수렴한다,2025,2주기,2.0,68,4.59,그렇지않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_07,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 7)학교운영위원회는 학부모들의 의견을 잘 수렴한다,2025,2주기,3.0,804,54.25,보통이다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_07,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 7)학교운영위원회는 학부모들의 의견을 잘 수렴한다,2025,2주기,4.0,476,32.12,그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_07,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 7)학교운영위원회는 학부모들의 의견을 잘 수렴한다,2025,2주기,5.0,101,6.82,매우그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_08,C09,만족도,S0902,세부 만족도,학부모,"학교에 대한 세부적인 만족도 - 8)교사, 학부모, 학생들이 협의하여 학교운영을 자율적으로 하고 있다",2021,1주기,1.0,118,1.98,전혀 그렇지 않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_08,C09,만족도,S0902,세부 만족도,학부모,"학교에 대한 세부적인 만족도 - 8)교사, 학부모, 학생들이 협의하여 학교운영을 자율적으로 하고 있다",2021,1주기,2.0,381,6.41,그렇지 않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_08,C09,만족도,S0902,세부 만족도,학부모,"학교에 대한 세부적인 만족도 - 8)교사, 학부모, 학생들이 협의하여 학교운영을 자율적으로 하고 있다",2021,1주기,3.0,2867,48.2,보통이다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_08,C09,만족도,S0902,세부 만족도,학부모,"학교에 대한 세부적인 만족도 - 8)교사, 학부모, 학생들이 협의하여 학교운영을 자율적으로 하고 있다",2021,1주기,4.0,2158,36.28,그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_08,C09,만족도,S0902,세부 만족도,학부모,"학교에 대한 세부적인 만족도 - 8)교사, 학부모, 학생들이 협의하여 학교운영을 자율적으로 하고 있다",2021,1주기,5.0,424,7.13,매우 그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_08,C09,만족도,S0902,세부 만족도,학부모,"학교에 대한 세부적인 만족도 - 8)교사, 학부모, 학생들이 협의하여 학교운영을 자율적으로 하고 있다",2025,2주기,1.0,22,1.48,전혀그렇지않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_08,C09,만족도,S0902,세부 만족도,학부모,"학교에 대한 세부적인 만족도 - 8)교사, 학부모, 학생들이 협의하여 학교운영을 자율적으로 하고 있다",2025,2주기,2.0,60,4.05,그렇지않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_08,C09,만족도,S0902,세부 만족도,학부모,"학교에 대한 세부적인 만족도 - 8)교사, 학부모, 학생들이 협의하여 학교운영을 자율적으로 하고 있다",2025,2주기,3.0,702,47.37,보통이다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_08,C09,만족도,S0902,세부 만족도,학부모,"학교에 대한 세부적인 만족도 - 8)교사, 학부모, 학생들이 협의하여 학교운영을 자율적으로 하고 있다",2025,2주기,4.0,578,39.0,그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_08,C09,만족도,S0902,세부 만족도,학부모,"학교에 대한 세부적인 만족도 - 8)교사, 학부모, 학생들이 협의하여 학교운영을 자율적으로 하고 있다",2025,2주기,5.0,120,8.1,매우그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_09,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 9)학습에 불편하지 않게 교육시설과 환경을 잘 갖추고 있다,2021,1주기,1.0,91,1.53,전혀 그렇지 않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_09,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 9)학습에 불편하지 않게 교육시설과 환경을 잘 갖추고 있다,2021,1주기,2.0,301,5.06,그렇지 않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_09,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 9)학습에 불편하지 않게 교육시설과 환경을 잘 갖추고 있다,2021,1주기,3.0,2412,40.55,보통이다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_09,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 9)학습에 불편하지 않게 교육시설과 환경을 잘 갖추고 있다,2021,1주기,4.0,2618,44.01,그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_09,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 9)학습에 불편하지 않게 교육시설과 환경을 잘 갖추고 있다,2021,1주기,5.0,526,8.84,매우 그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_09,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 9)학습에 불편하지 않게 교육시설과 환경을 잘 갖추고 있다,2025,2주기,1.0,19,1.28,전혀그렇지않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_09,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 9)학습에 불편하지 않게 교육시설과 환경을 잘 갖추고 있다,2025,2주기,2.0,69,4.66,그렇지않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_09,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 9)학습에 불편하지 않게 교육시설과 환경을 잘 갖추고 있다,2025,2주기,3.0,570,38.46,보통이다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_09,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 9)학습에 불편하지 않게 교육시설과 환경을 잘 갖추고 있다,2025,2주기,4.0,671,45.28,그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_09,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 9)학습에 불편하지 않게 교육시설과 환경을 잘 갖추고 있다,2025,2주기,5.0,153,10.32,매우그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_10,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 10)학생의 안전을 위해 노력하고 있다,2021,1주기,1.0,39,0.66,전혀 그렇지 않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_10,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 10)학생의 안전을 위해 노력하고 있다,2021,1주기,2.0,132,2.22,그렇지 않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_10,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 10)학생의 안전을 위해 노력하고 있다,2021,1주기,3.0,1909,32.09,보통이다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_10,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 10)학생의 안전을 위해 노력하고 있다,2021,1주기,4.0,3036,51.04,그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_10,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 10)학생의 안전을 위해 노력하고 있다,2021,1주기,5.0,832,13.99,매우 그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_10,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 10)학생의 안전을 위해 노력하고 있다,2025,2주기,1.0,11,0.74,전혀그렇지않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_10,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 10)학생의 안전을 위해 노력하고 있다,2025,2주기,2.0,27,1.82,그렇지않다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_10,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 10)학생의 안전을 위해 노력하고 있다,2025,2주기,3.0,432,29.15,보통이다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_10,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 10)학생의 안전을 위해 노력하고 있다,2025,2주기,4.0,783,52.83,그렇다
경기학교교육실태조사,중학교,PR_SAT_DETAIL_10,C09,만족도,S0902,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 10)학생의 안전을 위해 노력하고 있다,2025,2주기,5.0,229,15.45,매우그렇다
경기학교교육실태조사,중학교,PR_SAT_TOTAL_01,C09,만족도,S0901,전반적 만족도,학부모,학교에 대한 전반적인 만족도 - 현재 자녀가 다니는 학교에 어느 정도 만족하는지,2021,1주기,1.0,72,1.21,전혀 만족하지 않는다
경기학교교육실태조사,중학교,PR_SAT_TOTAL_01,C09,만족도,S0901,전반적 만족도,학부모,학교에 대한 전반적인 만족도 - 현재 자녀가 다니는 학교에 어느 정도 만족하는지,2021,1주기,2.0,270,4.54,만족하지 않는다
경기학교교육실태조사,중학교,PR_SAT_TOTAL_01,C09,만족도,S0901,전반적 만족도,학부모,학교에 대한 전반적인 만족도 - 현재 자녀가 다니는 학교에 어느 정도 만족하는지,2021,1주기,3.0,2159,36.3,보통이다
경기학교교육실태조사,중학교,PR_SAT_TOTAL_01,C09,만족도,S0901,전반적 만족도,학부모,학교에 대한 전반적인 만족도 - 현재 자녀가 다니는 학교에 어느 정도 만족하는지,2021,1주기,4.0,2734,45.97,만족한다
