조사연도,학교키,지역규모코드,설립구분코드,남녀공학코드,지역규모,설립구분,남녀공학,학생응답,학부모응답,교사응답
2025,SCH024,1.0,1.0,3.0,중소도시,공립,남여공학,Y,Y,Y
2025,SCH067,1.0,1.0,3.0,중소도시,공립,남여공학,N,N,N
2025,SCH008,2.0,1.0,3.0,읍면지역,공립,남여공학,Y,Y,Y
2025,SCH030,1.0,1.0,3.0,중소도시,공립,남여공학,Y,Y,Y
2025,SCH097,1.0,1.0,3.0,중소도시,공립,남여공학,Y,Y,Y
2025,SCH102,1.0,1.0,3.0,중소도시,공립,남여공학,Y,Y,Y
2025,SCH028,1.0,1.0,3.0,중소도시,공립,남여공학,Y,Y,Y
2025,SCH046,2.0,1.0,3.0,읍면지역,공립,남여공학,N,N,N
2025,SCH016,2.0,1.0,3.0,읍면지역,공립,남여공학,Y,Y,Y
2025,SCH009,1.0,1.0,3.0,중소도시,공립,남여공학,Y,N,N
2025,SCH031,1.0,1.0,3.0,중소도시,공립,남여공학,Y,Y,Y
2025,SCH015,1.0,1.0,3.0,중소도시,공립,남여공학,N,N,N
2025,SCH164,1.0,1.0,3.0,중소도시,공립,남여공학,Y,Y,Y
2025,SCH062,1.0,1.0,3.0,중소도시,공립,남여공학,Y,Y,Y
2025,SCH004,1.0,1.0,3.0,중소도시,공립,남여공학,Y,Y,Y
2025,SCH096,1.0,1.0,2.0,중소도시,공립,여학교,Y,Y,Y
2025,SCH146,2.0,1.0,1.0,읍면지역,공립,남학교,Y,Y,Y
2025,SCH074,1.0,1.0,3.0,중소도시,공립,남여공학,Y,Y,Y
2025,SCH134,1.0,1.0,3.0,중소도시,공립,남여공학,Y,Y,Y
2025,SCH090,1.0,2.0,3.0,중소도시,사립,남여공학,N,Y,Y
2025,SCH043,1.0,1.0,3.0,중소도시,공립,남여공학,N,Y,Y
2025,SCH060,1.0,1.0,3.0,중소도시,공립,남여공학,N,N,Y
2025,SCH032,1.0,2.0,3.0,중소도시,사립,남여공학,N,Y,Y
2025,SCH130,1.0,1.0,3.0,중소도시,공립,남여공학,N,N,Y
2025,SCH066,1.0,1.0,3.0,중소도시,공립,남여공학,N,N,N
2025,SCH113,1.0,1.0,3.0,중소도시,공립,남여공학,Y,Y,Y
2025,SCH064,2.0,1.0,3.0,읍면지역,공립,남여공학,Y,Y,Y
2025,SCH157,1.0,1.0,3.0,중소도시,공립,남여공학,N,Y,Y
2025,SCH054,1.0,1.0,3.0,중소도시,공립,남여공학,Y,Y,Y
2025,SCH106,2.0,2.0,3.0,읍면지역,사립,남여공학,Y,Y,Y
2025,SCH049,2.0,1.0,3.0,읍면지역,공립,남여공학,N,N,N
2025,SCH057,1.0,2.0,3.0,중소도시,사립,남여공학,Y,Y,Y
