indicator_id,대분류코드,대분류,소주제코드,소주제,응답주체,원영역,문항명,하위문항,지표명,var_2021,var_2025,연계판정,통계유형,선지수,척도최소,척도최대,척도최소라벨,척도최대라벨,긍정코드,역문항,시계열비교가능,주체간비교,확인필요,데이터이슈,응답기저,주의사항,출처
TR_TRAIN_05,C11,교사 전문성,S1103,교사 연수,교사,과정>전문적 학습활동,교사 연수 항목 및 수강 시간,4)교육과정 및 교육정책,교사 연수 항목 및 수강 시간 - 4)교육과정 및 교육정책,Q27_5,TRQ14_4,① 연계가능,likert,6→6,1.0,6.0,없음(0시간),61시간 이상,,N,Y,,변수 번호 이동 — 매핑 주의,,,항목 내용 기준으로 매칭,변수매칭_6_최종연계목록
TR_TRAIN_06,C11,교사 전문성,S1103,교사 연수,교사,과정>전문적 학습활동,교사 연수 항목 및 수강 시간,5)상담 및 학급경영,교사 연수 항목 및 수강 시간 - 5)상담 및 학급경영,Q27_6,TRQ14_5,① 연계가능,likert,6→6,1.0,6.0,없음(0시간),61시간 이상,,N,Y,,변수 번호 이동 — 매핑 주의,,,항목 내용 기준으로 매칭,변수매칭_6_최종연계목록
TR_TRAIN_07,C11,교사 전문성,S1103,교사 연수,교사,과정>전문적 학습활동,교사 연수 항목 및 수강 시간,6)학교폭력예방 교육 및 성교육,교사 연수 항목 및 수강 시간 - 6)학교폭력예방 교육 및 성교육,Q27_7,TRQ14_6,① 연계가능,likert,6→6,1.0,6.0,없음(0시간),61시간 이상,,N,Y,,변수 번호 이동 — 매핑 주의,,,항목 내용 기준으로 매칭,변수매칭_6_최종연계목록
TR_CURRIC_01,C06,수업·평가 혁신,S0601,학생중심수업,교사,과정>수업활동,교육과정설계·수업활동·평가(구:학습자중심 수업운영),1)교과 교육과정이나 교과 운영계획을 세울 때 학생과 학부모의 의견을 수렴한다,교육과정설계·수업활동·평가(구:학습자중심 수업운영) - 1)교과 교육과정이나 교과 운영계획을 세울 때 학생과 학부모의 의견을 수렴한다,Q17_1,TRQ16_1,② 조건부 가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,조건부,,,,,2주기 값이 높게 나올 수 있음,변수매칭_6_최종연계목록
TR_CURRIC_02,C06,수업·평가 혁신,S0601,학생중심수업,교사,과정>수업활동,교육과정설계·수업활동·평가(구:학습자중심 수업운영),2)학생의 흥미를 고려하여 교육과정을 재구성하려고 노력한다,교육과정설계·수업활동·평가(구:학습자중심 수업운영) - 2)학생의 흥미를 고려하여 교육과정을 재구성하려고 노력한다,Q17_3,TRQ16_2,② 조건부 가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,조건부,,,,,"""학생 흥미를 고려한 교육과정을 개발하려고 노력한다"" → ""재구성하려고 노력한다"". 개발→재구성으로 행위가 달라짐",변수매칭_6_최종연계목록
TR_CURRIC_03,C06,수업·평가 혁신,S0601,학생중심수업,교사,과정>수업활동,교육과정설계·수업활동·평가(구:학습자중심 수업운영),"5)토론수업, 협력수업, 프로젝트 수업 등 학생 참여 수업을 한다","교육과정설계·수업활동·평가(구:학습자중심 수업운영) - 5)토론수업, 협력수업, 프로젝트 수업 등 학생 참여 수업을 한다",Q17_2,TRQ16_5,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,변수 번호 이동 — 매핑 주의,,,★변수 순서 주의: 1주기 2)가 2주기 5)로 이동,변수매칭_6_최종연계목록
TR_CURRIC_08,C06,수업·평가 혁신,S0603,수행평가,교사,과정>수업활동,교육과정·수업·평가 일체화,10)평가 결과를 교육과정운영계획 수립과 수업개선에 활용한다,교육과정·수업·평가 일체화 - 10)평가 결과를 교육과정운영계획 수립과 수업개선에 활용한다,Q18_1,TRQ16_10,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,변수 번호 이동 — 매핑 주의,,,★2주기에서는 TRQ16의 10)번으로 이동,변수매칭_6_최종연계목록
TR_CURRIC_09,C06,수업·평가 혁신,S0603,수행평가,교사,과정>수업활동,교육과정·수업·평가 일체화,"8)논술형 평가, 토론, 보고서, 현장조사, 포트폴리오 등 다양한 평가방법을 사용한다","교육과정·수업·평가 일체화 - 8)논술형 평가, 토론, 보고서, 현장조사, 포트폴리오 등 다양한 평가방법을 사용한다",Q18_2,TRQ16_8,② 조건부 가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,조건부,,,,,"""서·논술형 시험, 토론, 보고서…"" → ""논술형 평가, 토론, 보고서…"". 서술형이 빠짐",변수매칭_6_최종연계목록
TR_CURRIC_11,C06,수업·평가 혁신,S0603,수행평가,교사,과정>수업활동,교육과정·수업·평가 일체화,"9)학생의 성장, 발달을 평가하여 그 결과를 학생의 계속적인 성장을 돕는 자료로 활용한다","교육과정·수업·평가 일체화 - 9)학생의 성장, 발달을 평가하여 그 결과를 학생의 계속적인 성장을 돕는 자료로 활용한다",Q18_4,TRQ16_9,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,"""성장·발달을 평가하여 결과를 학생의 계속적 성장 자료로 활용"" 내용 동일",변수매칭_6_최종연계목록
TR_LEADER_01,C12,학교풍토·리더십,S1201,학교장 리더십,교사,과정>교육주체와의 관계,학교장의 리더십(구:학교장의 변혁적 리더십),"1)교장선생님은 학교발전에 대해 분명한 계획을 가지고, 교사 및 학부모와 학교 교육목표를 공유한다","학교장의 리더십(구:학교장의 변혁적 리더십) - 1)교장선생님은 학교발전에 대해 분명한 계획을 가지고, 교사 및 학부모와 학교 교육목표를 공유한다",Q22_1,TRQ21_1,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,문항 내용·5점 척도 완전 동일,변수매칭_6_최종연계목록
TR_LEADER_02,C12,학교풍토·리더십,S1201,학교장 리더십,교사,과정>교육주체와의 관계,학교장의 리더십(구:학교장의 변혁적 리더십),2)교장선생님은 학교목표의 설정과 학교 자체 평가 과정에 교사를 참여시킨다,학교장의 리더십(구:학교장의 변혁적 리더십) - 2)교장선생님은 학교목표의 설정과 학교 자체 평가 과정에 교사를 참여시킨다,Q22_2,TRQ21_2,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,문항 내용·5점 척도 완전 동일,변수매칭_6_최종연계목록
TR_LEADER_03,C12,학교풍토·리더십,S1201,학교장 리더십,교사,과정>교육주체와의 관계,학교장의 리더십(구:학교장의 변혁적 리더십),"3)교장선생님은 학교혁신과 발전에 대해서 교사와 학부모, 학생에게 조언을 구한다","학교장의 리더십(구:학교장의 변혁적 리더십) - 3)교장선생님은 학교혁신과 발전에 대해서 교사와 학부모, 학생에게 조언을 구한다",Q22_3,TRQ21_3,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,문항 내용·5점 척도 완전 동일,변수매칭_6_최종연계목록
TR_LEADER_04,C12,학교풍토·리더십,S1201,학교장 리더십,교사,과정>교육주체와의 관계,학교장의 리더십(구:학교장의 변혁적 리더십),4)교장선생님은 교사에게 영향을 줄 수 있는 의사결정에 대해 교사들과 상의한다,학교장의 리더십(구:학교장의 변혁적 리더십) - 4)교장선생님은 교사에게 영향을 줄 수 있는 의사결정에 대해 교사들과 상의한다,Q22_4,TRQ21_4,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,문항 내용·5점 척도 완전 동일,변수매칭_6_최종연계목록
TR_COUNCIL_01,C08,참여·자치,S0801,학생자치,교사,과정>학교풍토,학교 자치회 활성화,1)학교운영위원회,학교 자치회 활성화 - 1)학교운영위원회,Q25_1,TRQ23_1,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,항목·5점 척도 동일,변수매칭_6_최종연계목록
TR_COUNCIL_02,C08,참여·자치,S0801,학생자치,교사,과정>학교풍토,학교 자치회 활성화,2)학년 협의회,학교 자치회 활성화 - 2)학년 협의회,Q25_2,TRQ23_2,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,항목·5점 척도 동일,변수매칭_6_최종연계목록
TR_COUNCIL_03,C08,참여·자치,S0801,학생자치,교사,과정>학교풍토,학교 자치회 활성화,3)교과 협의회,학교 자치회 활성화 - 3)교과 협의회,Q25_3,TRQ23_3,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,항목·5점 척도 동일,변수매칭_6_최종연계목록
TR_COUNCIL_04,C08,참여·자치,S0801,학생자치,교사,과정>학교풍토,학교 자치회 활성화,4)교직원 협의회,학교 자치회 활성화 - 4)교직원 협의회,Q25_4,TRQ23_4,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,항목·5점 척도 동일,변수매칭_6_최종연계목록
TR_COUNCIL_05,C08,참여·자치,S0801,학생자치,교사,과정>학교풍토,학교 자치회 활성화,5)교사 동호회,학교 자치회 활성화 - 5)교사 동호회,Q25_5,TRQ23_5,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,항목·5점 척도 동일,변수매칭_6_최종연계목록
TR_COUNCIL_06,C08,참여·자치,S0801,학생자치,교사,과정>학교풍토,학교 자치회 활성화,6)학생자치회,학교 자치회 활성화 - 6)학생자치회,Q25_6,TRQ23_6,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,학생–교사 [B],,,,"""학생회""→""학생자치회"" 명칭만 변경, 지시대상 동일",변수매칭_6_최종연계목록
TR_COUNCIL_07,C08,참여·자치,S0801,학생자치,교사,과정>학교풍토,학교 자치회 활성화,7)학생 동아리,학교 자치회 활성화 - 7)학생 동아리,Q25_7,TRQ23_7,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,항목(학생 동아리)·척도 동일,변수매칭_6_최종연계목록
TR_COUNCIL_08,C08,참여·자치,S0801,학생자치,교사,과정>학교풍토,학교 자치회 활성화,8)학부모회,학교 자치회 활성화 - 8)학부모회,Q25_8,TRQ23_8,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,항목(학부모회)·척도 동일,변수매칭_6_최종연계목록
TR_DECISION_01,C08,참여·자치,S0803,교사 참여·의사결정,교사,과정>학교풍토,참여적 의사결정(구:교사의견 반영),1)학교 교육목표 설정,참여적 의사결정(구:교사의견 반영) - 1)학교 교육목표 설정,Q24_1,TRQ24_1,① 연계가능,likert,5→5,1.0,5.0,전혀반영되지않는다,매우 많이반영된다,,N,Y,,,,,항목·5점 반영정도 척도 동일,변수매칭_6_최종연계목록
TR_DECISION_02,C08,참여·자치,S0803,교사 참여·의사결정,교사,과정>학교풍토,참여적 의사결정(구:교사의견 반영),2)교수·학습 자료 선정,참여적 의사결정(구:교사의견 반영) - 2)교수·학습 자료 선정,Q24_2,TRQ24_2,① 연계가능,likert,5→5,1.0,5.0,전혀반영되지않는다,매우 많이반영된다,,N,Y,,,,,항목·5점 반영정도 척도 동일,변수매칭_6_최종연계목록
TR_DECISION_03,C08,참여·자치,S0803,교사 참여·의사결정,교사,과정>학교풍토,참여적 의사결정(구:교사의견 반영),3)수업 운영 방식 결정,참여적 의사결정(구:교사의견 반영) - 3)수업 운영 방식 결정,Q24_3,TRQ24_3,① 연계가능,likert,5→5,1.0,5.0,전혀반영되지않는다,매우 많이반영된다,,N,Y,,,,,항목·5점 반영정도 척도 동일,변수매칭_6_최종연계목록
TR_DECISION_04,C08,참여·자치,S0803,교사 참여·의사결정,교사,과정>학교풍토,참여적 의사결정(구:교사의견 반영),4)교육과정 편성 및 운영,참여적 의사결정(구:교사의견 반영) - 4)교육과정 편성 및 운영,Q24_4,TRQ24_4,① 연계가능,likert,5→5,1.0,5.0,전혀반영되지않는다,매우 많이반영된다,,N,Y,,,,,항목·5점 반영정도 척도 동일,변수매칭_6_최종연계목록
TR_DECISION_05,C08,참여·자치,S0803,교사 참여·의사결정,교사,과정>학교풍토,참여적 의사결정(구:교사의견 반영),5)교원 업무 조직 및 업무 분장,참여적 의사결정(구:교사의견 반영) - 5)교원 업무 조직 및 업무 분장,Q24_5,TRQ24_5,① 연계가능,likert,5→5,1.0,5.0,전혀반영되지않는다,매우 많이반영된다,,N,Y,,,,,항목·5점 반영정도 척도 동일,변수매칭_6_최종연계목록
TR_DECISION_06,C08,참여·자치,S0803,교사 참여·의사결정,교사,과정>학교풍토,참여적 의사결정(구:교사의견 반영),6)학교 예산 편성,참여적 의사결정(구:교사의견 반영) - 6)학교 예산 편성,Q24_6,TRQ24_6,① 연계가능,likert,5→5,1.0,5.0,전혀반영되지않는다,매우 많이반영된다,,N,Y,,,,,항목·5점 반영정도 척도 동일,변수매칭_6_최종연계목록
TR_DECISION_07,C08,참여·자치,S0803,교사 참여·의사결정,교사,과정>학교풍토,참여적 의사결정(구:교사의견 반영),7)학교 규칙이나 규정 제정 및 개정,참여적 의사결정(구:교사의견 반영) - 7)학교 규칙이나 규정 제정 및 개정,Q24_7,TRQ24_7,① 연계가능,likert,5→5,1.0,5.0,전혀반영되지않는다,매우 많이반영된다,,N,Y,,,,,"""학교규범 제정 및 개정""→""학교 규칙이나 규정 제정 및 개정"" 표현만 변경",변수매칭_6_최종연계목록
TR_PLC_01,C11,교사 전문성,S1102,동료 협력,교사,과정>학교풍토,전문적 학습공동체,1)우리 학교는 학습공동체를 통해 처한 공동의 문제를 해결하려고 한다,전문적 학습공동체 - 1)우리 학교는 학습공동체를 통해 처한 공동의 문제를 해결하려고 한다,Q13_1,TRQ25_1,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,문항 내용·5점 척도 동일(주어 표현만 변경),변수매칭_6_최종연계목록
TR_PLC_02,C11,교사 전문성,S1102,동료 협력,교사,과정>학교풍토,전문적 학습공동체,2)우리 학교 선생님들은 협력하여 교육과정을 재구성하거나 공동 수업안을 개발한다,전문적 학습공동체 - 2)우리 학교 선생님들은 협력하여 교육과정을 재구성하거나 공동 수업안을 개발한다,Q13_2,TRQ25_2,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,"""학습공동체를 통해 교육과정을 재구성하거나 공동수업안을 개발"" → ""선생님들은 협력하여 …"" 주어 표현만 변경",변수매칭_6_최종연계목록
TR_PLC_03,C11,교사 전문성,S1102,동료 협력,교사,과정>학교풍토,전문적 학습공동체,"3)교육과정 세미나, 교수학습활동 워크숍, 교사 학급경영 발표회 등 협력적 연구 활동을 운영한다","전문적 학습공동체 - 3)교육과정 세미나, 교수학습활동 워크숍, 교사 학급경영 발표회 등 협력적 연구 활동을 운영한다",Q13_3,TRQ25_3,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,문항 내용·척도 완전 동일,변수매칭_6_최종연계목록
TR_PLC_04,C11,교사 전문성,S1102,동료 협력,교사,과정>학교풍토,전문적 학습공동체,4)우리 학교는 학습하는 조직이다.,전문적 학습공동체 - 4)우리 학교는 학습하는 조직이다.,Q13_4,TRQ25_4,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,"""학습조직화가 되어있다"" → ""학습하는 조직이다"" 표현만 변경",변수매칭_6_최종연계목록
TR_SCH_CULTURE_01,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,과정>학교풍토,혁신적·민주적 학교 문화,1)교사 개개인의 실수나 시행착오를 학습의 기회로 삼는 분위기이다,혁신적·민주적 학교 문화 - 1)교사 개개인의 실수나 시행착오를 학습의 기회로 삼는 분위기이다,Q23_1,TRQ26_1,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,문항 내용·5점 척도 완전 동일,변수매칭_6_최종연계목록
TR_SCH_CULTURE_02,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,과정>학교풍토,혁신적·민주적 학교 문화,2)직위나 경력에 관계없이 교사들이 참신한 아이디어를 내도록 서로 격려한다,혁신적·민주적 학교 문화 - 2)직위나 경력에 관계없이 교사들이 참신한 아이디어를 내도록 서로 격려한다,Q23_2,TRQ26_2,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,문항 내용·5점 척도 완전 동일,변수매칭_6_최종연계목록
TR_SCH_CULTURE_03,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,과정>학교풍토,혁신적·민주적 학교 문화,3)교장선생님의 학교경영에 대해 구성원이 자유롭게 의견을 제시한다,혁신적·민주적 학교 문화 - 3)교장선생님의 학교경영에 대해 구성원이 자유롭게 의견을 제시한다,Q23_3,TRQ26_3,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,문항 내용·5점 척도 완전 동일,변수매칭_6_최종연계목록
TR_SCH_CULTURE_04,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,과정>학교풍토,혁신적·민주적 학교 문화,4)교사들의 아이디어가 학교 운영에 적극적으로 반영된다,혁신적·민주적 학교 문화 - 4)교사들의 아이디어가 학교 운영에 적극적으로 반영된다,Q23_4,TRQ26_4,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,문항 내용·5점 척도 완전 동일,변수매칭_6_최종연계목록
TR_SCH_CULTURE_05,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,과정>학교풍토,혁신적·민주적 학교 문화,5)환경 변화에 대응하여 학교를 개선하기 위해 교사들이 능동적으로 노력한다,혁신적·민주적 학교 문화 - 5)환경 변화에 대응하여 학교를 개선하기 위해 교사들이 능동적으로 노력한다,Q23_5,TRQ26_5,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,문항 내용·5점 척도 완전 동일,변수매칭_6_최종연계목록
TR_SCH_CULTURE_06,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,과정>학교풍토,혁신적·민주적 학교 문화,6)지역사회와의 연계를 강화하기 위하여 노력한다,혁신적·민주적 학교 문화 - 6)지역사회와의 연계를 강화하기 위하여 노력한다,Q23_6,TRQ26_6,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,문항 내용·5점 척도 완전 동일,변수매칭_6_최종연계목록
TR_COMMUNITY_01,C12,학교풍토·리더십,S1203,지역사회 연계,교사,과정>학교풍토,지역사회와의 연계,1)우리 학교는 학교와 학부모 혹은 지역사회기관과의 연계협력을 중요하게 생각한다,지역사회와의 연계 - 1)우리 학교는 학교와 학부모 혹은 지역사회기관과의 연계협력을 중요하게 생각한다,Q26_1,TRQ27_1,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,문항 내용·5점 척도 완전 동일,변수매칭_6_최종연계목록
TR_COMMUNITY_02,C12,학교풍토·리더십,S1203,지역사회 연계,교사,과정>학교풍토,지역사회와의 연계,2)우리 학교는 학부모나 지역사회기관으로부터 학교 교육활동에 대한 다양한 도움을 받고 있다,지역사회와의 연계 - 2)우리 학교는 학부모나 지역사회기관으로부터 학교 교육활동에 대한 다양한 도움을 받고 있다,Q26_2,TRQ27_2,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,문항 내용·5점 척도 완전 동일,변수매칭_6_최종연계목록
TR_COMMUNITY_03,C12,학교풍토·리더십,S1203,지역사회 연계,교사,과정>학교풍토,지역사회와의 연계,3)우리 학교는 지역사회에 도움을 준다,지역사회와의 연계 - 3)우리 학교는 지역사회에 도움을 준다,Q26_3,TRQ27_3,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,문항 내용·5점 척도 완전 동일,변수매칭_6_최종연계목록
TR_COMMUNITY_04,C12,학교풍토·리더십,S1203,지역사회 연계,교사,과정>학교풍토,지역사회와의 연계,4)우리 학교는 학부모나 지역사회기관과 연계하여 진행하고 있는 프로그램에 학생들이 적극적으로 참여한다,지역사회와의 연계 - 4)우리 학교는 학부모나 지역사회기관과 연계하여 진행하고 있는 프로그램에 학생들이 적극적으로 참여한다,Q26_4,TRQ27_4,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,문항 내용·5점 척도 완전 동일,변수매칭_6_최종연계목록
TR_COMMUNITY_05,C12,학교풍토·리더십,S1203,지역사회 연계,교사,과정>학교풍토,지역사회와의 연계,5)우리 학교는 학생들을 지원하기 위해 학부모나 지역사회기관과 협의회나 모임을 적극적으로 개최한다,지역사회와의 연계 - 5)우리 학교는 학생들을 지원하기 위해 학부모나 지역사회기관과 협의회나 모임을 적극적으로 개최한다,Q26_5,TRQ27_5,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,문항 내용·5점 척도 완전 동일,변수매칭_6_최종연계목록
TR_SAT_JOB_01,C09,만족도,S0901,전반적 만족도,교사,성과>만족도,교직만족도/학교만족도,1)나는 교사라는 직업에 만족한다,교직만족도/학교만족도 - 1)나는 교사라는 직업에 만족한다,Q29_1,TRQ28_1,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,"문항 내용·5점 척도 완전 동일(2주기는 1~3을 교직만족도, 4~6을 학교만족도로 구분만 명시)",변수매칭_6_최종연계목록
TR_SAT_JOB_02,C09,만족도,S0901,전반적 만족도,교사,성과>만족도,교직만족도/학교만족도,2)나는 교사로서 하는 업무에 만족한다,교직만족도/학교만족도 - 2)나는 교사로서 하는 업무에 만족한다,Q29_2,TRQ28_2,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,"문항 내용·5점 척도 완전 동일(2주기는 1~3을 교직만족도, 4~6을 학교만족도로 구분만 명시)",변수매칭_6_최종연계목록
TR_SAT_JOB_03,C09,만족도,S0901,전반적 만족도,교사,성과>만족도,교직만족도/학교만족도,3)다시 직업을 선택하더라도 교사가 될 것이다,교직만족도/학교만족도 - 3)다시 직업을 선택하더라도 교사가 될 것이다,Q29_3,TRQ28_3,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,"문항 내용·5점 척도 완전 동일(2주기는 1~3을 교직만족도, 4~6을 학교만족도로 구분만 명시)",변수매칭_6_최종연계목록
TR_SAT_JOB_04,C09,만족도,S0901,전반적 만족도,교사,성과>만족도,교직만족도/학교만족도,4)나는 우리 학교에서 기대감을 갖고 하루하루를 생활한다,교직만족도/학교만족도 - 4)나는 우리 학교에서 기대감을 갖고 하루하루를 생활한다,Q29_4,TRQ28_4,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,학생–학부모–교사 [B],,,,"문항 내용·5점 척도 완전 동일(2주기는 1~3을 교직만족도, 4~6을 학교만족도로 구분만 명시)",변수매칭_6_최종연계목록
TR_SAT_JOB_05,C09,만족도,S0901,전반적 만족도,교사,성과>만족도,교직만족도/학교만족도,5)우리 학교에 대해 긍지를 느낀다,교직만족도/학교만족도 - 5)우리 학교에 대해 긍지를 느낀다,Q29_5,TRQ28_5,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,"문항 내용·5점 척도 완전 동일(2주기는 1~3을 교직만족도, 4~6을 학교만족도로 구분만 명시)",변수매칭_6_최종연계목록
TR_SAT_JOB_06,C09,만족도,S0901,전반적 만족도,교사,성과>만족도,교직만족도/학교만족도,6)우리 학교에서의 교직 생활은 나 자신의 발전에 도움이 된다,교직만족도/학교만족도 - 6)우리 학교에서의 교직 생활은 나 자신의 발전에 도움이 된다,Q29_6,TRQ28_6,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,"문항 내용·5점 척도 완전 동일(2주기는 1~3을 교직만족도, 4~6을 학교만족도로 구분만 명시)",변수매칭_6_최종연계목록
TR_SAT_DETAIL_01,C09,만족도,S0902,세부 만족도,교사,성과>만족도,학교만족도(세부),1)학교의 비전 및 중점추진사항,학교만족도(세부) - 1)학교의 비전 및 중점추진사항,Q28_1,TRQ29_1,① 연계가능,likert,5→5,1.0,5.0,전혀만족하지않는다,매우만족한다,,N,Y,,,,,항목(학교 비전·중점추진사항)·5점 만족도 척도 동일,변수매칭_6_최종연계목록
TR_SAT_DETAIL_02,C09,만족도,S0902,세부 만족도,교사,성과>만족도,학교만족도(세부),2)학교운영 참여,학교만족도(세부) - 2)학교운영 참여,Q28_2,TRQ29_2,① 연계가능,likert,5→5,1.0,5.0,전혀만족하지않는다,매우만족한다,,N,Y,,,,,항목(학교운영 참여) 동일,변수매칭_6_최종연계목록
TR_SAT_DETAIL_03,C09,만족도,S0902,세부 만족도,교사,성과>만족도,학교만족도(세부),3)교수-학습 활동 결과,학교만족도(세부) - 3)교수-학습 활동 결과,Q28_3,TRQ29_3,① 연계가능,likert,5→5,1.0,5.0,전혀만족하지않는다,매우만족한다,,N,Y,,,,,항목(교수-학습 활동 결과) 동일,변수매칭_6_최종연계목록
TR_SAT_DETAIL_04,C09,만족도,S0902,세부 만족도,교사,성과>만족도,학교만족도(세부),4)새로운 교육활동 시도,학교만족도(세부) - 4)새로운 교육활동 시도,Q28_4,TRQ29_4,① 연계가능,likert,5→5,1.0,5.0,전혀만족하지않는다,매우만족한다,,N,Y,,,,,항목(새로운 교육활동 시도) 동일,변수매칭_6_최종연계목록
ST_COMP_CC_CONV,C01,학생성장,S0101,역량점수,학생,성과>학생 핵심역량,학생 핵심역량 산출점수,인지적 역량 환산점수(0~100),인지적 역량 환산점수(0~100),CC_conversion,CC_conversion,① 연계가능,continuous,연속형,,,,,,N,Y,,,,,"양 주기 모두 24문항 기준 환산(1주기 총점 0~23/24, 2주기 1~24/24). 환산점수 사용 권장",변수매칭_참고_미분류변수
ST_COMP_SC_CONV,C01,학생성장,S0101,역량점수,학생,성과>학생 핵심역량,학생 핵심역량 산출점수,사회적 역량 환산점수(0~100),사회적 역량 환산점수(0~100),SC_conversion,SC_conversion,② 조건부 가능,continuous,연속형,,,,,,N,조건부,,,,,"구성 문항 수 상이(1주기 총점 만점 80=16문항, 2주기 100=20문항). 환산점수만 비교 가능, 수준 비교 주의",변수매칭_참고_미분류변수
ST_COMP_AC_CONV,C01,학생성장,S0101,역량점수,학생,성과>학생 핵심역량,학생 핵심역량 산출점수,자율적 역량 환산점수(0~100),자율적 역량 환산점수(0~100),AC_conversion,AC_conversion,② 조건부 가능,continuous,연속형,,,,,,N,조건부,,,,,"구성 문항 수 상이(1주기 만점 48=12문항, 2주기 60=15문항). 환산점수만 비교 가능, 수준 비교 주의",변수매칭_참고_미분류변수
ST_COMP_CC_TOT,C01,학생성장,S0101,역량점수,학생,성과>학생 핵심역량,학생 핵심역량 산출점수,인지적 역량 원점수(총점),인지적 역량 원점수(총점),CC_total,CC_total,② 조건부 가능,continuous,연속형,,,,,,N,조건부,,,,,만점 동일(24)하나 결측 처리 상이(2주기 484명 결측),변수매칭_참고_미분류변수
ST_COMP_SC_TOT,C01,학생성장,S0101,역량점수,학생,성과>학생 핵심역량,학생 핵심역량 산출점수,사회적 역량 원점수(총점),사회적 역량 원점수(총점),SC_total,SC_total,③ 비교 불가,continuous,연속형,,,,,,N,N,,,,,만점 상이(80 vs 100). 원점수 직접 비교 불가 — 환산점수 사용,변수매칭_참고_미분류변수
