indicator_id,대분류코드,대분류,소주제코드,소주제,응답주체,원영역,문항명,하위문항,지표명,var_2021,var_2025,연계판정,통계유형,선지수,척도최소,척도최대,척도최소라벨,척도최대라벨,긍정코드,역문항,시계열비교가능,주체간비교,확인필요,데이터이슈,응답기저,주의사항,출처
PR_CAREER_10,C10,진로·진학,S1002,진로·진학 준비,학부모,여건>가정배경,진로·진학 준비 경험 및 인식,1)학교 담임교사와 상담(전화 상담 및 비대면 상담 포함),진로·진학 준비 경험 및 인식 - 1)학교 담임교사와 상담(전화 상담 및 비대면 상담 포함),Q4_2_1,PRQ7_2_1,① 연계가능,likert,5→5,1.0,5.0,전혀도움 되지않는다,매우도움된다,,N,Y,,,,선행 경험 문항(PR_CAREER_01~09)에서 '예'로 응답한 학부모만 응답 — 표본 기저가 주기별로 다름,"★비교표에는 ""도움정도 문항 추가""로 적혀 있으나 1주기 코드북에 Q4_2_1~9(진학·진로 만족도)가 이미 존재함(비교표 수정 필요). 5점 척도 동일",변수매칭_6_최종연계목록
PR_CAREER_11,C10,진로·진학,S1002,진로·진학 준비,학부모,여건>가정배경,진로·진학 준비 경험 및 인식,2)학교 진로담당교사와 상담(전화 상담 및 비대면 상담 포함),진로·진학 준비 경험 및 인식 - 2)학교 진로담당교사와 상담(전화 상담 및 비대면 상담 포함),Q4_2_2,PRQ7_2_2,① 연계가능,likert,5→5,1.0,5.0,전혀도움 되지않는다,매우도움된다,,N,Y,,,,선행 경험 문항(PR_CAREER_01~09)에서 '예'로 응답한 학부모만 응답 — 표본 기저가 주기별로 다름,도움정도 항목·5점 척도 동일,변수매칭_6_최종연계목록
PR_CAREER_12,C10,진로·진학,S1002,진로·진학 준비,학부모,여건>가정배경,진로·진학 준비 경험 및 인식,3)학교 교과담당교사와 상담(전화 상담 및 비대면 상담 포함),진로·진학 준비 경험 및 인식 - 3)학교 교과담당교사와 상담(전화 상담 및 비대면 상담 포함),Q4_2_3,PRQ7_2_3,① 연계가능,likert,5→5,1.0,5.0,전혀도움 되지않는다,매우도움된다,,N,Y,,,,선행 경험 문항(PR_CAREER_01~09)에서 '예'로 응답한 학부모만 응답 — 표본 기저가 주기별로 다름,도움정도 항목·5점 척도 동일,변수매칭_6_최종연계목록
PR_CAREER_13,C10,진로·진학,S1002,진로·진학 준비,학부모,여건>가정배경,진로·진학 준비 경험 및 인식,"4)사교육종사자(학원강사, 과외교사, 입시진로 컨설팅 회사 등)와 상담","진로·진학 준비 경험 및 인식 - 4)사교육종사자(학원강사, 과외교사, 입시진로 컨설팅 회사 등)와 상담",Q4_2_4,PRQ7_2_4,① 연계가능,likert,5→5,1.0,5.0,전혀도움 되지않는다,매우도움된다,,N,Y,,,,선행 경험 문항(PR_CAREER_01~09)에서 '예'로 응답한 학부모만 응답 — 표본 기저가 주기별로 다름,도움정도 항목·5점 척도 동일,변수매칭_6_최종연계목록
PR_CAREER_14,C10,진로·진학,S1002,진로·진학 준비,학부모,여건>가정배경,진로·진학 준비 경험 및 인식,"5)진로 관련 검사(적성, 흥미검사 등) 실시","진로·진학 준비 경험 및 인식 - 5)진로 관련 검사(적성, 흥미검사 등) 실시",Q4_2_5,PRQ7_2_5,① 연계가능,likert,5→5,1.0,5.0,전혀도움 되지않는다,매우도움된다,,N,Y,,,,선행 경험 문항(PR_CAREER_01~09)에서 '예'로 응답한 학부모만 응답 — 표본 기저가 주기별로 다름,도움정도 항목·5점 척도 동일,변수매칭_6_최종연계목록
PR_CAREER_15,C10,진로·진학,S1002,진로·진학 준비,학부모,여건>가정배경,진로·진학 준비 경험 및 인식,6)상급학교(고등학교·대학교) 직접 방문(입시설명회 포함) 및 전화 상담,진로·진학 준비 경험 및 인식 - 6)상급학교(고등학교·대학교) 직접 방문(입시설명회 포함) 및 전화 상담,Q4_2_6,PRQ7_2_6,② 조건부 가능,likert,5→5,1.0,5.0,전혀도움 되지않는다,매우도움된다,,N,조건부,,,,선행 경험 문항(PR_CAREER_01~09)에서 '예'로 응답한 학부모만 응답 — 표본 기저가 주기별로 다름,항목 범위 확장(입시설명회·전화상담 포함),변수매칭_6_최종연계목록
PR_CAREER_16,C10,진로·진학,S1002,진로·진학 준비,학부모,여건>가정배경,진로·진학 준비 경험 및 인식,7)상급학교 안내책자(홍보자료)를 통한 정보 수집,진로·진학 준비 경험 및 인식 - 7)상급학교 안내책자(홍보자료)를 통한 정보 수집,Q4_2_7,PRQ7_2_7,① 연계가능,likert,5→5,1.0,5.0,전혀도움 되지않는다,매우도움된다,,N,Y,,,,선행 경험 문항(PR_CAREER_01~09)에서 '예'로 응답한 학부모만 응답 — 표본 기저가 주기별로 다름,도움정도 항목·5점 척도 동일,변수매칭_6_최종연계목록
PR_CAREER_17,C10,진로·진학,S1002,진로·진학 준비,학부모,여건>가정배경,진로·진학 준비 경험 및 인식,"8)대중매체(TV, 신문 등)를 통한 정보 수집","진로·진학 준비 경험 및 인식 - 8)대중매체(TV, 신문 등)를 통한 정보 수집",Q4_2_8,PRQ7_2_8,① 연계가능,likert,5→5,1.0,5.0,전혀도움 되지않는다,매우도움된다,,N,Y,,,,선행 경험 문항(PR_CAREER_01~09)에서 '예'로 응답한 학부모만 응답 — 표본 기저가 주기별로 다름,도움정도 항목·5점 척도 동일,변수매칭_6_최종연계목록
PR_CAREER_18,C10,진로·진학,S1002,진로·진학 준비,학부모,여건>가정배경,진로·진학 준비 경험 및 인식,9)온라인 커뮤니티를 통한 정보 수집,진로·진학 준비 경험 및 인식 - 9)온라인 커뮤니티를 통한 정보 수집,Q4_2_9,PRQ7_2_9,① 연계가능,likert,5→5,1.0,5.0,전혀도움 되지않는다,매우도움된다,,N,Y,,,,선행 경험 문항(PR_CAREER_01~09)에서 '예'로 응답한 학부모만 응답 — 표본 기저가 주기별로 다름,도움정도 항목·5점 척도 동일,변수매칭_6_최종연계목록
PR_ASPIRE_01,C10,진로·진학,S1001,교육포부,학부모,여건>가정배경,교육포부,교육포부,교육포부 - 교육포부,Q5,PRQ8,① 연계가능,likert,5→5,1.0,5.0,고등학교 졸업,대학원 박사 졸업,,N,Y,학생–학부모 [B],,,,"학생-학부모 비교 시 학생의 ""6)잘 모르겠다""를 결측 처리한 뒤 5점으로 맞출 것",변수매칭_6_최종연계목록
PR_PARTICIP_08,C08,참여·자치,S0802,학부모 참여,학부모,과정>학교 참여,학교활동 참여,7)공개수업 참석,학교활동 참여 - 7)공개수업 참석,Q9_8,PRQ9_7,① 연계가능,likert,4→4,1.0,4.0,전혀 없음,5회 이상,,N,Y,,,,,항목(공개수업 참석)·척도 동일,변수매칭_6_최종연계목록
PR_OPEN_SAT_01,C08,참여·자치,S0802,학부모 참여,학부모,과정>학교 참여,공개수업 만족도,1)학교 수업에 대하여 학부모의 의견 수렴,공개수업 만족도 - 1)학교 수업에 대하여 학부모의 의견 수렴,Q12_1,PRQ12_1,① 연계가능,likert,4→4,1.0,4.0,전혀 도움이 되지 않는다,매우 도움이 된다,,N,Y,,,,,항목·4점 척도 완전 동일,변수매칭_6_최종연계목록
PR_OPEN_SAT_02,C08,참여·자치,S0802,학부모 참여,학부모,과정>학교 참여,공개수업 만족도,2)교사의 수업과 자녀의 수업태도에 대한 학부모의 이해 증진,공개수업 만족도 - 2)교사의 수업과 자녀의 수업태도에 대한 학부모의 이해 증진,Q12_2,PRQ12_2,① 연계가능,likert,4→4,1.0,4.0,전혀 도움이 되지 않는다,매우 도움이 된다,,N,Y,,,,,항목·4점 척도 완전 동일,변수매칭_6_최종연계목록
PR_OPEN_SAT_03,C08,참여·자치,S0802,학부모 참여,학부모,과정>학교 참여,공개수업 만족도,3)학교교육에 대한 학부모의 참여와 관심증가,공개수업 만족도 - 3)학교교육에 대한 학부모의 참여와 관심증가,Q12_3,PRQ12_3,① 연계가능,likert,4→4,1.0,4.0,전혀 도움이 되지 않는다,매우 도움이 된다,,N,Y,,,,,항목·4점 척도 완전 동일,변수매칭_6_최종연계목록
PR_RELATION_01,C04,학교생활·관계,S0401,또래·교사 관계,학부모,과정>학교 참여,학교생활(친구·선생님과의 관계),1)내 아이는 학교 친구들과 있는 것을 좋아한다,학교생활(친구·선생님과의 관계) - 1)내 아이는 학교 친구들과 있는 것을 좋아한다,Q13_1,PRQ13_1,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,학생–학부모 [B],,,,문항 내용·5점 척도 동일. 학생용 대응 문항 존재(대리보고 vs 자기보고),변수매칭_6_최종연계목록
PR_RELATION_02,C04,학교생활·관계,S0401,또래·교사 관계,학부모,과정>학교 참여,학교생활(친구·선생님과의 관계),2)학교 친구들이 내 아이에게 상처를 준 적이 있다,학교생활(친구·선생님과의 관계) - 2)학교 친구들이 내 아이에게 상처를 준 적이 있다,Q13_2,PRQ13_2,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,Y,Y,학생–학부모 [A],,,,문항 내용·척도 동일,변수매칭_6_최종연계목록
PR_RELATION_03,C04,학교생활·관계,S0401,또래·교사 관계,학부모,과정>학교 참여,학교생활(친구·선생님과의 관계),3)학교 친구들은 내 아이가 어려움에 처해있을 때 도와준다,학교생활(친구·선생님과의 관계) - 3)학교 친구들은 내 아이가 어려움에 처해있을 때 도와준다,Q13_3,PRQ13_3,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,학생–학부모 [A],,,,문항 내용·척도 동일,변수매칭_6_최종연계목록
PR_RELATION_04,C04,학교생활·관계,S0401,또래·교사 관계,학부모,과정>학교 참여,학교생활(친구·선생님과의 관계),4)학교 선생님들은 내 아이를 이해하려고 노력하신다,학교생활(친구·선생님과의 관계) - 4)학교 선생님들은 내 아이를 이해하려고 노력하신다,Q13_4,PRQ13_4,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,학생–학부모 [A],,,,문항 내용·척도 동일,변수매칭_6_최종연계목록
PR_RELATION_05,C04,학교생활·관계,S0401,또래·교사 관계,학부모,과정>학교 참여,학교생활(친구·선생님과의 관계),5)학교 선생님들은 내 아이에게 관심이 부족하다,학교생활(친구·선생님과의 관계) - 5)학교 선생님들은 내 아이에게 관심이 부족하다,Q13_5,PRQ13_5,② 조건부 가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,Y,조건부,학생–학부모 [B],,,,역문항 역채점 필요. 표현 완화로 응답 분포 이동 가능,변수매칭_6_최종연계목록
PR_RELATION_06,C04,학교생활·관계,S0401,또래·교사 관계,학부모,과정>학교 참여,학교생활(친구·선생님과의 관계),6)내 아이는 학교 선생님들에게 고민을 잘 털어놓는다,학교생활(친구·선생님과의 관계) - 6)내 아이는 학교 선생님들에게 고민을 잘 털어놓는다,Q13_6,PRQ13_6,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,학생–학부모 [A],,,,문항 내용·척도 동일,변수매칭_6_최종연계목록
PR_SAT_TOTAL_01,C09,만족도,S0901,전반적 만족도,학부모,성과>학교 만족도,학교에 대한 전반적인 만족도,현재 자녀가 다니는 학교에 어느 정도 만족하는지,학교에 대한 전반적인 만족도 - 현재 자녀가 다니는 학교에 어느 정도 만족하는지,Q15,PRQ14,① 연계가능,likert,5→5,1.0,5.0,전혀 만족하지 않는다,매우 만족한다,,N,Y,학생–학부모 [A] / 학생–학부모–교사 [B],,,,단일 문항·5점 척도 동일. 학생용 STQ32와 대응되어 학생-학부모 비교의 대표 지표,변수매칭_6_최종연계목록
PR_SAT_DETAIL_01,C09,만족도,S0902,세부 만족도,학부모,성과>학교 만족도,학교에 대한 세부적인 만족도,1)자녀의 학습능력을 잘 길러주고 있다,학교에 대한 세부적인 만족도 - 1)자녀의 학습능력을 잘 길러주고 있다,Q16_1,PRQ15_1,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,학생–학부모 [A],,,,항목·5점 척도 동일,변수매칭_6_최종연계목록
PR_SAT_DETAIL_02,C09,만족도,S0902,세부 만족도,학부모,성과>학교 만족도,학교에 대한 세부적인 만족도,2)자녀의 특기와 적성을 잘 계발해주고 있다,학교에 대한 세부적인 만족도 - 2)자녀의 특기와 적성을 잘 계발해주고 있다,Q16_2,PRQ15_2,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,학생–학부모 [A],,,,항목·5점 척도 동일,변수매칭_6_최종연계목록
PR_SAT_DETAIL_03,C09,만족도,S0902,세부 만족도,학부모,성과>학교 만족도,학교에 대한 세부적인 만족도,3)자녀의 수준에 맞게 잘 가르치고 있다,학교에 대한 세부적인 만족도 - 3)자녀의 수준에 맞게 잘 가르치고 있다,Q16_3,PRQ15_3,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,항목·5점 척도 동일,변수매칭_6_최종연계목록
PR_SAT_DETAIL_04,C09,만족도,S0902,세부 만족도,학부모,성과>학교 만족도,학교에 대한 세부적인 만족도,4)자녀의 학교생활에 대하여 잘 알려준다,학교에 대한 세부적인 만족도 - 4)자녀의 학교생활에 대하여 잘 알려준다,Q16_4,PRQ15_4,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,항목·5점 척도 동일,변수매칭_6_최종연계목록
PR_SAT_DETAIL_05,C09,만족도,S0902,세부 만족도,학부모,성과>학교 만족도,학교에 대한 세부적인 만족도,5)자녀의 평가결과를 학부모에게 잘 전달한다,학교에 대한 세부적인 만족도 - 5)자녀의 평가결과를 학부모에게 잘 전달한다,Q16_5,PRQ15_5,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,항목·5점 척도 동일,변수매칭_6_최종연계목록
PR_SAT_DETAIL_06,C09,만족도,S0902,세부 만족도,학부모,성과>학교 만족도,학교에 대한 세부적인 만족도,6)자녀의 흥미와 적성에 맞는 교육을 하고 있다,학교에 대한 세부적인 만족도 - 6)자녀의 흥미와 적성에 맞는 교육을 하고 있다,Q16_6,PRQ15_6,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,항목·5점 척도 동일,변수매칭_6_최종연계목록
PR_SAT_DETAIL_07,C09,만족도,S0902,세부 만족도,학부모,성과>학교 만족도,학교에 대한 세부적인 만족도,7)학교운영위원회는 학부모들의 의견을 잘 수렴한다,학교에 대한 세부적인 만족도 - 7)학교운영위원회는 학부모들의 의견을 잘 수렴한다,Q16_7,PRQ15_7,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,항목·5점 척도 동일,변수매칭_6_최종연계목록
PR_SAT_DETAIL_08,C09,만족도,S0902,세부 만족도,학부모,성과>학교 만족도,학교에 대한 세부적인 만족도,"8)교사, 학부모, 학생들이 협의하여 학교운영을 자율적으로 하고 있다","학교에 대한 세부적인 만족도 - 8)교사, 학부모, 학생들이 협의하여 학교운영을 자율적으로 하고 있다",Q16_8,PRQ15_8,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,항목·5점 척도 동일,변수매칭_6_최종연계목록
PR_SAT_DETAIL_09,C09,만족도,S0902,세부 만족도,학부모,성과>학교 만족도,학교에 대한 세부적인 만족도,9)학습에 불편하지 않게 교육시설과 환경을 잘 갖추고 있다,학교에 대한 세부적인 만족도 - 9)학습에 불편하지 않게 교육시설과 환경을 잘 갖추고 있다,Q16_9,PRQ15_9,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,항목·5점 척도 동일,변수매칭_6_최종연계목록
PR_SAT_DETAIL_10,C09,만족도,S0902,세부 만족도,학부모,성과>학교 만족도,학교에 대한 세부적인 만족도,10)학생의 안전을 위해 노력하고 있다,학교에 대한 세부적인 만족도 - 10)학생의 안전을 위해 노력하고 있다,Q16_10,PRQ15_10,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,항목·5점 척도 동일,변수매칭_6_최종연계목록
TR_EFFICACY_01,C11,교사 전문성,S1101A,교사효능감,교사,과정>심리적 특성,교사효능감·교사의 사기,1)학생들이 수업에 집중하지 않을 때 왜 그런지 이유를 파악할 수 있다,교사효능감·교사의 사기 - 1)학생들이 수업에 집중하지 않을 때 왜 그런지 이유를 파악할 수 있다,Q9_1,TRQ11_1,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,문항 내용·5점 척도 동일(어미 미세 변경),변수매칭_6_최종연계목록
TR_EFFICACY_02,C11,교사 전문성,S1101A,교사효능감,교사,과정>심리적 특성,교사효능감·교사의 사기,2)학생들의 학업 능력에 대해 판단할 수 있다,교사효능감·교사의 사기 - 2)학생들의 학업 능력에 대해 판단할 수 있다,Q9_2,TRQ11_2,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,문항 내용·척도 동일,변수매칭_6_최종연계목록
TR_EFFICACY_03,C11,교사 전문성,S1101A,교사효능감,교사,과정>심리적 특성,교사효능감·교사의 사기,3)수업에 대한 학생들의 관심 정도를 파악할 수 있다,교사효능감·교사의 사기 - 3)수업에 대한 학생들의 관심 정도를 파악할 수 있다,Q9_3,TRQ11_3,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,문항 내용·척도 동일,변수매칭_6_최종연계목록
TR_EFFICACY_04,C11,교사 전문성,S1101A,교사효능감,교사,과정>심리적 특성,교사효능감·교사의 사기,4)학생들이 학업에 흥미를 가지지 못하는 이유를 분석할 수 있다,교사효능감·교사의 사기 - 4)학생들이 학업에 흥미를 가지지 못하는 이유를 분석할 수 있다,Q9_4,TRQ11_4,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,"""분석해낼 수 있다""→""분석할 수 있다"" 표현만 변경",변수매칭_6_최종연계목록
TR_EFFICACY_05,C11,교사 전문성,S1101A,교사효능감,교사,과정>심리적 특성,교사효능감·교사의 사기,5)문제행동을 하는 학생들이 왜 그렇게 행동하는지 이유를 분석할 수 있다,교사효능감·교사의 사기 - 5)문제행동을 하는 학생들이 왜 그렇게 행동하는지 이유를 분석할 수 있다,Q9_5,TRQ11_5,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,"""분석해낼 수 있다""→""분석할 수 있다"" 표현만 변경",변수매칭_6_최종연계목록
TR_EFFICACY_06,C11,교사 전문성,S1101A,교사효능감,교사,과정>심리적 특성,교사효능감·교사의 사기,6)생활지도를 할 때 학생 개인의 특성을 충분히  고려할 수 있다,교사효능감·교사의 사기 - 6)생활지도를 할 때 학생 개인의 특성을 충분히  고려할 수 있다,Q9_6,TRQ11_6,② 조건부 가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,조건부,,,,,"""개인 특성을 충분히 활용할 수 있다"" → ""충분히 고려할 수 있다"". 활용(행위)에서 고려(인식)로 의미가 약화됨",변수매칭_6_최종연계목록
TR_EFFICACY_07,C11,교사 전문성,S1101A,교사효능감,교사,과정>심리적 특성,교사효능감·교사의 사기,7)문제행동을 하는 학생을 보면 나의 지도에 따른 변화가능성을 예상할 수 있다,교사효능감·교사의 사기 - 7)문제행동을 하는 학생을 보면 나의 지도에 따른 변화가능성을 예상할 수 있다,Q9_7,TRQ11_7,② 조건부 가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,조건부,,,,,"""내가 지도할 수 있는지를 판단할 수 있다"" → ""나의 지도에 따른 변화가능성을 예상할 수 있다"". 판단 대상이 자기효능에서 학생 변화로 이동",변수매칭_6_최종연계목록
TR_EFFICACY_08,C11,교사 전문성,S1101B,교사 사기,교사,과정>심리적 특성,교사효능감·교사의 사기,8)나는 책임감이 높다,교사효능감·교사의 사기 - 8)나는 책임감이 높다,Q9_8,TRQ11_8,③ 비교 불가,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,N,,★연계 불가 — 제외 권장,,,사기 하위척도(8~10번) 평균을 시계열로 쓸 경우 8번 제외 후 2문항 평균으로 재구성 검토,변수매칭_6_최종연계목록
TR_EFFICACY_09,C11,교사 전문성,S1101B,교사 사기,교사,과정>심리적 특성,교사효능감·교사의 사기,9)나는 열의를 갖고 근무한다,교사효능감·교사의 사기 - 9)나는 열의를 갖고 근무한다,Q9_9,TRQ11_9,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,문항 내용·척도 동일,변수매칭_6_최종연계목록
TR_EFFICACY_10,C11,교사 전문성,S1101B,교사 사기,교사,과정>심리적 특성,교사효능감·교사의 사기,10)나는 교사로서 자부심을 갖고 있다,교사효능감·교사의 사기 - 10)나는 교사로서 자부심을 갖고 있다,Q9_10,TRQ11_10,① 연계가능,likert,5→5,1.0,5.0,전혀그렇지않다,매우그렇다,,N,Y,,,,,문항 내용·척도 동일,변수매칭_6_최종연계목록
TR_TALK_01,C11,교사 전문성,S1102,동료 협력,교사,과정>전문적 학습활동,동료교사와의 대화(주제와 시간),1)수업 및 평가,동료교사와의 대화(주제와 시간) - 1)수업 및 평가,Q14_1,TRQ12_1,① 연계가능,likert,6→6,1.0,6.0,1시간 미만,5시간 이상,,N,Y,,,,,항목(수업 및 평가)·6점 시간구간 동일,변수매칭_6_최종연계목록
TR_TALK_02,C11,교사 전문성,S1102,동료 협력,교사,과정>전문적 학습활동,동료교사와의 대화(주제와 시간),2)진학·진로 지도,동료교사와의 대화(주제와 시간) - 2)진학·진로 지도,Q14_3,TRQ12_2,① 연계가능,likert,6→6,1.0,6.0,1시간 미만,5시간 이상,,N,Y,,변수 번호 이동 — 매핑 주의,,,변수 인덱스가 아니라 항목 내용으로 매칭할 것,변수매칭_6_최종연계목록
TR_TALK_03,C11,교사 전문성,S1102,동료 협력,교사,과정>전문적 학습활동,동료교사와의 대화(주제와 시간),3)학교 행정업무,동료교사와의 대화(주제와 시간) - 3)학교 행정업무,Q14_4,TRQ12_3,① 연계가능,likert,6→6,1.0,6.0,1시간 미만,5시간 이상,,N,Y,,변수 번호 이동 — 매핑 주의,,,변수 인덱스가 아니라 항목 내용으로 매칭할 것,변수매칭_6_최종연계목록
TR_TALK_04,C11,교사 전문성,S1102,동료 협력,교사,과정>전문적 학습활동,동료교사와의 대화(주제와 시간),4)학생 생활지도 및 상담,동료교사와의 대화(주제와 시간) - 4)학생 생활지도 및 상담,Q14_2,TRQ12_4,② 조건부 가능,likert,6→6,1.0,6.0,1시간 미만,5시간 이상,,N,조건부,,,,,대응은 가능하나 항목 내용 차이 명시,변수매칭_6_최종연계목록
TR_COLLAB_01,C11,교사 전문성,S1102,동료 협력,교사,과정>전문적 학습활동,협력을 통한 수업개선활동,1)학부모에게 나의 수업공개,협력을 통한 수업개선활동 - 1)학부모에게 나의 수업공개,Q15_1,TRQ13_1,① 연계가능,likert,6→6,1.0,6.0,참여하지 않음,연5회 이상,,N,Y,,,,,항목·6점 빈도 척도 동일,변수매칭_6_최종연계목록
TR_COLLAB_02,C11,교사 전문성,S1102,동료 협력,교사,과정>전문적 학습활동,협력을 통한 수업개선활동,2)동료교사에게 나의 수업공개,협력을 통한 수업개선활동 - 2)동료교사에게 나의 수업공개,Q15_2,TRQ13_2,① 연계가능,likert,6→6,1.0,6.0,참여하지 않음,연5회 이상,,N,Y,,,,,항목·6점 빈도 척도 동일,변수매칭_6_최종연계목록
TR_COLLAB_03,C11,교사 전문성,S1102,동료 협력,교사,과정>전문적 학습활동,협력을 통한 수업개선활동,3)동료교사의 수업 참관,협력을 통한 수업개선활동 - 3)동료교사의 수업 참관,Q15_3,TRQ13_3,① 연계가능,likert,6→6,1.0,6.0,참여하지 않음,연5회 이상,,N,Y,,,,,항목·6점 빈도 척도 동일,변수매칭_6_최종연계목록
TR_COLLAB_04,C11,교사 전문성,S1102,동료 협력,교사,과정>전문적 학습활동,협력을 통한 수업개선활동,4)교내 교과 협의회 활동,협력을 통한 수업개선활동 - 4)교내 교과 협의회 활동,Q15_4,TRQ13_4,① 연계가능,likert,6→6,1.0,6.0,참여하지 않음,연5회 이상,,N,Y,,,,,항목·6점 빈도 척도 동일,변수매칭_6_최종연계목록
TR_COLLAB_05,C11,교사 전문성,S1102,동료 협력,교사,과정>전문적 학습활동,협력을 통한 수업개선활동,5)교육청 차원의 교과교육연구회 활동,협력을 통한 수업개선활동 - 5)교육청 차원의 교과교육연구회 활동,Q15_5,TRQ13_5,① 연계가능,likert,6→6,1.0,6.0,참여하지 않음,연5회 이상,,N,Y,,,,,항목·6점 빈도 척도 동일,변수매칭_6_최종연계목록
TR_COLLAB_06,C11,교사 전문성,S1102,동료 협력,교사,과정>전문적 학습활동,협력을 통한 수업개선활동,6)교사들의 학교 안 전문적 학습 활동,협력을 통한 수업개선활동 - 6)교사들의 학교 안 전문적 학습 활동,Q15_6,TRQ13_6,① 연계가능,likert,6→6,1.0,6.0,참여하지 않음,연5회 이상,,N,Y,,,,,"★비교표에는 ""선지 2개 추가""로 적혀 있으나 1주기 코드북에 Q15_6, Q15_7이 이미 존재함(비교표 수정 필요). ""학교 안 전문적 학습공동체 활동""→""학교 안 전문적 학습 활동"" 표현만 변경",변수매칭_6_최종연계목록
TR_COLLAB_07,C11,교사 전문성,S1102,동료 협력,교사,과정>전문적 학습활동,협력을 통한 수업개선활동,7)교사들의 학교 밖 전문적 학습 활동,협력을 통한 수업개선활동 - 7)교사들의 학교 밖 전문적 학습 활동,Q15_7,TRQ13_7,① 연계가능,likert,6→6,1.0,6.0,참여하지 않음,연5회 이상,,N,Y,,,,,"""학교 밖 전문적 학습공동체 활동""→""학교 밖 전문적 학습 활동"" 표현만 변경",변수매칭_6_최종연계목록
TR_TRAIN_01,C11,교사 전문성,S1103,교사 연수,교사,과정>전문적 학습활동,교사 연수 항목 및 수강 시간,1)교수학습 및 평가,교사 연수 항목 및 수강 시간 - 1)교수학습 및 평가,Q27_1,TRQ14_1,① 연계가능,likert,6→6,1.0,6.0,없음(0시간),61시간 이상,,N,Y,,,,,항목(교수학습 및 평가)·6점 시간구간 동일,변수매칭_6_최종연계목록
TR_TRAIN_02,C11,교사 전문성,S1103,교사 연수,교사,과정>전문적 학습활동,교사 연수 항목 및 수강 시간,2)교육정보화 및 에듀테크 활용,교사 연수 항목 및 수강 시간 - 2)교육정보화 및 에듀테크 활용,Q27_2,TRQ14_2,② 조건부 가능,likert,6→6,1.0,6.0,없음(0시간),61시간 이상,,N,조건부,,,,,"""교육정보화 및 원격수업"" → ""교육정보화 및 에듀테크 활용"". 연수 내용의 정의가 달라짐",변수매칭_6_최종연계목록
TR_TRAIN_03,C11,교사 전문성,S1103,교사 연수,교사,과정>전문적 학습활동,교사 연수 항목 및 수강 시간,3)자기계발,교사 연수 항목 및 수강 시간 - 3)자기계발,Q27_3,—,④ 해당 없음,excluded,—,1.0,6.0,없음(0시간),61시간 이상,,N,N,,★한쪽 주기만 존재 — 제외 권장,,,1주기 3)자기계발 항목이 2주기에서 삭제됨,변수매칭_6_최종연계목록
TR_TRAIN_04,C11,교사 전문성,S1103,교사 연수,교사,과정>전문적 학습활동,교사 연수 항목 및 수강 시간,3)진로 및 진학 지도,교사 연수 항목 및 수강 시간 - 3)진로 및 진학 지도,Q27_4,TRQ14_3,① 연계가능,likert,6→6,1.0,6.0,없음(0시간),61시간 이상,,N,Y,,변수 번호 이동 — 매핑 주의,,,항목 내용 기준으로 매칭,변수매칭_6_최종연계목록
